DetailID,BuySellNo,GradeID,InvoiceDesc,SWeight,SWeightUOM,SPrice,SPriceUOM,SAmount,PPrice,PUOM,PAmount,PWeight,PWeightUOM,SCurrencyCd,SFxAmount,PCurrencyCd,PFxAmount,Color,DesignatedCpID,SPo,PPo,LotNo,UnitType,Units,Comment,IsReceived,IsItemReceived
7599,55583,921,Plastic Totes / Trash Cans (Empty and Clean),6920,L,0.2,L,1384,0,L,0,6920,L         ,USD,1384,USD,0,          ,,14960,7970,                         , ,0,,NULL,NULL
7600,55584,906,PP Purge,38831,L,0.15,L,5824.65,0.1,L,3883.1,38831,L         ,USD,5824.65,USD,3883.1,          ,,14971,7926,                         ,G,42,,NULL,NULL
7601,55585,944,Plastic Pallets - No Metal,11140,L,0.29,L,3230.6,0.1,L,1114,11140,L         ,USD,3230.6,USD,1114,          ,,14972,7927,                         , ,0,,NULL,NULL
7602,55586,891,Freight Charge,0,E,500,E,0,0,E,0,1,E         ,USD,0,USD,0,          ,,               ,               ,                         ,9,1,,NULL,NULL
7603,55576INV,891,HDPE Macro Bin Freight Charge,1,E,500,E,500,0,E,0,1,E         ,USD,500,USD,0,          ,,14973,               ,                         , ,0,,NULL,NULL
7604,55587,944,Plastic Pallets - No Metal,9020,L,0.27,L,2435.4,0.02,L,180.4,9020,L         ,USD,2435.4,USD,180.4,          ,,14974,7928,                         ,A,0,,NULL,NULL
7605,55588,944,Mixed Plastic Pallets and Bins,17480,L,0.27,L,4719.6,0.12,L,2097.6,17480,L         ,USD,4719.6,USD,2097.6,          ,,14975,7929,                         , ,0,,NULL,NULL
7606,55589,944,"Mixed Plastic Pallets -No metal, no Fiberglass",20280,L,0.25,L,5070,400,U,400,20280,L         ,USD,5070,USD,400,          ,,14976,7930,                         ,9,1,,NULL,NULL
7607,55590,936,HDPE Trash totes & Lids,9760,L,0.15,L,1464,0,L,0,9700,L         ,USD,1464,USD,0,          ,,14977,7931,                         , ,0,,NULL,NULL
7608,55591,842,MRP - Grade A,0,L,0.165,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,14902,               ,                         ,B,0,,NULL,NULL
7609,55592,842,MRP - Grade A,0,L,0.165,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,14901,               ,                         ,B,0,,NULL,NULL
7610,55593,842,MRP - Grade A,0,L,0.165,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,14900,               ,                         ,B,0,,NULL,NULL
7611,55565,775,PP Co-Polymer Purge Scrap,25840,L,0.385,L,9948.4,0.2792,L,7470.48,26752,L         ,USD,9948.4,USD,7470.48,          ,,14949,               ,                         ,G,1,,NULL,NULL
7612,55594,944,Plastic Pallets - No Metal,17920,L,0.23,L,4121.6,250,U,250,17920,L         ,USD,4121.6,USD,250,          ,,14978,7932,                         ,9,1,,NULL,NULL
7613,55595,944,Plastic Pallets - No Metal,10659,L,0.23,L,2451.57,250,U,250,10659,L         ,USD,2451.57,USD,250,          ,,14978,7932,                         ,9,1,,NULL,NULL
7614,55596,944,Mixed plastic pallets,10340,L,0.23,L,2378.2,0.04,L,413.6,10340,L         ,USD,2378.2,USD,413.6,          ,,14979,7935,                         , ,0,,NULL,NULL
7615,55597,786,IBC Tote Bales,41440,L,0.31,L,12846.4,0.25,L,10360,41440,L         ,USD,12846.4,USD,10360,          ,,14980,7936,                         ,B,0,,NULL,NULL
7616,55598,786,IBC Tote Bales,41800,L,0.31,L,12958,0.25,L,10450,41800,L         ,USD,12958,USD,10450,          ,,14981,7937,                         ,B,0,,NULL,NULL
7617,55599,775,PP Purge - White,29984,L,0.13,L,3897.92,0.13,L,3897.92,29984,L         ,USD,3897.92,USD,3897.92,          ,,               ,7938,55599-1                  ,G,0,,NULL,NULL
7618,55600,10032,Red Totes On Casters,9920,L,0.23,L,2281.6,0,L,0,9920,L         ,USD,2281.6,USD,0,          ,,14983,7939,                         , ,0,,NULL,NULL
7619,55601,10067,PET Clear Bales,37759,L,0.48,L,18124.32,0.25,L,9449,37796,L         ,USD,18124.32,USD,9449,          ,,14984,7940,                         , ,0,,NULL,NULL
7620,55568,878,LDPE Film - Grade C,2716,L,0.06,L,162.96,0,L,0,0,L         ,USD,162.96,USD,0,          ,,14953,7907,                         , ,0,,NULL,NULL
7621,55602,803,PP Tubs & Lids,6180,L,0.2,L,1236,0,L,0,6180,L         ,USD,1236,USD,0,          ,,14985,7941,                         , ,0,,NULL,NULL
7622,55603,906,PP Black Regrind,37269,L,0.41,L,15280.29,0.39,L,14534.91,37269,L         ,USD,15280.29,USD,14534.91,          ,,14986,7942,                         , ,0,,NULL,NULL
7623,55545,10013,HDPE Rigids Grade B,1830,L,0,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,14950,7889,                         , ,0,,NULL,NULL
7624,55604,921,Plastic Totes / Trash Cans (Empty and Clean),11300,L,0.2,L,2260,0,L,0,11300,L         ,USD,2260,USD,0,          ,,14987,7980,                         , ,0,,NULL,NULL
7625,55605,860,Super Sacks A - reusable from peanuts,42320,L,0.18,L,7617.6,0.1,L,4232,42320,L         ,USD,7617.6,USD,4232,          ,,14988,7943,                         , ,0,,NULL,NULL
7626,55606,780,PA66 Parts and Purge,23395,L,0.05,L,1169.75,0.01,L,281.4,28140,L         ,USD,1169.75,USD,281.4,          ,,14989,7944,                         ,G,48,,NULL,NULL
7627,55607,944,Plastic Pallets - No Metal,11940,L,0.25,L,2985,350,U,350,11940,L         ,USD,2985,USD,350,          ,,14990,7945,                         ,9,1,,NULL,NULL
7632,55608,762,Mixed Color LDPE,29560,L,0.19,L,5616.4,0.12,L,3547.2,29560,L         ,USD,5616.4,USD,3547.2,          ,,14991,7946,                         , ,0,,NULL,NULL
7633,55609,10069,PET Trays (CLEAR),39374,L,0.55,L,21655.7,0.39,L,15355.86,39374,L         ,USD,21655.7,USD,15355.86,          ,,14992,7947,                         , ,0,,NULL,NULL
7634,55609,10012,PET Clear Bottles,412,L,0.5,L,206,0.34,L,140.08,412,L         ,USD,206,USD,140.08,          ,,14992,7947,                         , ,0,,NULL,NULL
7637,55610,10017,HDPE Buckets,41820,L,0.2,L,8364,0.15,L,6279,41860,L         ,USD,8364,USD,6279,          ,,14993,7948,                         ,B,0,,NULL,NULL
7638,55611,842,Mixed Rigid Plastics - Grade A,41020,L,0.14,L,5742.8,0.075,L,3085.5,41140,L         ,USD,5742.8,USD,3085.5,          ,,14994,7949,                         , ,0,,NULL,NULL
7639,55612,842,Mixed Rigid Plastics - Grade A,38740,L,0.14,L,5423.6,0.055,L,2130.7,38740,L         ,USD,5423.6,USD,2130.7,          ,,14995,7951,                         , ,0,,NULL,NULL
7640,55613,842,Mixed Rigid Plastics - Grade A,37240,L,0.14,L,5213.6,0.055,L,2048.2,37240,L         ,USD,5213.6,USD,2048.2,          ,,14995,7951,                         , ,0,,NULL,NULL
7641,55614,842,Mixed Rigid Plastics - Grade A,0,L,0.14,L,0,0.055,L,0,0,L         ,USD,0,USD,0,          ,,14995,7951,                         ,B,0,,NULL,NULL
7642,55615,842,Mixed Rigid Plastics - Grade A,0,L,0.14,L,0,0.055,L,0,0,L         ,USD,0,USD,0,          ,,14995,7951,                         ,B,0,,NULL,NULL
7643,55616,10050,HIPS Parts,0,L,0.45,L,0,0.31,L,0,0,L         ,USD,0,USD,0,          ,,14996,7950,                         , ,0,,NULL,NULL
7644,55617,762,LDPE Mixed Color Film,29960,L,0.095,L,2846.2,0.04,L,1198.4,29960,L         ,USD,2846.2,USD,1198.4,          ,,14997,7952,                         , ,0,,NULL,NULL
7645,55618,786,IBC Tote Regrind,42516,L,0.42,L,17856.72,0.29,L,12264.97,42293,L         ,USD,17856.72,USD,12264.97,          ,,14998,7953,                         , ,0,,NULL,NULL
7646,55619,970,PP Parts & Purge,8005,L,0.16,L,1280.8,0.12,L,960.6,8005,L         ,USD,1280.8,USD,960.6,          ,,14999,7954,                         , ,0,,NULL,NULL
7647,55589,10013,HDPE Rigids Grade N,3630,L,0,L,0,0,L,0,3630,L         ,USD,0,USD,0,          ,,14976,7930,                         , ,0,,NULL,NULL
7648,55620,870,PET Trays,12969,L,0.45,L,5836.05,0.225,L,2918.03,12969,L         ,USD,5836.05,USD,2918.03,          ,,15000,7955,                         ,B,0,,NULL,NULL
7649,55621,970,PP Parts & Purge,9520,L,0.17,L,1618.4,0.13,L,1237.6,9520,L         ,USD,1618.4,USD,1237.6,          ,,15001,7956,                         , ,0,,NULL,NULL
7650,55622,970,PP Parts & Purge,0,L,0.17,L,0,0.13,L,0,0,L         ,USD,0,USD,0,          ,,15001,7956,                         ,G,0,,NULL,NULL
7651,55623,10011,HDPE Natural Bottles,16580,L,0.48,L,7958.4,0.46,L,7626.8,16580,L         ,USD,7958.4,USD,7626.8,          ,,15002,7957,                         , ,0,,NULL,NULL
7652,55623,10010,HDPE Colored Bottles,23800,L,0.15,L,3570,0.13,L,3094,23800,L         ,USD,3570,USD,3094,          ,,15002,7957,                         , ,0,,NULL,NULL
7653,55624,944,Mixed Plastic Pallets,9340,L,0.25,L,2335,300,U,300,9340,L         ,USD,2335,USD,300,          ,,15003,7958,                         ,9,1,,NULL,NULL
7654,55625,10013,HDPE & HMW Pallets & Bins,1320,L,0.25,L,330,250,U,250,1320,L         ,USD,330,USD,250,          ,,15004,7959,                         ,9,1,,NULL,NULL
7655,55625,10041,PP Pallets - Clean,7920,L,0.25,L,1980,0,L,0,7920,L         ,USD,1980,USD,0,          ,,15004,7959,                         , ,0,,NULL,NULL
7656,55625,738,HDPE Injection 1-5MI,3960,L,0.25,L,990,0,L,0,3960,L         ,USD,990,USD,0,          ,,15004,7959,                         , ,0,,NULL,NULL
7657,55626,931,Shrink Wrap,41680,L,0.23,L,9586.4,0.12,L,5001.6,41680,L         ,USD,9586.4,USD,5001.6,          ,,15005,7960,                         , ,0,,NULL,NULL
7659,55627,10079,PP 5-8 Melt,37026,L,0.4,L,14810.4,0.38,L,14069.88,37026,L         ,USD,14810.4,USD,14069.88,          ,,15006,7961,                         , ,0,,NULL,NULL
7660,55628,906,PP White Regrind (has evoh content),29280,L,0.37,L,10833.6,0.28,L,8198.4,29280,L         ,USD,10833.6,USD,8198.4,          ,,15007,7962,                         , ,0,,NULL,NULL
7661,55629,944,Plastic Pallets - No Metal,13380,L,0.25,L,3345,0.13,L,1739.4,13380,L         ,USD,3345,USD,1739.4,          ,,15009,7964,                         , ,0,,NULL,NULL
7662,55630,950,HMW Drum Regrind,40402,L,0.35,L,14140.7,0.315,L,12726.63,40402,L         ,USD,14140.7,USD,12726.63,          ,,15008,7963,                         , ,0,,NULL,NULL
7663,55631,10059,LDPE Film,4230,L,0.035,L,148.05,-200,U,-200,4230,L         ,USD,148.05,USD,-200,          ,,15010,7965,                         ,9,1,,NULL,NULL
7664,55632,944,Mixed Plastic Pallets,9680,L,0.25,L,2420,0.06,L,580.8,9680,L         ,USD,2420,USD,580.8,          ,,15011,7966,                         , ,0,,NULL,NULL
7665,55633,931,LDPE Film - Grade A,44082,L,0.28,L,12342.96,0.21,L,9257.22,44082,L         ,USD,12342.96,USD,9257.22,          ,,15012,7967,                         , ,0,,NULL,NULL
7666,55634,10059,LDPE Bags w/ Print,32300,L,0.115,L,3714.5,0.05,L,1615,32300,L         ,USD,3714.5,USD,1615,          ,,15013,7968,                         , ,0,,NULL,NULL
7667,55635,944,Mixed Plastic Pallets and Bins,14006,L,0.25,L,3501.5,0.07,L,980.42,14006,L         ,USD,3501.5,USD,980.42,          ,,15014,7969,                         ,A,0,,NULL,NULL
7668,55636,737,HDPE Knockdown Bins,19695,L,0.3,L,5908.5,0.15,L,4142.25,27615,L         ,USD,5908.5,USD,4142.25,          ,,15015,7971,                         , ,0,,NULL,NULL
7669,55603,10003,TRASH - NO VALUE,987,L,0,L,0,0,L,0,987,L         ,USD,0,USD,0,          ,,14986,7942,                         , ,0,,NULL,NULL
7670,55638,944,Mixed Plastic Pallets,0,L,0.25,L,0,0.1,L,0,0,L         ,USD,0,USD,0,          ,,15016,7972,                         ,A,0,,NULL,NULL
7671,55601,10003,PET Clear Bales Heavy Paper Contamination Disposed,3757,L,-0.08,L,-300.56,0,L,0,3757,L         ,USD,-300.56,USD,0,          ,,14984,7940,                         , ,0,,NULL,NULL
7672,55640,877,Clean industrial A and B grade film,40700,L,0.08,L,3256,0.04,L,1628,40700,L         ,USD,3256,USD,1628,          ,,15017,7973,                         , ,0,,NULL,NULL
7673,55641,842,Mixed Rigid Plastics - Grade A,0,L,0.2,L,0,0.05,L,0,0,L         ,USD,0,USD,0,          ,,14637,7974,                         ,B,0,,NULL,NULL
7674,55645,931,LDPE Film - Grade A,40616,L,0.28,L,11372.48,0.21,L,8529.36,40616,L         ,USD,11372.48,USD,8529.36,          ,,15018,7975,                         , ,0,,NULL,NULL
7675,55646,981,PET Monofilament (Strands in Gaylords),40458,L,0.16,L,6473.28,0.05,L,2022.9,40458,L         ,USD,6473.28,USD,2022.9,          ,,15019,7976,                         ,G,0,,NULL,NULL
7676,55647,877,LDPE Film Grade A,27112,L,0.16,L,4337.92,0.08,L,2168.96,27112,L         ,USD,4337.92,USD,2168.96,          ,,15020,7977,                         , ,0,,NULL,NULL
7677,55648,906,PP White Regrind (has evoh content),28320,L,0.34,L,9628.8,0.245,L,6938.4,28320,L         ,USD,9628.8,USD,6938.4,          ,,15034,7978,                         , ,0,,NULL,NULL
7678,55649,10061,PC hh regrind,12382,L,0.53,L,6562.46,0.48,L,5971.2,12440,L         ,USD,6562.46,USD,5971.2,          ,,15021,7979,                         , ,0,,NULL,NULL
7679,55650,10032,Red Totes On Casters,8840,L,0.21,L,1856.4,0,L,0,8840,L         ,USD,1856.4,USD,0,          ,,15022,7981,                         , ,0,,NULL,NULL
7680,55651,10013,HDPE Containers,8740,L,0.125,L,1092.5,0,L,0,8740,L         ,USD,1092.5,USD,0,          ,,15023,7982,                         , ,0,,NULL,NULL
7681,55652,803,Tubs,10010,L,0.08,L,800.8,0,L,0,10010,L         ,USD,800.8,USD,0,          ,,15024,7984,                         , ,0,,NULL,NULL
7682,55653,10024,HDPE Frac Regrind,41578,L,0.345,L,14344.41,0.31,L,12889.18,41578,L         ,USD,14344.41,USD,12889.18,          ,,15025,7983,                         ,G,30,,NULL,NULL
7683,55654,10024,HDPE Frac Regrind,42205,L,0.345,L,14560.73,0.31,L,13083.55,42205,L         ,USD,14560.73,USD,13083.55,          ,,15026,7985,                         ,G,30,,NULL,NULL
7684,55485,10022,HD0MC Thermo,350,L,0.15,L,52.5,0,L,0,0,L         ,USD,52.5,USD,0,          ,,14871,7843,                         , ,0,,NULL,NULL
7685,55485,10079,PP-BLK Sanko,5712,L,0.19,L,1085.28,0,L,0,0,L         ,USD,1085.28,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7686,55485,784,PP/PE Hollywood,2183,L,0.06,L,130.98,0,L,0,0,L         ,USD,130.98,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7687,55485,742,US Postal Pallets,670,L,-0.08,L,-53.6,0,L,0,0,L         ,USD,-53.6,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7688,55655,944,Plastic Pallets - No Metal,34900,L,0.25,L,8725,0.12,L,4120.8,34340,L         ,USD,8725,USD,4120.8,          ,,15027,7986,                         , ,0,,NULL,NULL
7689,55656,775,PP Purge - White,29290,L,0.13,L,3807.7,0.13,L,3807.7,29290,L         ,USD,3807.7,USD,3807.7,          ,,               ,7987,55656-1                  ,G,0,,NULL,NULL
7690,55599A,750,PP Regrind - White,29984,L,0.35,L,10494.4,0,L,0,29984,L         ,USD,10494.4,USD,0,          ,,15029,               ,                         , ,0,,NULL,NULL
7692,55657,786,IBC Tote Bales,43000,L,0.27,L,11610,0.22,L,9460,43000,L         ,USD,11610,USD,9460,          ,,15031,7988,                         ,B,0,,NULL,NULL
7693,55658,786,IBC Tote Bales,42020,L,0.27,L,11345.4,0.22,L,9244.4,42020,L         ,USD,11345.4,USD,9244.4,          ,,15032,7989,                         , ,0,,NULL,NULL
7694,55659,786,IBC Tote Bales,41400,L,0.27,L,11178,0.22,L,9108,41400,L         ,USD,11178,USD,9108,          ,,15033,7990,                         , ,0,,NULL,NULL
7695,55660,10012,PET Bottles - Post Consumer Bales,19140,L,0.1,L,1914,0.04,L,765.6,19140,L         ,USD,1914,USD,765.6,          ,,15035,7991,                         , ,0,,NULL,NULL
7696,55661,906,PP Purge,40392,L,0.085,L,3433.32,0.05,L,2019.6,40392,L         ,USD,3433.32,USD,2019.6,          ,,15036,7992,                         , ,0,,NULL,NULL
7697,55662,944,Plastic Pallets - No Metal,3487,L,0.21,L,732.27,0,L,0,12700,L         ,USD,732.27,USD,0,          ,,15037,7993,                         , ,0,,NULL,NULL
7698,55663,803,Tubs,9150,L,0.08,L,732,0,L,0,9150,L         ,USD,732,USD,0,          ,,15024,7994,                         , ,0,,NULL,NULL
7699,55664,803,Tubs,0,L,0.08,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,15024,7995,                         ,B,0,,NULL,NULL
7700,55665,803,PP Tubs & Lids,41940,L,0.1,L,4194,0.07,L,2938.6,41980,L         ,USD,4194,USD,2938.6,          ,,15038,7996,                         , ,0,,NULL,NULL
7701,55666,10023,HDPE HMW Drums,0,L,0.26,L,0,0.18,L,0,0,L         ,USD,0,USD,0,          ,,15039,7998,                         , ,0,,NULL,NULL
7702,55667,958,Mixed Plastic Pallets,12420,L,0.04,L,496.8,0.01,L,124.2,12420,L         ,USD,496.8,USD,124.2,          ,,15040,7999,                         ,A,0,,NULL,NULL
7703,55668,944,Plastic Pallets,17060,L,0.25,L,4265,0.07,L,1194.2,17060,L         ,USD,4265,USD,1194.2,          ,,15041,7997,                         , ,0,,NULL,NULL
7704,55669,944,Plastic Pallets - No Metal,1,E,0, ,0,0,E,0,1,E         ,USD,0,USD,0,          ,,15042,8000,                         ,A,0,,NULL,NULL
7705,55670,725,PP Supersacs,37080,L,0.06,L,2224.8,0,L,0,37080,L         ,USD,2224.8,USD,0,          ,,15043,8001,                         , ,0,,NULL,NULL
7706,55671,10012,PET Bottles - Post Consumer Bales,30800,L,0.08,L,2464,0.02,L,616,30800,L         ,USD,2464,USD,616,          ,,15044,8002,                         ,B,28,,NULL,NULL
7707,55672,10012,PET Bottles - Post Consumer Bales,37600,L,0.08,L,3008,0.03,L,1128,37600,L         ,USD,3008,USD,1128,          ,,15045,8003,                         ,B,34,,NULL,NULL
7708,55673,944,Plastic Pallets - No Metal,13720,L,0.25,L,3430,0.08,L,1097.6,13720,L         ,USD,3430,USD,1097.6,          ,,15046,8004,                         ,A,0,,NULL,NULL
7709,55674,944,Plastic Pallets - No Metal,9493,L,0.25,L,2373.25,0.08,L,759.44,9493,L         ,USD,2373.25,USD,759.44,          ,,15047,8005,                         ,A,0,,NULL,NULL
7710,55675,868,PVC fencing from C&D,40871,L,0.22,L,8991.62,0.18,L,7382.52,41014,L         ,USD,8991.62,USD,7382.52,          ,,15048,8006,                         , ,0,,NULL,NULL
7711,55676,877,LDPE Film - Grade A,37400,L,0.25,L,9350,0.13,L,4854.2,37340,L         ,USD,9350,USD,4854.2,          ,,15049,8007,                         , ,0,,NULL,NULL
7712,55677,944,Mixed Pallets,13020,L,0.25,L,3255,0.08,L,1041.6,13020,L         ,USD,3255,USD,1041.6,          ,,15050,8008,                         , ,0,,NULL,NULL
7713,55678,949,LDPE Mixed Color Resin,31110,L,0.31,L,9644.1,0.25,L,7777.5,31110,L         ,USD,9644.1,USD,7777.5,          ,,15051,8009,                         , ,0,,NULL,NULL
7714,55679,970,PP Frac Melt Parts & Purge,19900,L,0.08,L,1592,0.02,L,398,19900,L         ,USD,1592,USD,398,          ,,15052,8010,                         , ,0,,NULL,NULL
7715,55645,10059,LDPE Film Downgraded,1484,L,0.07,L,103.88,0,L,0,1484,L         ,USD,103.88,USD,0,          ,,15018,7975,                         , ,0,,NULL,NULL
7716,55633,10059,LDPE Film Downgraded,1358,L,0.05,L,67.9,0,L,0,1358,L         ,USD,67.9,USD,0,          ,,15012,7967,                         , ,0,,NULL,NULL
7717,55680,944,Mixed plastic pallets,12200,L,0.25,L,3050,0.1,L,1220,12200,L         ,USD,3050,USD,1220,          ,,15053,8011,                         ,A,0,,NULL,NULL
7718,55681,10012,PET Bottles - Clear,7630,L,0.3,L,2289,0.135,L,1030.05,7630,L         ,USD,2289,USD,1030.05,          ,,15054,8012,                         , ,0,,NULL,NULL
7719,55682,953,HDPE Frac Melt Shred,26738,L,0.16,L,4278.08,0.1,L,2673.8,26738,L         ,USD,4278.08,USD,2673.8,          ,,15055,8013,                         ,Y,0,,NULL,NULL
7720,55683,953,HDPE Frac Melt Shred,33680,L,0.16,L,5388.8,0.1,L,3368,33680,L         ,USD,5388.8,USD,3368,          ,,15056,8014,                         , ,0,,NULL,NULL
7721,55684,10012,PET Bottles,0,L,0.14,L,0,0.06,L,0,0,L         ,USD,0,USD,0,          ,,15057,8015,                         ,B,0,,NULL,NULL
7722,55685,10012,PET Bottles,0,L,0.14,L,0,0.06,L,0,0,L         ,USD,0,USD,0,          ,,15057,8015,                         ,B,0,,NULL,NULL
7723,55686,906,PP White Regrind (has evoh content),30380,L,0.34,L,10329.2,0.24,L,7291.2,30380,L         ,USD,10329.2,USD,7291.2,          ,,15058,8016,                         , ,0,,NULL,NULL
7724,55687,10059,LDPE Film,27540,L,0.18,L,4957.2,0.1,L,2731.1,27311,L         ,USD,4957.2,USD,2731.1,          ,,15059,8017,                         ,B,41,,NULL,NULL
7725,55662,10033,HDPE IGPS Pallets Recovered,181,L,0,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,15037,7993,                         , ,0,,NULL,NULL
7726,55662,10013,HD-MCHD Thermo,525,L,0.15,L,78.75,0,L,0,0,L         ,USD,78.75,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7727,55662,784,PE-MC Hollywood,6089,L,0.05,L,304.45,0,L,0,0,L         ,USD,304.45,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7728,55662,10079,PP-MCSanko,2418,L,0.19,L,459.42,0,L,0,0,L         ,USD,459.42,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
7729,55688,944,Plastic Pallets - No Metal,15094,L,0.25,L,3773.5,0.12,L,1811.28,15094,L         ,USD,3773.5,USD,1811.28,          ,,15060,8018,                         ,A,0,,NULL,NULL
7730,55674,10034,iGPS SKIDS WITH METAL,7767,L,0,L,0,-0.05,L,-388.35,7767,L         ,USD,0,USD,-388.35,          ,,15047,8005,                         , ,0,,NULL,NULL
7731,55690,931,LDPE Film - Grade A,42440,L,0.21,L,8912.4,0.12,L,0,0,L         ,USD,8912.4,USD,0,          ,,15061,8019,                         , ,0,,NULL,NULL
7732,55690,877,LDPE Film - Grade B,0,L,0.21,L,0,0.1,L,4342.5,43425,L         ,USD,0,USD,4342.5,          ,,15061,8019,                         ,B,0,,NULL,NULL
7733,55620,10003,Contaminated Trays,5279,L,0,L,0,0,L,0,5279,L         ,USD,0,USD,0,          ,,15000,7955,                         , ,0,,NULL,NULL
7734,55691,931,LDPE Film - Grade A,44500,L,0.26,L,11570,0.19,L,8439.8,44420,L         ,USD,11570,USD,8439.8,          ,,15062,8020,                         , ,0,,NULL,NULL
7735,55692,10023,HDPE HMW Drum Bales,36000,L,0,L,0,0,L,0,36000,L         ,USD,0,USD,0,          ,,15063,8021,                         ,B,0,,NULL,NULL
7736,55693,931,LDPE Film - Grade A,43420,L,0.26,L,11289.2,0.18,L,7808.4,43380,L         ,USD,11289.2,USD,7808.4,          ,,15064,8022,                         , ,0,,NULL,NULL
7737,55694,944,Plastic Pallets - No Metal,0,L,0.21,L,0,0.05,L,0,0,L         ,USD,0,USD,0,          ,,15065,8023,                         ,A,0,,NULL,NULL
7738,55695,10061,PC Water Bottles,33340,L,0.45,L,15003,0.38,L,12669.2,33340,L         ,USD,15003,USD,12669.2,          ,,15066,8024,                         , ,0,,NULL,NULL
7739,55696,10061,PC Water Bottles,0,L,0.45,L,0,0.38,L,0,0,L         ,USD,0,USD,0,          ,,15067,8025,                         ,B,0,,NULL,NULL
7740,55697,953,HDPE Frac Melt Shred,0,L,0.16,L,0,0.1,L,0,0,L         ,USD,0,USD,0,          ,,15068,8026,                         ,Y,0,,NULL,NULL
7741,55698,953,HDPE Frac Melt Shred,0,L,0.16,L,0,0.1,L,0,0,L         ,USD,0,USD,0,          ,,15069,8027,                         ,Y,0,,NULL,NULL
7742,55699,931,LDPE Film - Grade A,41260,L,0.26,L,10727.6,0.22,L,9090.4,41320,L         ,USD,10727.6,USD,9090.4,          ,,15070,8028,                         , ,0,,NULL,NULL
7743,55507,10069,PET Trays (CLEAR),2252,L,0.55,L,1238.6,0.12,L,270.24,2252,L         ,USD,1238.6,USD,270.24,          ,,14891,7851,                         , ,0,,NULL,NULL
7744,55507,889,PET Blue Scrap with oil,9536,L,0.15,L,1430.4,0.05,L,476.8,9536,L         ,USD,1430.4,USD,476.8,          ,,14891,7851,                         ,B,0,,NULL,NULL
7745,55507,911,PET Blue - Heavy Oil - Disposal,5316,L,-0.08,L,-425.28,0,L,0,5316,L         ,USD,-425.28,USD,0,          ,,14891,7851,                         ,B,0,,NULL,NULL
7746,55700,944,Mixed Pallets,13080,L,0.2,L,2616,0.05,L,654,13080,L         ,USD,2616,USD,654,          ,,15071,8029,                         , ,0,,NULL,NULL
7747,55701,780,Post Industrial PA66 Runners & Parts,19960,L,0.47,L,9381.2,0.4,L,7984,19960,L         ,USD,9381.2,USD,7984,          ,,15072,8030,                         , ,0,,NULL,NULL
7748,55702,944,Plastic Pallets - No Metal,15780,L,0.21,L,3313.8,0.03,L,473.4,15780,L         ,USD,3313.8,USD,473.4,          ,,15073,8031,                         , ,0,,NULL,NULL
7749,55703,10024,HDPE Frac Regrind,41272,L,0.335,L,13826.12,0.31,L,12794.32,41272,L         ,USD,13826.12,USD,12794.32,          ,,15074,8032,                         , ,0,,NULL,NULL
7750,55704,10061,PC Water Jugs,24780,L,0,L,0,0,L,0,24780,L         ,USD,0,USD,0,          ,,15075,8033,                         , ,0,,NULL,NULL
7751,55705,949,LDPE Mixed Color Resin,38175,L,0.3,L,11452.5,0.25,L,9543.75,38175,L         ,USD,11452.5,USD,9543.75,          ,,15076,8034,                         , ,0,,NULL,NULL
7752,55706,877,LDPE Film Grade A,27969,L,0.16,L,4475.04,0.08,L,2237.52,27969,L         ,USD,4475.04,USD,2237.52,          ,,15077,8035,                         , ,0,,NULL,NULL
7753,55708,881,Gaylord Boxes,120,E,0,E,0,10.5,E,1260,120,E         ,USD,0,USD,1260,          ,,15078,8036,                         ,9,100,,NULL,NULL
7754,55709,944,Plastic Pallets - No Metal,10320,L,0.21,L,2167.2,0.1,L,1032,10320,L         ,USD,2167.2,USD,1032,          ,,15079,8037,                         , ,0,,NULL,NULL
7755,55532,10013,HDPE Jars,0,L,0,L,0,0.24,L,864,3600,L         ,USD,0,USD,864,          ,,14920,7873,                         , ,0,,NULL,NULL
7756,55710,941,MRP - Bulky Rigid Plastic,40620,L,0.105,L,4265.1,0.05,L,2031,40620,L         ,USD,4265.1,USD,2031,          ,,15088,8038,                         , ,0,,NULL,NULL
7757,55712,842,MRP in bales,37820,L,0.07,L,2647.4,0.04,L,1503.2,37580,L         ,USD,2647.4,USD,1503.2,          ,,15080,8039,                         , ,0,,NULL,NULL
7758,55713,981,PET Monofilament (Strands in Gaylords),0,L,0.16,L,0,0.05,L,0,0,L         ,USD,0,USD,0,          ,,15082,8040,                         ,G,0,,NULL,NULL
7759,55714,944,Mixed Plastic Pallets,16220,L,0.03,L,486.6,0.01,L,162.2,16220,L         ,USD,486.6,USD,162.2,          ,,15081,8041,                         , ,0,,NULL,NULL
