DetailID,BuySellNo,GradeID,InvoiceDesc,SWeight,SWeightUOM,SPrice,SPriceUOM,SAmount,PPrice,PUOM,PAmount,PWeight,PWeightUOM,SCurrencyCd,SFxAmount,PCurrencyCd,PFxAmount,Color,DesignatedCpID,SPo,PPo,LotNo,UnitType,Units,Comment,IsReceived,IsItemReceived
4303,53442,10032,HDPE Pallets/Crates,11842,L,0.14,L,1657.88,0.04,L,473.68,11842,L         ,USD,1657.88,USD,473.68,          ,,12981,6063,                         , ,0,,NULL,NULL
4305,53443,10032,HDPE Pallets / Crates,13492,L,0.14,L,1888.88,0.04,L,539.68,13492,L         ,USD,1888.88,USD,539.68,          ,,12981,6063,                         , ,0,,NULL,NULL
4307,53444,10032,HDPE Pallets & Crates,13166,L,0.14,L,1843.24,0.04,L,526.64,13166,L         ,USD,1843.24,USD,526.64,          ,,12981,6063,                         , ,0,,NULL,NULL
4309,53445,10008,1-7 Co-Mingled Bales,43940,L,0.04,L,1757.6,0.02,L,878,43900,L         ,USD,1757.6,USD,878,          ,,12983,6064,                         , ,0,,NULL,NULL
4311,53446,909,HDPE INJECTION 5-10MI,15717,L,0.14,L,2200.38,0.03,L,473.76,15792,L         ,USD,2200.38,USD,473.76,          ,,12984,6065,                         , ,0,,NULL,NULL
4321,53447,10076,HDPE/PP transitional purge regrind (Frac melt),42100,L,0.18,L,7578,0.13,L,5473,42100,L         ,USD,7578,USD,5473,          ,,12985,6066,                         ,X,1,,NULL,NULL
4322,53448,10076,HDPE/PP transitional purge regrind (Frac melt),34900,L,0.18,L,6282,0.13,L,4537,34900,L         ,USD,6282,USD,4537,          ,,12985,6066,                         , ,0,,NULL,NULL
4323,53450,10011,HDPE Natural Bottles in Bags,29304,L,0.29,L,8498.16,0.18,L,5274.72,29304,L         ,USD,8498.16,USD,5274.72,          ,,12986,6067,                         , ,0,,NULL,NULL
4324,53451,906,PP Regrind - White,36380,L,0.24,L,8731.2,0.2,L,7276,36380,L         ,USD,8731.2,USD,7276,          ,,13001,6068,                         , ,0,,NULL,NULL
4325,53452,10086,"PP White Bales (Trays, Sheet, and Purge)",0,L,0.105,L,0,0.09,L,0,0,L         ,USD,0,USD,0,          ,,13032,6069,                         ,B,0,,NULL,NULL
4326,53453,10053,LDPE Roto M/C 4-8MI,1150,L,0.1,L,115,0,L,0,1150,L         ,USD,115,USD,0,          ,,13047,6070,                         , ,0,,NULL,NULL
4327,53454,738,HDPE INJECTION 1-5MI,8831,L,0.14,L,1236.34,0.01,L,88.31,8831,L         ,USD,1236.34,USD,88.31,          ,,12987,6071,                         , ,0,,NULL,NULL
4336,53454,10041,PP COPOLYMER INJ 5-10MI,1809,L,0.13,L,235.17,0.01,L,18.09,1809,L         ,USD,235.17,USD,18.09,          ,,12987,6071,                         , ,0,,NULL,NULL
4338,53455,738,HDPE INJECTION 1-5MI,6380,L,0.14,L,893.2,350,U,350,6380,L         ,USD,893.2,USD,350,          ,,12988,6072,                         ,9,1,,NULL,NULL
4343,53455,10036,HDPE HMW EXT 8-16HLMI,7442,L,0.06,L,446.52,0,L,0,7442,L         ,USD,446.52,USD,0,          ,,12988,6072,                         , ,0,,NULL,NULL
4347,53455,10041,PP COPOLYMER INJ 5-10MI,3898,L,0.13,L,506.74,0,L,0,3898,L         ,USD,506.74,USD,0,          ,,12988,6072,                         , ,0,,NULL,NULL
4349,53456,803,PP Tubs & Lids,31020,L,0.09,L,2791.8,0.045,L,1792.8,39840,L         ,USD,2791.8,USD,1792.8,          ,,12989,6073,                         , ,0,,NULL,NULL
4350,53457,931,LDPE Film Grade A,43720,L,0.11,L,4809.2,0.105,L,4590.6,43720,L         ,USD,4809.2,USD,4590.6,          ,,12991,6074,                         , ,0,,NULL,NULL
4351,53421,10003,Film Deduction,1142,L,0,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,12967,6052,                         , ,0,,NULL,NULL
4352,53460,10053,LDPE Stretch Film,21630,L,0.02,L,432.6,0,L,0,21630,L         ,USD,432.6,USD,0,          ,,12998,6075,                         , ,0,,NULL,NULL
4353,53461,10053,LDPE Stretch Film,6240,L,0.02,L,124.8,0,L,0,6240,L         ,USD,124.8,USD,0,          ,,12998,6076,                         , ,0,,NULL,NULL
4356,53462,738,HDPE INJECTION 1-5MI,12360,L,0.14,L,1730.4,0.03,L,370.8,12360,L         ,USD,1730.4,USD,370.8,          ,,12994,6077,                         , ,0,,NULL,NULL
4367,53463,738,HDPE INJECTION 1-5MI,11373,L,0.15,L,1705.95,0.03,L,341.19,11373,L         ,USD,1705.95,USD,341.19,          ,,12994,6077,                         , ,0,,NULL,NULL
4376,53463,10041,PP COPOLYMER INJ 5-10MI,2007,L,0.13,L,260.91,0.03,L,60.21,2007,L         ,USD,260.91,USD,60.21,          ,,12994,6077,                         , ,0,,NULL,NULL
4378,53464,10022,HDPE Toyota Crates,11270,L,0.15,L,1690.5,0.06,L,676.2,11270,L         ,USD,1690.5,USD,676.2,          ,,12996,6078,                         , ,0,,NULL,NULL
4379,53465,811,PP Black and Blue Pallets,8387,L,0.13,L,1090.31,150,U,150,21371,L         ,USD,1090.31,USD,150,          ,,13000,6079,                         ,9,1,,NULL,NULL
4380,53465,909,HDPE Non Structural Pallets,11234,L,0.1,L,1123.4,150,U,0,0,L         ,USD,1123.4,USD,0,          ,,13000,6079,                         , ,0,,NULL,NULL
4381,53465,10034,Compression Pallets - Heavy Filled,1750,L,0.06,L,105,150,U,0,0,L         ,USD,105,USD,0,          ,,13000,6079,                         , ,0,,NULL,NULL
4382,53386,10003,TRASH - NO VALUE,3430,L,0,L,0,0,L,0,3430,L         ,USD,0,USD,0,          ,,12939,6026,                         , ,0,,NULL,NULL
4383,53466,10055,LDPE Bags,32600,L,0.095,L,3097,0.025,L,815,32600,L         ,USD,3097,USD,815,          ,,13002,6080,                         , ,0,,NULL,NULL
4384,53467,940,HDPE Natural Jugs,23798,L,0.32,L,7615.36,0.18,L,4283.64,23798,L         ,USD,7615.36,USD,4283.64,          ,,13003,6081,                         , ,0,,NULL,NULL
4385,53412,878,LDPE Film Downgrade,2520,L,0.04,L,100.8,0,L,0,0,L         ,USD,100.8,USD,0,          ,,12961,6046,                         , ,0,,NULL,NULL
4386,53456,10003,TRASH - NO VALUE,8820,L,0,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,12989,6073,                         , ,0,,NULL,NULL
4387,53431,817,HDPE Injection 1-5MI,10880,L,0.14,L,1523.2,0.01,L,108.8,10880,L         ,USD,1523.2,USD,108.8,          ,,12977,6060,                         , ,0,,NULL,NULL
4388,53431,907,HDPE Rigids Grade B,995,L,0,L,0,0,L,0,995,L         ,USD,0,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
4389,53468,931,LDPE Film Grade A,0,L,0.11,L,0,0,L,0,40000,L         ,USD,0,USD,0,          ,,13004,               ,                         ,B,0,,NULL,NULL
4390,53469,868,PVC fencing from C&D,41529,L,0.2,L,8305.8,0.1125,L,4694.4,41728,L         ,USD,8305.8,USD,4694.4,          ,,13005,6082,                         , ,0,,NULL,NULL
4391,53470,10022,HDPE Toyota Crates,10562,L,0.08,L,844.96,0.06,L,633.72,10562,L         ,USD,844.96,USD,633.72,          ,,13006,5923,                         , ,0,,NULL,NULL
4393,53470,829,HDPE Toyota Crates,256,L,0.02,L,5.12,0,L,0,256,L         ,USD,5.12,USD,0,          ,,13006,5923,                         , ,0,,NULL,NULL
4394,53471,10029,HMW Drum Regrind,42030,L,0.2,L,8406,0.175,L,7355.25,42030,L         ,USD,8406,USD,7355.25,          ,,13007,6083,                         , ,0,,NULL,NULL
4398,53472,738,HDPE INJECTION 1-5MI,13940,L,0.15,L,2091,0,L,0,13940,L         ,USD,2091,USD,0,          ,,13008,6084,                         ,9,1,,NULL,NULL
4403,53473,10032,HDPE pallets - ALDI (Uniform Pallets),22760,L,0.07,L,1593.2,0.04,L,910.4,22760,L         ,USD,1593.2,USD,910.4,          ,,13009,6085,                         , ,0,,NULL,NULL
4404,53474,874,HDPE/PP transitional purge regrind (Frac melt),41793,L,0.18,L,7522.74,0.14,L,5851.02,41793,L         ,USD,7522.74,USD,5851.02,          ,,13010,6086,                         , ,0,,NULL,NULL
4405,53475,738,HDPE INJECTION 1-5MI,14380,L,0.14,L,2013.2,150,U,150,14380,L         ,USD,2013.2,USD,150,          ,,13011,6087,                         ,9,1,,NULL,NULL
4416,53476,738,HDPE INJECTION 1-5MI,11790,L,0.15,L,1768.5,150,U,150,11790,L         ,USD,1768.5,USD,150,          ,,13011,6087,                         ,9,1,,NULL,NULL
4425,53476,10041,PP COPOLYMER INJ 5-10MI,3930,L,0.13,L,510.9,150,U,0,3930,L         ,USD,510.9,USD,0,          ,,13011,6087,                         , ,0,,NULL,NULL
4427,53477,738,HDPE INJECTION 1-5MI,13580,L,0.15,L,2037,150,U,150,13580,L         ,USD,2037,USD,150,          ,,13011,6087,                         ,9,1,,NULL,NULL
4438,53478,738,HDPE INJECTION 1-5MI,13840,L,0.15,L,2076,150,U,150,13840,L         ,USD,2076,USD,150,          ,,13011,6087,                         ,9,1,,NULL,NULL
4449,53479,738,HDPE INJECTION 1-5MI,15272,L,0.14,L,2138.08,0.035,L,534.52,15272,L         ,USD,2138.08,USD,534.52,          ,,13012,6088,                         , ,0,,NULL,NULL
4458,53479,10041,PP COPOLYMER INJ 5-10MI,1328,L,0.13,L,172.64,0.035,L,48.58,1388,L         ,USD,172.64,USD,48.58,          ,,13012,6088,                         , ,0,,NULL,NULL
4460,53480,738,HDPE INJECTION 1-5MI,8619,L,0.15,L,1292.85,300,U,300,8619,L         ,USD,1292.85,USD,300,          ,,13013,6089,                         ,9,1,,NULL,NULL
4469,53480,10041,PP COPOLYMER INJ 5-10MI,1521,L,0.13,L,197.73,300,U,0,1521,L         ,USD,197.73,USD,0,          ,,13013,6089,                         , ,0,,NULL,NULL
4471,53481,10069,PET Trays,8740,L,0.18,L,1573.2,0.105,L,917.7,8740,L         ,USD,1573.2,USD,917.7,          ,,13014,6090,                         , ,0,,NULL,NULL
4472,53482,946,Wood Pallets – Reusable Standard,138,E,2,E,276,1.5,E,207,138,E         ,USD,276,USD,207,          ,,13015,6091,                         , ,0,,NULL,NULL
4473,53482,947,Wood Pallets – Reusable Non-Standard,192,E,0.75,E,144,0.25,E,48,192,E         ,USD,144,USD,48,          ,,13015,6091,                         , ,0,,NULL,NULL
4475,53424,10082,PP Corrugated,11469,L,0.14,L,1605.66,0.13,L,1490.97,11469,L         ,USD,1605.66,USD,1490.97,          ,,12970,6055,                         , ,0,,NULL,NULL
4476,53483,10088,TPO Bumpers,0,L,0.25,L,0,0.155,L,0,0,L         ,USD,0,USD,0,          ,,13016,6092,                         , ,0,,NULL,NULL
4477,53484,10011,HDPE Bottles - Natural,19580,L,0.68,L,13314.4,0.66,L,13002,19700,L         ,USD,13314.4,USD,13002,          ,,13017,6093,                         , ,0,,NULL,NULL
4478,53484,10010,HDPE Bottles - Mixed Color,22780,L,0.213,L,4852.14,0.2,L,4504,22520,L         ,USD,4852.14,USD,4504,          ,,13017,6093,                         , ,0,,NULL,NULL
4479,53485,10086,PP Trays,12634,L,0.12,L,1516.08,0.1,L,1263.4,12634,L         ,USD,1516.08,USD,1263.4,          ,,13018,6094,                         , ,0,,NULL,NULL
4480,53486,811,Mixed Plastic Pallets,10970,L,0.08,L,877.6,200,U,200,10970,L         ,USD,877.6,USD,200,          ,,13019,6095,                         ,9,1,,NULL,NULL
4481,53487,842,Mixed Rigid Plastics - Grade A,43720,L,0.08,L,3497.6,0.01,L,437.4,43740,L         ,USD,3497.6,USD,437.4,          ,,13020,6096,                         ,B,0,,NULL,NULL
4482,53488,842,Mixed Rigid Plastics - Grade A,27331,L,0.08,L,2186.48,0.01,L,273.8,27380,L         ,USD,2186.48,USD,273.8,          ,,13021,6096,                         ,B,0,,NULL,NULL
4483,53489,842,Mixed Rigid Plastics - Grade A,42689,L,0.08,L,3415.12,0.01,L,429.6,42960,L         ,USD,3415.12,USD,429.6,          ,,13022,6096,                         , ,0,,NULL,NULL
4484,53490,10068,PET Preforms,20000,L,0.13,L,2600,0.11,L,2200,20000,L         ,USD,2600,USD,2200,          ,,13023,6098,                         , ,0,,NULL,NULL
4485,53491,10008,1-7 Co-Mingled Bales,0,L,0.04,L,0,0.02,L,0,0,L         ,USD,0,USD,0,          ,,13024,6099,                         , ,0,,NULL,NULL
4486,53472,10041,PP COPOLYMER INJ 5-10MI,2460,L,0.13,L,319.8,0,L,0,2460,L         ,USD,319.8,USD,0,          ,,13008,6084,                         , ,0,,NULL,NULL
4487,53492,10089,EPS,30304,L,0.13,L,3939.52,0.09,L,2727.36,30304,L         ,USD,3939.52,USD,2727.36,          ,,13040,6100,                         , ,0,,NULL,NULL
4488,53493,931,LDPE Film Grade A,5210,L,0.1,L,521,0.07,L,364.7,5210,L         ,USD,521,USD,364.7,          ,,13028,6101,                         , ,0,,NULL,NULL
4489,53494,738,HDPE INJECTION 1-5MI,7904,L,0.15,L,1185.6,0.035,L,276.64,7904,L         ,USD,1185.6,USD,276.64,          ,,13025,6102,                         , ,0,,NULL,NULL
4498,53494,10041,PP COPOLYMER INJ 5-10MI,4256,L,0.13,L,553.28,0.035,L,148.96,4256,L         ,USD,553.28,USD,148.96,          ,,13025,6102,                         , ,0,,NULL,NULL
4500,53495,803,SPC-A,39203,L,0.15,L,5880.45,0.13,L,5104.19,39263,L         ,USD,5880.45,USD,5104.19,          ,,13026,6103,                         ,B,0,,NULL,NULL
4501,53496,10079,PP Erosion Control Netting,22300,L,0.045,L,1003.5,0.01,L,223,22300,L         ,USD,1003.5,USD,223,          ,,13038,6104,                         , ,0,,NULL,NULL
4502,53497,877,LDPE Film Grade B,20000,L,0.08,L,1600,0.04,L,800,20000,L         ,USD,1600,USD,800,          ,,13027,6105,                         , ,0,,NULL,NULL
4503,53498,738,HDPE INJECTION 1-5MI,15320,L,0.15,L,2298,0,L,0,15320,L         ,USD,2298,USD,0,          ,,13029,6106,                         , ,0,,NULL,NULL
4514,53499,738,HDPE INJECTION 1-5MI,15620,L,0.17,L,2655.4,0,L,0,15620,L         ,USD,2655.4,USD,0,          ,,13029,6106,                         , ,0,,NULL,NULL
4525,53500,738,HDPE INJECTION 1-5MI,15940,L,0.18,L,2869.2,0,L,0,15940,L         ,USD,2869.2,USD,0,          ,,13029,6106,                         , ,0,,NULL,NULL
4536,53501,10082,PP Corrugated,25760,L,0.25,L,6440,0.13,L,3390.4,26080,L         ,USD,6440,USD,3390.4,          ,,13033,6107,                         , ,0,,NULL,NULL
4538,53503,10079,PP cups with paper label,0,L,0.15,L,0,0.09,L,0,0,L         ,USD,0,USD,0,          ,,13034,6108,                         ,X,1,,NULL,NULL
4539,53504,10079,PP cups with paper label,0,L,0.15,L,0,0.09,L,0,0,L         ,USD,0,USD,0,          ,,13034,6108,                         ,X,1,,NULL,NULL
4540,53357,10003,TRASH - NO VALUE,9317,L,0,L,0,0,L,0,9317,L         ,USD,0,USD,0,          ,,12919,6004,                         , ,0,,NULL,NULL
4541,53407,10070,ABS/PC FR Black regring Clean,1200,L,0.15,L,180,0.12,L,144,1200,L         ,USD,180,USD,144,          ,,12957,6040,                         , ,0,,NULL,NULL
4542,53407,10070,ABS/PC FR Black Regrind-Fllor sweep,2640,L,0.05,L,132,0.12,L,316.8,2640,L         ,USD,132,USD,316.8,          ,,               ,6040,                         , ,0,,NULL,NULL
4543,53407,10079,PP Salt & Pepper Bl Pellet W/2% White PVC Pellet,4270,L,0.04,L,170.8,0.1,L,427,4270,L         ,USD,170.8,USD,427,          ,,               ,6040,                         , ,0,,NULL,NULL
4544,53407,10003,TRASH - NO VALUE,3925,L,0,L,0,0,L,0,3925,L         ,USD,0,USD,0,          ,,               ,6040,                         , ,0,,NULL,NULL
4545,53505,842,Mixed Rigid Plastics - Grade A,36410,L,0.08,L,2912.8,0.025,L,922,36880,L         ,USD,2912.8,USD,922,          ,,13035,6109,                         , ,0,,NULL,NULL
4546,53506,10069,PET Trays -CLEAR,36676,L,0.23,L,8435.48,0.145,L,5318.02,36676,L         ,USD,8435.48,USD,5318.02,          ,,13036,6110,                         , ,0,,NULL,NULL
4547,53507,10022,HDPE Toyota Crates,4450,L,0.15,L,667.5,0.06,L,267,4450,L         ,USD,667.5,USD,267,          ,,13037,6111,                         , ,0,,NULL,NULL
4548,53508,738,HDPE INJECTION 1-5MI,8316,L,0.15,L,1247.4,150,U,150,8316,L         ,USD,1247.4,USD,150,          ,,13039,6112,                         ,9,1,,NULL,NULL
4557,53508,10041,PP COPOLYMER INJ 5-10MI,6804,L,0.13,L,884.52,150,U,0,6804,L         ,USD,884.52,USD,0,          ,,13039,6112,                         , ,0,,NULL,NULL
4559,53509,738,HDPE INJECTION 1-5MI,13420,L,0.15,L,2013,150,U,150,13420,L         ,USD,2013,USD,150,          ,,13039,6112,                         ,9,1,,NULL,NULL
4568,53509,10041,PP COPOLYMER INJ 5-10MI,1200,L,0.13,L,156,150,U,0,1200,L         ,USD,156,USD,0,          ,,13039,6112,                         , ,0,,NULL,NULL
4570,53510,738,HDPE INJECTION 1-5MI,13760,L,0.17,L,2339.2,150,U,150,13760,L         ,USD,2339.2,USD,150,          ,,13039,6112,                         ,9,1,,NULL,NULL
4581,53511,738,HDPE INJECTION 1-5MI,15480,L,0.17,L,2631.6,150,U,150,15480,L         ,USD,2631.6,USD,150,          ,,13039,6112,                         ,9,1,,NULL,NULL
4592,53512,10010,HDPE Color Bales,40140,L,0.213,L,8549.82,0.195,L,7944.3,40740,L         ,USD,8549.82,USD,7944.3,          ,,13044,6113,                         , ,0,,NULL,NULL
4593,53513,10032,HDPE Pallets,5109,L,0.14,L,715.26,0.04,L,204.36,5109,L         ,USD,715.26,USD,204.36,          ,,13045,6114,                         , ,0,,NULL,NULL
4594,53513,10022,PP Pallets,8057,L,0.14,L,1127.98,0.04,L,322.28,8057,L         ,USD,1127.98,USD,322.28,          ,,13045,6114,                         , ,0,,NULL,NULL
4595,53514,10032,HDPE Pallets / Crates,11608,L,0.14,L,1625.12,0.04,L,464.32,11608,L         ,USD,1625.12,USD,464.32,          ,,13045,6114,                         , ,0,,NULL,NULL
4597,53515,10032,HDPE Palletrs / Crates,11608,L,0.14,L,1625.12,0.04,L,464.32,11608,L         ,USD,1625.12,USD,464.32,          ,,13045,6114,                         , ,0,,NULL,NULL
4599,53516,10032,HDPE Pallets / Crates,11653,L,0.14,L,1631.42,0.04,L,466.12,11653,L         ,USD,1631.42,USD,466.12,          ,,13045,6114,                         , ,0,,NULL,NULL
4601,53425,829,#7 Pallets,1312,L,0.05,L,65.6,0,L,0,1312,L         ,USD,65.6,USD,0,          ,,12971,6056,                         , ,0,,NULL,NULL
4602,53425,10003,TRASH - NO VALUE,411,L,0,L,0,0,L,0,411,L         ,USD,0,USD,0,          ,,               ,               ,                         , ,0,,NULL,NULL
4603,53517,10076,HDPE/PP transitional purge regrind (Frac melt),41015,L,0.18,L,7382.7,0.13,L,5331.95,41015,L         ,USD,7382.7,USD,5331.95,          ,,13046,6115,                         , ,0,,NULL,NULL
4604,53518,10008,Co-Mingled 1-7 Bottles,43240,L,0.025,L,1081,0.01,L,432.6,43260,L         ,USD,1081,USD,432.6,          ,,13048,6116,                         , ,0,,NULL,NULL
4605,53519,906,PP Regrind,17686,L,0.25,L,4421.5,0.11,L,1945.46,17686,L         ,USD,4421.5,USD,1945.46,          ,,13049,6117,                         , ,0,,NULL,NULL
4606,53519,10050,HIPS Regrind,10784,L,0.27,L,2911.68,0.11,L,1217.92,11072,L         ,USD,2911.68,USD,1217.92,          ,,13049,6117,                         , ,0,,NULL,NULL
4607,53519,10070,ABS Regrind,1057,L,0.35,L,369.95,0.11,L,116.27,1057,L         ,USD,369.95,USD,116.27,          ,,13049,6117,                         , ,0,,NULL,NULL
4608,53520,738,HDPE INJECTION 1-5MI,3012,L,0.15,L,451.8,0,L,0,3012,L         ,USD,451.8,USD,0,          ,,13050,6118,                         , ,0,,NULL,NULL
4616,53520,842,HDPE RIGIDS GRADE B,2561,L,0,L,0,0,L,0,2561,L         ,USD,0,USD,0,          ,,13050,6118,                         , ,0,,NULL,NULL
4617,53520,10041,PP COPOLYMER INJ 5-10MI,4216,L,0.13,L,548.08,0,L,0,4216,L         ,USD,548.08,USD,0,          ,,13050,6118,                         , ,0,,NULL,NULL
4619,53521,10059,LDPE Film,34040,L,0.02,L,680.8,0,L,0,34040,L         ,USD,680.8,USD,0,          ,,13051,6119,                         , ,0,,NULL,NULL
4620,53522,10069,PET Trays -CLEAR,21522,L,0.2,L,4304.4,0.16,L,3443.52,21522,L         ,USD,4304.4,USD,3443.52,          ,,13052,6120,                         , ,0,,NULL,NULL
4622,53523,10079,PP Siding,0,L,0.15,L,0,0.11,L,0,0,L         ,USD,0,USD,0,          ,,13053,6121,                         , ,0,,NULL,NULL
4623,53524,10008,1-7 Co-Mingled Bottles (Post Consumer),33600,L,0.04,L,1344,0.02,L,675.6,33780,L         ,USD,1344,USD,675.6,          ,,13054,6122,                         , ,0,,NULL,NULL
4624,53526,10091,PS cups (post industrial),12000,L,0,L,0,0.18,L,2160,12000,L         ,USD,0,USD,2160,          ,,13055,6123,                         , ,0,,NULL,NULL
4625,53526,10092,PS stacked green trays,12000,L,0,L,0,0.09,L,1080,12000,L         ,USD,0,USD,1080,          ,,13055,6123,                         , ,0,,NULL,NULL
4626,53526,10049,PS ag trays,12000,L,0,L,0,0.09,L,1080,12000,L         ,USD,0,USD,1080,          ,,13055,6123,                         , ,0,,NULL,NULL
4627,53398,938,LDPE/MDPE Film Rolls and Post Industrial,15460,L,0.12,L,1855.2,0.065,L,1004.9,15460,L         ,USD,1855.2,USD,1004.9,          ,,12946,6033,                         ,A,0,,NULL,NULL
4628,53495,10003,TRASH - NO VALUE,3117,L,0,L,0,0,L,0,3117,L         ,USD,0,USD,0,          ,,13026,6103,                         , ,0,,NULL,NULL
4629,53527,10008,Commingled 1-7 plastic,0,L,0.02,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,13056,6124,                         , ,0,,NULL,NULL
4630,53528,738,HDPE INJECTION 1-5MI,11328,L,0.15,L,1699.2,0.01,L,113.28,11328,L         ,USD,1699.2,USD,113.28,          ,,13058,6125,                         , ,0,,NULL,NULL
4639,53528,10041,PP COPOLYMER INJ 5-10MI,2832,L,0.13,L,368.16,0.01,L,28.32,2832,L         ,USD,368.16,USD,28.32,          ,,13058,6125,                         , ,0,,NULL,NULL
4641,53529,10022,HDPE Toyota Crates,0,L,0.15,L,0,0.06,L,0,0,L         ,USD,0,USD,0,          ,,13059,6126,                         , ,0,,NULL,NULL
4642,53530,10022,HDPE Toyota Crates,0,L,0.15,L,0,0.06,L,0,0,L         ,USD,0,USD,0,          ,,13059,6126,                         , ,0,,NULL,NULL
4643,53531,10010,HDPE Color Bales,40760,L,0.213,L,8681.88,0.195,L,7991.1,40980,L         ,USD,8681.88,USD,7991.1,          ,,13060,6127,                         , ,0,,NULL,NULL
4644,53532,10079,PP Siding,41680,L,0.15,L,6252,0.11,L,4584.8,41680,L         ,USD,6252,USD,4584.8,          ,,13061,6128,                         , ,0,,NULL,NULL
4645,53533,10079,PP Siding,40835,L,0.15,L,6125.25,0.11,L,4491.85,40835,L         ,USD,6125.25,USD,4491.85,          ,,13063,6130,                         , ,0,,NULL,NULL
4646,53534,10079,PP Siding,40135,L,0.15,L,6020.25,0.11,L,4414.85,40135,L         ,USD,6020.25,USD,4414.85,          ,,13064,6131,                         , ,0,,NULL,NULL
4647,53535,877,PE Feedstock clean & dry mostly clear film baled,37354,L,0.1,L,3735.4,0.08,L,2988.32,37354,L         ,USD,3735.4,USD,2988.32,          ,,13062,6129,                         , ,0,,NULL,NULL
4648,53536,877,PE Feedstock clean & dry mostly clear film baled,36012,L,0.1,L,3601.2,0.08,L,2880.96,36012,L         ,USD,3601.2,USD,2880.96,          ,,13062,6129,                         , ,0,,NULL,NULL
4649,53537,10093,PVC Regrind,39811,L,0.32,L,12739.52,0.27,L,10748.97,39811,L         ,USD,12739.52,USD,10748.97,          ,,13065,6132,                         ,G,4,,NULL,NULL
4650,53538,10032,HDPE Pallets / Crates,10809,L,0.14,L,1513.26,0.04,L,432.36,10809,L         ,USD,1513.26,USD,432.36,          ,,13066,6133,                         , ,0,,NULL,NULL
4652,53539,10032,HDPE Pallets / Crates,10809,L,0.14,L,1513.26,0.04,L,432.36,10809,L         ,USD,1513.26,USD,432.36,          ,,13066,6133,                         , ,0,,NULL,NULL
4654,53540,10032,HDPE Pallets / Crates,11654,L,0.14,L,1631.56,0.04,L,466.16,11654,L         ,USD,1631.56,USD,466.16,          ,,13066,6133,                         , ,0,,NULL,NULL
4656,53541,10032,HDPE Pallets,0,L,0.14,L,0,0.04,L,0,0,L         ,USD,0,USD,0,          ,,13066,6133,                         , ,0,,NULL,NULL
4657,53541,10022,HDPE Crates,0,L,0.14,L,0,0.04,L,0,0,L         ,USD,0,USD,0,          ,,13066,6133,                         , ,0,,NULL,NULL
4658,53542,10008,Co-Mingled 1-7 Bottles,42660,L,0.025,L,1066.5,0.01,L,428.4,42840,L         ,USD,1066.5,USD,428.4,          ,,13067,6134,                         , ,0,,NULL,NULL
4659,53543,940,HDPE Natural Jugs,20636,L,0.32,L,6603.52,0.18,L,3714.48,20636,L         ,USD,6603.52,USD,3714.48,          ,,13068,6135,                         ,B,0,,NULL,NULL
4660,53544,10061,PC Color Face Shields,5885,L,0,L,0,0,L,0,5885,L         ,USD,0,USD,0,          ,,               ,6136,53544-1                  , ,0,,NULL,NULL
4661,53545,829,Mixed Plastic Pallets,16160,L,0.09,L,1454.4,0,L,0,16160,L         ,USD,1454.4,USD,0,          ,,13069,6137,                         , ,0,,NULL,NULL
4662,53546,10041,PP Pallets - Clean,1977,L,0.12,L,237.24,150,U,150,1977,L         ,USD,237.24,USD,150,          ,,13070,6138,                         ,9,1,,NULL,NULL
4663,53546,10037,HDPE Injection Pallets - Structural Foam,2196,L,0.1,L,219.6,0,L,0,2196,L         ,USD,219.6,USD,0,          ,,13070,6138,                         , ,0,,NULL,NULL
4664,53546,10034,Compression Pallets - Heavy Filled,4153,L,0.06,L,249.18,0,L,0,4153,L         ,USD,249.18,USD,0,          ,,13070,6138,                         , ,0,,NULL,NULL
4666,53546,10027,HDPE Totes and Pallets,599,L,0.13,L,77.87,0,L,0,599,L         ,USD,77.87,USD,0,          ,,13070,6138,                         , ,0,,NULL,NULL
4667,53546,10032,HDPE Thermo Pallets,3240,L,0.13,L,421.2,0,L,0,3240,L         ,USD,421.2,USD,0,          ,,13070,6138,                         , ,0,,NULL,NULL
4668,53547,10041,PP Pallets - Clean,996,L,0.12,L,119.52,150,U,150,996,L         ,USD,119.52,USD,150,          ,,13071,6139,                         ,9,1,,NULL,NULL
4669,53547,10037,HDPE Injection Pallets - Structural Foam,2148,L,0.14,L,300.72,0, ,0,2148,L         ,USD,300.72,USD,0,          ,,13071,6139,                         , ,0,,NULL,NULL
4670,53547,10034,Compression Pallets - Heavy Filled,6251,L,0.06,L,375.06,0, ,0,6251,L         ,USD,375.06,USD,0,          ,,13071,6139,                         , ,0,,NULL,NULL
4673,53547,10032,HDPE Thermo Pallets,450,L,0.14,L,63,0, ,0,450,L         ,USD,63,USD,0,          ,,13071,6139,                         , ,0,,NULL,NULL
4674,53548,944,Plastic Pallets (Nested),14560,L,0.13,L,1892.8,0.05,L,728,14560,L         ,USD,1892.8,USD,728,          ,,13072,6140,                         , ,0,,NULL,NULL
4675,53549,738,HDPE INJECTION 1-5MI,0,L,0.17,L,0,0,L,0,0,L         ,USD,0,USD,0,          ,,13073,6141,                         ,A,0,,NULL,NULL
