PayableID,BuySellNo,ItemID,CpID,Amount,FxAmount,CurrencyCd,InvoiceNo,InvoiceDt,RcvDt,Posted,IsCheck,CheckNo,APBatchNo,Reference_Date,GLAcct
609810,55772,13645,1177,2000,2000,USD,22158817,2022-09-30 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108495,NULL,50200
609828,55709,13646,1620,-150,-150,USD,3345054,2022-09-20 00:00:00,2022-09-20 00:00:00,1,NULL,NULL,108436,NULL,50200
609830,54923INV,5799,2106,1040.8,1040.8,USD,12412,2022-04-14 00:00:00,2022-04-14 00:00:00,1,NULL,NULL,108438,NULL,50100
609834,55774,13647,1188,975,975,USD,6167887777,2022-10-19 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108583,NULL,50200
609857,55730,NULL,1636,11028.75,11028.75,USD,0920-22DP-LD,2022-09-21 00:00:00,2022-09-28 00:00:00,1,NULL,NULL,108452,NULL,50100
609865,55582,13648,1188,-150,-150,USD,6164790173,2022-09-22 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108499,NULL,50200
609867,55656,13649,1188,-150,-150,USD,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,50200
609870,55731,13640,1550,200,200,USD,8059 / 55731,2022-12-28 00:00:00,2022-12-28 00:00:00,1,NULL,NULL,108909,NULL,50200
609884,55716,13650,2201,-533.48,-533.48,USD,55716INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108553,NULL,50200
609888,55701,NULL,1307,-7984,-7984,USD,U-9109985,2022-09-26 00:00:00,2022-09-26 00:00:00,1,NULL,NULL,108444,NULL,50100
609901,55692,13651,1495,1344,1344,USD,50940602-1,2022-09-30 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108577,NULL,50200
609902,55706,NULL,1866,2237.52,2237.52,USD,4114,2022-09-19 00:00:00,2022-09-19 00:00:00,1,NULL,NULL,108455,NULL,50100
609903,55706,13652,1188,-150,-150,USD,6167273825,2022-09-24 00:00:00,2022-09-24 00:00:00,1,NULL,NULL,108447,NULL,50200
609904,55695,NULL,1844,12669.2,12669.2,USD,8024 / 55695,2022-09-02 00:00:00,2022-09-28 00:00:00,1,NULL,NULL,108449,NULL,50100
609949,55770,13653,1177,1050,1050,USD,22178451,2022-10-07 00:00:00,2022-10-08 00:00:00,1,NULL,NULL,108527,NULL,50200
609954,55743,13654,1550,150,150,USD,5936061,2022-09-27 00:00:00,2022-09-29 00:00:00,1,NULL,NULL,108465,NULL,50200
609965,55723,13655,1550,-150,-150,USD,5934845,2022-09-28 00:00:00,2022-09-28 00:00:00,1,NULL,NULL,108458,NULL,50200
609969,55777,13656,1620,1696,1696,USD,3432549,2022-10-19 00:00:00,2022-10-30 00:00:00,1,NULL,NULL,108605,NULL,50200
609971,55694,13657,1550,150,150,USD,5884968,2022-09-22 00:00:00,2022-09-29 00:00:00,1,NULL,NULL,108466,NULL,50200
609978,55708,13658,2321,515.84,515.84,USD,6904438,2022-09-29 00:00:00,2022-09-29 00:00:00,1,NULL,NULL,108464,NULL,50100
609990,55651,13659,1177,-150,-150,USD,22028397,2022-09-30 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108491,NULL,50200
610010,55275,13660,1495,250,250,USD,50501229-1,2022-08-08 00:00:00,2022-09-29 00:00:00,1,NULL,NULL,108467,NULL,50200
610034,55779,13661,1188,875,875,USD,6168212982,2022-10-09 00:00:00,2022-10-29 00:00:00,1,NULL,NULL,108599,NULL,50200
610035,55754,13662,1924,-1100,-1100,USD,55754INV,2022-09-27 00:00:00,2022-09-27 00:00:00,1,NULL,NULL,108526,NULL,50200
610043,55785,13663,1495,900,900,USD,51285136-1,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108542,NULL,50200
610098,55498,13667,1495,350,350,USD,50370728-1,2022-09-15 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108469,NULL,50200
610099,55498,13668,1495,50,50,USD,50370728-1,2022-09-15 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108470,NULL,50200
610100,55756,13669,1550,525,525,USD,5977379,2022-10-05 00:00:00,2022-10-05 00:00:00,1,NULL,NULL,108590,NULL,50200
610134,55651,13670,1177,-300,-300,USD,22028397,2022-09-30 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108491,NULL,50200
610175,55789,13672,1550,825,825,USD,5985083,2022-10-07 00:00:00,2022-10-11 00:00:00,1,NULL,NULL,108534,NULL,50200
610187,55708,NULL,1428,1260,1260,USD,12755,2022-09-09 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108497,NULL,50100
610202,55762,13677,2248,-181.33,-181.33,USD,8086 / 55762,2022-09-27 00:00:00,2022-09-27 00:00:00,1,NULL,NULL,108887,NULL,50200
610208,55757,NULL,1782,350,350,USD,169630,2022-09-27 00:00:00,2022-10-07 00:00:00,1,NULL,NULL,108522,NULL,50100
610211,55755,NULL,1429,2695.2,2695.2,USD,51560,2022-10-01 00:00:00,2022-10-04 00:00:00,1,NULL,NULL,108505,NULL,50100
610217,55733,NULL,2115,12968.18,12968.18,USD,G091622,2022-09-26 00:00:00,2022-10-05 00:00:00,1,NULL,NULL,108507,NULL,50100
610220,55703,NULL,2115,12794.32,12794.32,USD,G090222,2022-09-15 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108490,NULL,50100
610223,55774,NULL,2256,2448,2448,USD,PO# 8093,2022-10-03 00:00:00,2022-10-06 00:00:00,1,NULL,NULL,108510,NULL,50100
610232,55735,NULL,1767,158.2,158.2,USD,18779,2022-09-30 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108494,NULL,50100
610241,55752,NULL,1199,4022,4022,USD,212327,2022-09-23 00:00:00,2022-10-07 00:00:00,1,NULL,NULL,108523,NULL,50100
610247,55740,NULL,1772,150,150,USD,RSI00038285,2022-10-03 00:00:00,2022-10-06 00:00:00,1,NULL,NULL,108513,NULL,50100
610250,55721,NULL,1941,3267.36,3267.36,USD,MP2640,2022-09-20 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108487,NULL,50100
610262,55675,NULL,1995,7382.52,7382.52,USD,188310,2022-08-31 00:00:00,2022-10-11 00:00:00,1,NULL,NULL,108535,NULL,50100
610269,55399,NULL,1307,136.12,136.12,USD,7768 / 55399,2022-10-03 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108476,NULL,50100
610270,55619,NULL,1307,960.6,960.6,USD,7954 / 55619,2022-08-04 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108477,NULL,50100
610271,55621,NULL,1307,1237.6,1237.6,USD,7956 / 55621,2022-08-25 00:00:00,2022-08-25 00:00:00,1,NULL,NULL,108478,NULL,50100
610272,55701,NULL,1307,7984,7984,USD,8030 / 55701,2022-09-26 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108480,2022-09-26 00:00:00,50100
610273,55742,NULL,1307,728.76,728.76,USD,8070 / 55742,2022-09-26 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108481,NULL,50100
610274,55734,NULL,1307,1219.2,1219.2,USD,8062 / 55734,2022-09-27 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108482,NULL,50100
610275,55742,NULL,1307,-728.76,-728.76,USD,U-8070 / 55742,2022-09-26 00:00:00,2022-09-26 00:00:00,1,NULL,NULL,108483,NULL,50100
610283,55742,NULL,1307,570.56,570.56,USD,8070 / 55742,2022-09-26 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108485,2022-09-26 00:00:00,50100
610288,55727,NULL,1428,1050,1050,USD,12761,2022-09-16 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108498,NULL,50100
610301,55725,NULL,2317,1867.8,1867.8,USD,834605,2022-09-30 00:00:00,2022-10-13 00:00:00,1,NULL,NULL,108540,NULL,50100
610302,55716,NULL,2201,246.36,246.36,USD,55716INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108553,NULL,50100
610341,55739,NULL,2079,1690,1690,USD,IN0483246,2022-09-20 00:00:00,2022-10-05 00:00:00,1,NULL,NULL,108508,NULL,50100
610358,55762,NULL,2248,266,266,USD,8086 / 55762,2022-09-27 00:00:00,2022-09-27 00:00:00,1,NULL,NULL,108887,NULL,50100
610361,55582,NULL,2307,721,721,USD,8805,2022-09-30 00:00:00,2022-10-06 00:00:00,1,NULL,NULL,108514,NULL,50100
610362,55753,13678,1924,-200,-200,USD,55753INV,2022-09-26 00:00:00,2022-09-26 00:00:00,1,NULL,NULL,108525,NULL,50200
610395,55797,13679,1495,271.47,271.47,USD,51323239-1,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108549,NULL,50200
610398,55756,13680,1550,250,250,USD,5977379,2022-10-05 00:00:00,2022-10-05 00:00:00,1,NULL,NULL,108590,NULL,50200
610411,55796,13681,1188,299.87,299.87,USD,6168294417,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108548,NULL,50200
610427,55786,13682,1550,1450,1450,USD,5990395,2022-10-12 00:00:00,2022-10-13 00:00:00,1,NULL,NULL,108537,NULL,50200
610442,55751,13683,2122,700,700,USD,1097122,2023-01-17 00:00:00,2023-02-08 00:00:00,1,NULL,NULL,109019,NULL,50200
610459,55791,13684,1620,990,990,USD,3433491,2022-11-14 00:00:00,2022-11-16 00:00:00,1,NULL,NULL,108689,NULL,50200
610469,55769,NULL,1941,2601,2601,USD,MP2632,2022-09-26 00:00:00,2022-10-06 00:00:00,1,NULL,NULL,108509,NULL,50100
610476,55710,NULL,1850,2031,2031,USD,192278,2022-09-30 00:00:00,2022-12-22 00:00:00,1,NULL,NULL,108869,NULL,50100
610477,55659,NULL,2292,9108,9108,USD,39868,2022-09-28 00:00:00,2022-10-06 00:00:00,1,NULL,NULL,108511,NULL,50100
610479,55739,13685,1550,-150,-150,USD,5937071,2022-10-03 00:00:00,2022-10-03 00:00:00,1,NULL,NULL,108518,NULL,50200
610482,55656,NULL,2106,3807.7,3807.7,USD,12562,2022-10-24 00:00:00,2022-10-27 00:00:00,1,NULL,NULL,108591,NULL,50100
610531,55770,13686,2106,-309,-309,USD,12550,2022-10-15 00:00:00,2022-10-15 00:00:00,1,NULL,NULL,108593,NULL,50200
610550,55770,NULL,2106,592.8,592.8,USD,12550,2022-10-15 00:00:00,2022-10-15 00:00:00,1,NULL,NULL,108593,NULL,50100
610571,55793,13687,1550,2250,2250,USD,6000449,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108578,NULL,50200
610578,55201,6320,1482,8288,8288,USD,55201,2022-10-07 00:00:00,2022-10-07 00:00:00,1,NULL,NULL,108524,NULL,50100
610583,55753INV,13694,1924,200,200,USD,AP-OFFSET,2022-09-26 00:00:00,2022-09-26 00:00:00,1,NULL,NULL,108525,NULL,NULL
610584,55754INV,13695,1924,1100,1100,USD,AP-OFFSET,2022-09-27 00:00:00,2022-09-27 00:00:00,1,NULL,NULL,108526,NULL,NULL
610590,55765,13696,1620,797,797,USD,3448503,2022-10-21 00:00:00,2022-10-30 00:00:00,1,NULL,NULL,108608,NULL,50200
610593,55766,13697,1620,797,797,USD,3443225,2022-10-25 00:00:00,2022-10-25 00:00:00,1,NULL,NULL,108610,NULL,50200
610595,55767,13698,1620,797,797,USD,3443241,2022-10-18 00:00:00,2022-10-30 00:00:00,1,NULL,NULL,108607,NULL,50200
610597,55768,13699,1620,797,797,USD,3443278,2022-12-28 00:00:00,2022-12-28 00:00:00,1,NULL,NULL,108924,NULL,50200
610613,55794,13700,1188,1200,1200,USD,6168652700,2022-10-16 00:00:00,2022-10-26 00:00:00,1,NULL,NULL,108589,NULL,50200
610618,55798,13701,2195,775,775,USD,1646820,2022-10-25 00:00:00,2022-10-26 00:00:00,1,NULL,NULL,108586,NULL,50200
610632,55804,13692,2195,1050,1050,USD,1648358,2022-10-20 00:00:00,2022-10-29 00:00:00,1,NULL,NULL,108602,NULL,50200
610634,55807,13690,1188,1497.76,1497.76,USD,6168839381,2023-01-12 00:00:00,2023-01-17 00:00:00,1,NULL,NULL,108945,NULL,50200
610639,55805,13688,2195,1100,1100,USD,1647552,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108544,NULL,50200
610643,55553,13702,1550,150,150,USD,5728564,2022-09-26 00:00:00,2022-10-10 00:00:00,1,NULL,NULL,108530,NULL,50200
610650,55801,13703,1550,1400,1400,USD,6000471,2022-11-29 00:00:00,2022-12-02 00:00:00,1,NULL,NULL,108755,NULL,50200
610656,55800,13704,2195,1550,1550,USD,1648937,2022-10-25 00:00:00,2022-10-25 00:00:00,1,NULL,NULL,108582,NULL,50200
610666,55795,13705,1620,1800,1800,USD,3443311,2022-10-27 00:00:00,2022-10-27 00:00:00,1,NULL,NULL,108631,NULL,50200
610734,55802,13707,2195,1700,1700,USD,1649595,2022-10-25 00:00:00,2023-01-23 00:00:00,1,NULL,NULL,108968,NULL,50200
610754,55705,NULL,1299,9543.75,9543.75,USD,090222-1JB,2022-09-13 00:00:00,2022-09-13 00:00:00,1,NULL,NULL,108528,NULL,50100
610786,55783,NULL,1984,2353.2,2353.2,USD,8102,2022-10-04 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108568,NULL,50100
610789,55782,NULL,2042,8845.8,8845.8,USD,167351,2022-10-04 00:00:00,2022-10-12 00:00:00,1,NULL,NULL,108536,NULL,50100
610809,55806,13708,1495,1400,1400,USD,51399451-1,2022-10-20 00:00:00,2022-10-25 00:00:00,1,NULL,NULL,108576,NULL,50200
610829,55826,13709,1620,625,625,USD,3450820,2022-11-30 00:00:00,2022-11-30 00:00:00,1,NULL,NULL,108783,NULL,50200
610889,55824,13710,2325,605,605,USD,1873697,2022-10-24 00:00:00,2022-10-31 00:00:00,1,NULL,NULL,108612,NULL,50200
610905,55819,13711,2195,775,775,USD,1651027,2022-10-27 00:00:00,2022-11-04 00:00:00,1,NULL,NULL,108641,NULL,50200
610943,55785,NULL,2160,1113,1113,USD,93786,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108543,NULL,50100
610946,55804,NULL,1850,2531.1,2531.1,USD,00192978/RI,2022-10-14 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108565,NULL,50100
610949,55805,NULL,1850,1599.2,1599.2,USD,00192977/R1,2022-10-14 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108570,NULL,50100
610952,55791,NULL,1318,3928,3928,USD,3154-0000424,2022-10-11 00:00:00,2022-10-13 00:00:00,1,NULL,NULL,108539,NULL,50100
610955,55777,NULL,1965,200,200,USD,9681,2022-10-10 00:00:00,2022-10-15 00:00:00,1,NULL,NULL,108551,NULL,50100
610961,55825,NULL,1428,1575,1575,USD,12805,2022-10-11 00:00:00,2022-11-28 00:00:00,1,NULL,NULL,108734,NULL,50100
610971,55793,13712,1924,-845,-845,USD,55793INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108559,NULL,50200
610986,55828,13713,2325,485,485,USD,1874262,2022-10-18 00:00:00,2022-11-10 00:00:00,1,NULL,NULL,108664,NULL,50200
611007,55776,13715,1299,813.75,813.75,USD,092722-1JB,2022-09-28 00:00:00,2022-09-28 00:00:00,1,NULL,NULL,108652,NULL,50200
611009,55809,NULL,2004,8496.8,8496.8,USD,8124,2022-10-13 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108547,NULL,50100
611024,55814,13716,2195,805,805,USD,1653988,2022-10-28 00:00:00,2022-11-03 00:00:00,1,NULL,NULL,108623,NULL,50200
611028,55786,NULL,2147,200,200,USD,8105 / 55786,2022-10-10 00:00:00,2022-10-14 00:00:00,1,NULL,NULL,108546,NULL,50100
611056,55832,13718,1550,650,650,USD,6021040,2022-10-21 00:00:00,2022-11-15 00:00:00,1,NULL,NULL,108687,NULL,50200
611086,55716INV,13722,2201,-246.36,-246.36,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108553,NULL,NULL
611087,55716INV,13721,2201,533.48,533.48,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108553,NULL,NULL
611090,55794,NULL,1866,1745.28,1745.28,USD,4175,2022-10-11 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108567,NULL,50100
611093,55776,NULL,1299,8137.5,8137.5,USD,092722-1JB,2022-09-28 00:00:00,2022-09-28 00:00:00,1,NULL,NULL,108652,NULL,50100
611096,55801,NULL,1843,150,150,USD,TPF0208695,2022-10-13 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108566,NULL,50100
611120,55594INV,13723,2248,2325,2325,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108554,NULL,NULL
611126,55631,NULL,1968,-200,-200,USD,55631INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108555,NULL,50100
611128,55715,NULL,1968,-200,-200,USD,55715INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108556,NULL,50100
611130,55771,NULL,1968,-200,-200,USD,55771INV,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108557,NULL,50100
611131,55631INV,13724,1968,200,200,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108555,NULL,NULL
611132,55715INV,13725,1968,200,200,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108556,NULL,NULL
611133,55771INV,13726,1968,200,200,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108557,NULL,NULL
611135,55793INV,13727,1924,845,845,USD,AP-OFFSET,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108559,NULL,NULL
611137,55840,13728,1177,1450,1450,USD,22447833,2022-11-01 00:00:00,2022-11-04 00:00:00,1,NULL,NULL,108644,NULL,50200
611141,55841,13731,1177,1450,1450,USD,22448836,2022-11-03 00:00:00,2022-11-21 00:00:00,1,NULL,NULL,108721,NULL,50200
611142,55841,13732,1292,-1450,-1450,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611145,55842,13734,1177,1450,1450,USD,22448834,2022-11-09 00:00:00,2022-11-14 00:00:00,1,NULL,NULL,108681,NULL,50200
611146,55842,13735,1292,-1450,-1450,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611149,55843,13737,1177,1450,1450,USD,22448835,2022-11-21 00:00:00,2022-11-21 00:00:00,1,NULL,NULL,108767,NULL,50200
611150,55843,13738,1292,-1300,-1300,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611153,55844,13740,1177,1450,1450,USD,22448832,2022-11-18 00:00:00,2022-11-18 00:00:00,1,NULL,NULL,108774,NULL,50200
611154,55844,13741,1292,-1300,-1300,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611157,55845,13743,1177,1450,1450,USD,22448833,2022-11-10 00:00:00,2022-11-10 00:00:00,1,NULL,NULL,108768,NULL,50200
611158,55845,13744,1292,-1000,-1000,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611161,55846,13746,1177,1450,1450,USD,22448823,2022-11-22 00:00:00,2022-11-22 00:00:00,1,NULL,NULL,108773,NULL,50200
611162,55846,13747,1292,-1000,-1000,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611165,55847,13749,1177,1450,1450,USD,22448830,2022-11-10 00:00:00,2022-11-10 00:00:00,1,NULL,NULL,108769,NULL,50200
611166,55847,13750,1292,-1300,-1300,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611169,55848,13752,1177,1450,1450,USD,22448828,2022-11-11 00:00:00,2022-11-23 00:00:00,1,NULL,NULL,108732,NULL,50200
611170,55848,13753,1292,-1450,-1450,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611173,55849,13755,1177,1450,1450,USD,22448829,2022-11-16 00:00:00,2022-11-16 00:00:00,1,NULL,NULL,108770,NULL,50200
611174,55849,13756,1292,-1300,-1300,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611177,55850,13758,1177,1450,1450,USD,22448826,2023-01-01 00:00:00,2023-02-24 00:00:00,1,NULL,NULL,109064,NULL,50200
611178,55850,13759,1292,-1450,-1450,USD,22448826,2022-11-11 00:00:00,2022-11-23 00:00:00,1,NULL,NULL,108733,NULL,50200
611181,55851,13761,1177,1450,1450,USD,22448827,2022-11-17 00:00:00,2022-11-17 00:00:00,1,NULL,NULL,108771,NULL,50200
611182,55851,13762,1292,-1300,-1300,USD,PO8142FRT,2022-12-06 00:00:00,2022-12-06 00:00:00,1,NULL,NULL,108797,NULL,50200
611215,55748,13776,2195,600,600,USD,1656078,2022-10-26 00:00:00,2022-10-29 00:00:00,1,NULL,NULL,108603,NULL,50200
611229,55800,13779,1680,-255,-255,USD,7959 / 55625,2022-08-16 00:00:00,2022-08-16 00:00:00,1,NULL,NULL,108873,NULL,50200
611255,55751,13780,1677,-118.65,-118.65,USD,533574,2022-10-24 00:00:00,2022-10-24 00:00:00,1,NULL,NULL,108572,NULL,50200
611260,55676,13781,1292,1347.9,1347.9,USD,2961,2022-09-30 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108587,NULL,50200
611289,55859,13784,1550,1050,1050,USD,6030893,2022-11-10 00:00:00,2022-11-11 00:00:00,1,NULL,NULL,108671,NULL,50200
611294,55857,13785,2325,815,815,USD,1875939,2022-11-02 00:00:00,2022-11-04 00:00:00,1,NULL,NULL,108639,NULL,50200
611326,55823,13786,1177,1050,1050,USD,22390426,2022-11-01 00:00:00,2022-11-14 00:00:00,1,NULL,NULL,108682,NULL,50200
611337,55683,13787,1177,800,800,USD,22401426,2022-10-21 00:00:00,2022-11-14 00:00:00,1,NULL,NULL,108685,NULL,50200
611374,55772,NULL,1292,12062.4,12062.4,USD,2960,2022-09-28 00:00:00,2022-10-26 00:00:00,1,NULL,NULL,108584,NULL,50100
611380,55751,NULL,1677,6311.8,6311.8,USD,533574,2022-10-24 00:00:00,2022-10-24 00:00:00,1,NULL,NULL,108572,NULL,50100
611383,55826,NULL,1139,849.8,849.8,USD,11900,2022-10-21 00:00:00,2022-10-21 00:00:00,1,NULL,NULL,108571,NULL,50100
611389,55802,NULL,2324,300,300,USD,63465,2022-10-24 00:00:00,2022-10-24 00:00:00,1,NULL,NULL,108573,NULL,50100
611406,55787,NULL,2101,7538.2,7538.2,USD,24482,2022-10-11 00:00:00,2022-10-25 00:00:00,1,NULL,NULL,108579,NULL,50100
611441,55815,13788,2195,1350,1350,USD,1661354,2022-11-04 00:00:00,2022-11-05 00:00:00,1,NULL,NULL,108648,NULL,50200
611460,55829,13789,1550,1450,1450,USD,6045884,2022-10-27 00:00:00,2022-11-02 00:00:00,1,NULL,NULL,108621,NULL,50200
611469,55807,NULL,1850,1082,1082,USD,192992,2022-10-14 00:00:00,2022-12-22 00:00:00,1,NULL,NULL,108870,NULL,50100
611480,55869,13790,2325,465,465,USD,1875946,2022-10-26 00:00:00,2022-10-28 00:00:00,1,NULL,NULL,108594,NULL,50200
611483,55870,13791,2325,465,465,USD,1877379,2022-11-01 00:00:00,2022-11-02 00:00:00,1,NULL,NULL,108620,NULL,50200
611492,55827,13792,1299,761.12,761.12,USD,101422-1JB,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108663,NULL,50200
611497,55749,13793,2195,600,600,USD,1662900,2022-11-01 00:00:00,2022-11-02 00:00:00,1,NULL,NULL,108616,NULL,50200
611522,55779,NULL,2184,1015.7,1015.7,USD,8098 / 55779,2022-10-04 00:00:00,2022-10-25 00:00:00,1,NULL,NULL,108575,NULL,50100
611535,55747,13794,2195,600,600,USD,1672066,2022-11-08 00:00:00,2022-11-11 00:00:00,1,NULL,NULL,108675,NULL,50200
611537,55793,13795,1550,-150,-150,USD,6000449,2022-10-17 00:00:00,2022-10-17 00:00:00,1,NULL,NULL,108578,NULL,50200
611555,55879,13796,2325,1765,1765,USD,1878907,2022-12-27 00:00:00,2022-12-28 00:00:00,1,NULL,NULL,108894,NULL,50200
611569,55880,13797,1550,1350,1350,USD,6048282,2022-11-01 00:00:00,2022-11-17 00:00:00,1,NULL,NULL,108703,NULL,50200
611570,54964,6376,2106,2450,2450,USD,54964,2022-09-01 00:00:00,2022-09-01 00:00:00,1,NULL,NULL,108580,NULL,50100
611571,55881,13798,1550,900,900,USD,6048489,2022-11-02 00:00:00,2022-11-04 00:00:00,1,NULL,NULL,108642,NULL,50200
611574,55868,13799,2325,1601,1601,USD,1875947,2022-11-08 00:00:00,2022-11-09 00:00:00,1,NULL,NULL,108651,NULL,50200
611643,55748,NULL,2292,4370.4,4370.4,USD,41032,2022-10-26 00:00:00,2022-10-27 00:00:00,1,NULL,NULL,108592,NULL,50100
611653,55676,NULL,1292,4854.2,4854.2,USD,2961,2022-09-30 00:00:00,2022-09-30 00:00:00,1,NULL,NULL,108587,NULL,50100
611667,55619,13802,1307,-950,-950,USD,7954 / 55619,2022-09-19 00:00:00,2022-09-19 00:00:00,1,NULL,NULL,108803,NULL,50200
611677,55774,13803,1188,-150,-150,USD,6167887777,2022-10-19 00:00:00,2022-10-19 00:00:00,1,NULL,NULL,108583,NULL,50200
611678,55814,NULL,1802,11.69,11.69,USD,I1681116,2022-10-30 00:00:00,2022-10-30 00:00:00,1,NULL,NULL,108604,NULL,50100
611686,55775,13804,1177,1300,1300,USD,22462464,2022-11-04 00:00:00,2022-11-05 00:00:00,1,NULL,NULL,108647,NULL,50200
611691,55863,13805,1620,625,625,USD,3504297,2022-11-30 00:00:00,2022-11-30 00:00:00,1,NULL,NULL,108784,NULL,50200
611708,55878,13806,2325,945,945,USD,1878727,2022-11-14 00:00:00,2022-11-14 00:00:00,1,NULL,NULL,108739,NULL,50200
611745,55803,13809,2122,1490,1490,USD,1106820,2022-11-02 00:00:00,2022-11-02 00:00:00,1,NULL,NULL,108684,NULL,50200
611747,55862,13810,2122,1495,1495,USD,1106838,2022-11-03 00:00:00,2022-11-03 00:00:00,1,NULL,NULL,108683,NULL,50200
611776,55871,13811,2325,465,465,USD,1878763,2022-11-15 00:00:00,2022-11-15 00:00:00,1,NULL,NULL,108707,NULL,50200
611777,55872,13812,2325,465,465,USD,1880099,2022-11-15 00:00:00,2022-11-15 00:00:00,1,NULL,NULL,108708,NULL,50200
611814,55873,13813,2325,1400,1400,USD,1879154,2022-11-02 00:00:00,2022-11-10 00:00:00,1,NULL,NULL,108661,NULL,50200
611829,55759,NULL,2252,7170.6,7170.6,USD,6221090,2022-10-06 00:00:00,2022-10-28 00:00:00,1,NULL,NULL,108595,NULL,50100
611832,55760,NULL,2252,6626.6,6626.6,USD,6221091,2022-10-06 00:00:00,2022-10-28 00:00:00,1,NULL,NULL,108596,NULL,50100
611839,55681,13814,1139,-114.17,-114.17,USD,11928,2022-10-31 00:00:00,2022-10-31 00:00:00,1,NULL,NULL,108617,NULL,50200
611855,55885,13815,1620,1330,1330,USD,3539008,2022-11-30 00:00:00,2022-12-02 00:00:00,1,NULL,NULL,108756,NULL,50200
611856,55891,13816,1550,1650,1650,USD,6060943,2022-11-10 00:00:00,2022-11-11 00:00:00,1,NULL,NULL,108672,NULL,50200
