ref,role,user_id,alias,name-check (internal),name,street,street2,city,state_id,zip,country
1910,Expense,,HILL BROTHERS LOGISTICS,TRUE,HILL BROTHERS LOGISTICS,7850 I Street,,Omaha,NE,68127,United States
1696,"Customer,Expense",,CENTRAL STATES REPROCESSING LLC,TRUE,CENTRAL STATES REPROCESSING LLC,4121 NW 37th Street,,Lincoln,NE,68504,United States
2595,"Supplier,Expense",Mack McMurray,JBS,TRUE,JBS,555 S. Stuhr Road,,Grand Island,NE,68801,United States
2371,"Customer,Supplier,Expense",Arthur Buyanovskiy,EATON CORPORATION,TRUE,EATON CORPORATION,4200 US-30,,Kearney,NE,68847,United States
2198,"Supplier,Expense",Mack McMurray,ALL BUSINESS & COMMERCIAL RECYCLING,TRUE,ALL BUSINESS & COMMERCIAL RECYCLING,810 E 7th St,,North Platte,NE,69101,United States
2182,"Customer,Supplier,Expense",Ricardo Pereira,TOWN OF DERRY TRANSFER STATION,TRUE,TOWN OF DERRY TRANSFER STATION,14 Manning Street,,Derry,NH,3038,United States
2169,"Supplier,Expense",Ricardo Pereira,RECYCLING ASSOCIATES INC,TRUE,RECYCLING ASSOCIATES INC,1 Whipple St,,Nashua,NH,3060,United States
2322,Expense,,KELDORAN UNLIMITED,TRUE,KELDORAN UNLIMITED,124 Jewett Street,,Manchester,NH,3103,United States
2328,"Customer,Supplier,Expense",Igor Beylin,FALCON PAPERS,TRUE,FALCON PAPERS,2 Terminal Way,Building A,Avenel,NJ,7001,United States
2519,"Supplier,Expense",Arthur Akopyan,SAM SERVICES LLC,TRUE,SAM SERVICES LLC,2 Mariners Cove,,Edgewater,NJ,7020,United States
1891,"Customer,Expense",,EFS PLASTICS US INC,TRUE,EFS PLASTICS US INC,9 Peach Tree Hill Rd,,Livingston,NJ,7039,United States
1623,"Customer,Supplier,Expense",Arthur Akopyan,ATLANTIC COAST RECYCLING OF OCEAN,TRUE,ATLANTIC COAST RECYCLING OF OCEAN,101 7th Street,,Passaic,NJ,7055,United States
1284,Supplier,Arthur Akopyan,ZOZZARO ATLANTIC COAST PROCESSING LLC,TRUE,ZOZZARO ATLANTIC COAST PROCESSING LLC,101 7th Street,,Passaic,NJ,7055,United States
1120,"Customer,Supplier,Expense",,RECYCLING MANAGEMENT RESOURCES,TRUE,RECYCLING MANAGEMENT RESOURCES,20 Hook Mountain Road,PO Box 701,Pine Brook,NJ,7058,United States
1967,"Supplier,Expense",Tiffany White,FOAM PACK INDUSTRIES,TRUE,FOAM PACK INDUSTRIES,72 Fadem Road,,Springfield,NJ,7081,United States
1467,"Supplier,Expense",,EASTERN POULTRY,TRUE,EASTERN POULTRY,63 Blanchard St,,Newark,NJ,7105,United States
2387,"Supplier,Expense",Arthur Akopyan,SEAFRIGO,TRUE,SEAFRIGO,735 Dowd Ave,,Elizabeth,NJ,7201,United States
2324,"Customer,Supplier,Expense",,LOVE PALLET,TRUE,LOVE PALLET,460 Mundet Place,PO Box 774,Hillside,NJ,7205,United States
2494,"Customer,Supplier,Expense",Arthur Akopyan,S&A PALLET RECYCLING,TRUE,S&A PALLET RECYCLING,55 Caven Point Ave,,Jersey City,NJ,7305,United States
1202,"Customer,Supplier",Igor Beylin,CELLMARK INC,TRUE,CELLMARK INC,1200 MacArthur Blvd,Suite 206,Mahwah,NJ,7430,United States
2250,"Supplier,Expense",Arthur Akopyan,INTERSTATE WASTE SERVICES,TRUE,INTERSTATE WASTE SERVICES,300 Frank W Burr Blvd,Ste 39,Teaneck,NJ,7666,United States
1637,"Supplier,Expense",Arthur Akopyan,IWS TRANSFER SYSTEMS OF NY INC,TRUE,IWS TRANSFER SYSTEMS OF NY INC,300 Frank W Burr Blvd,Suite 39,Teaneck,NJ,7666,United States
1558,"Supplier,Expense",Arthur Akopyan,THE ACTION ENVIRONMENTAL GROUP INC,TRUE,THE ACTION ENVIRONMENTAL GROUP INC,300 Frank W Burr Blvd,Suite 39,Teaneck,NJ,7666,United States
2139,"Supplier,Expense",Arthur Akopyan,MAZZA RECYCLING SERVICES LTD,TRUE,MAZZA RECYCLING SERVICES LTD,3230 Shafto Road,,Tinton Falls,NJ,7753,United States
1262,Supplier,Arthur Akopyan,SANICO INC,TRUE,SANICO INC,P.O. Box 176,,Delaware,NJ,7833,United States
2567,"Customer,Expense",,WEXFORD INTERNATIONAL,TRUE,WEXFORD INTERNATIONAL,190 Main Street Suite 102,P.O. Box 715,Gladstone,NJ,7934,United States
1519,"Supplier,Expense",Arthur Akopyan,OCCUPATIONAL TRAINING CENTER,TRUE,OCCUPATIONAL TRAINING CENTER,2 Manhattan Drive,,Burlington,NJ,8016,United States
1251,Supplier,Arthur Akopyan,PFG-CUSTOMIZED NEW JERSEY,TRUE,PFG-CUSTOMIZED NEW JERSEY,500 Highland Drive,Highland Business Park,Westampton,NJ,8060,United States
1263,Supplier,Arthur Akopyan,SCOTT FARMS NURSERYS,TRUE,SCOTT FARMS NURSERYS,1554 TANYARD RD,,SEWELL,NJ,8080,United States
1138,"Customer,Supplier,Expense",Arthur Akopyan,RAFF RECYCLING CORPORATION,TRUE,RAFF RECYCLING CORPORATION,PO BOX 1,209 GOSHEN ROAD,CAPE MAY COURT HOUSE,NJ,8210,United States
1275,Supplier,Arthur Akopyan,TUCKAHOE NURSERIES INC,TRUE,TUCKAHOE NURSERIES INC,395 Head Of The River Rd,,Woodbine,NJ,8270,United States
1201,Supplier,Arthur Akopyan,CEDRUS NURSERY,TRUE,CEDRUS NURSERY,49 Sewal Rd,,Bridgeton,NJ,8302,United States
2488,"Customer,Supplier,Expense",Arthur Akopyan,FAIRFIELD PALLET,TRUE,FAIRFIELD PALLET,282 Rockville Rd,,Bridgeton,NJ,8302,United States
1227,Supplier,Arthur Akopyan,HOPEWELL NURSERY,TRUE,HOPEWELL NURSERY,54 Harmony Road,,Bridgeton,NJ,8302,United States
1246,Supplier,Arthur Akopyan,ONE SUN NURSERY,TRUE,ONE SUN NURSERY,116 Marlboro Rd,,Bridgeton,NJ,8302,United States
2247,"Supplier,Expense",Arthur Akopyan,OVERDEVEST NURSERY LP,TRUE,OVERDEVEST NURSERY LP,578 Bowentown Rd,,Bridgeton,NJ,8302,United States
1234,Supplier,Arthur Akopyan,MARJAC NURSERY,TRUE,MARJAC NURSERY,176 Swedesboro Rd,,Monroeville,NJ,8343,United States
1560,"Customer,Supplier",Arthur Akopyan,GIORDANOS RECYCLING,TRUE,GIORDANOS RECYCLING,110 North Mill Road,,Vineland,NJ,8360,United States
1208,"Supplier,Expense",Arthur Akopyan,CUMBERLAND RECYCLING,TRUE,CUMBERLAND RECYCLING,PO Box 2304,,South Vineland,NJ,8362,United States
1303,"Supplier,Expense",Ricardo Pereira,MCC RECYCLING SERVICES LLC,TRUE,MCC RECYCLING SERVICES LLC,PO Box 391,,Cranberry,NJ,8512,United States
1230,Supplier,Arthur Akopyan,LAWRENCE LANDSCAPES,TRUE,LAWRENCE LANDSCAPES,1383 Lower Ferry Road,,Ewing,NJ,8618,United States
1236,Supplier,Arthur Akopyan,MERCER GROUP INTL,TRUE,MERCER GROUP INTL,1519 Calhoun St,,Trenton,NJ,8638,United States
2230,"Supplier,Expense",Arthur Akopyan,STARPLAST USA,TRUE,STARPLAST USA,9 Finderne Ave.,,Bridgewater,NJ,8807,United States
2194,"Customer,Supplier,Expense",Ricardo Pereira,GREENWAY PRODUCTS AND SERVICES,TRUE,GREENWAY PRODUCTS AND SERVICES,5 WHEELING RD,,DAYTON,NJ,8810,United States
2514,"Customer,Supplier,Expense",Arthur Akopyan,PEDESTAL PALLETS INC,TRUE,PEDESTAL PALLETS INC,PO Box 450,,Dunellen,NJ,8812,United States
2219,"Supplier,Expense",Arthur Akopyan,AMERICAN RECYCLING SERVICES,TRUE,AMERICAN RECYCLING SERVICES,21 EDGEBORO ROAD,,EAST BRUNSWICK,NJ,8816,United States
2356,"Customer,Supplier,Expense",Arthur Akopyan,S&B PALLET CO,TRUE,S&B PALLET CO,24 Connerty Ct,,East Brunswick,NJ,8816,United States
1728,"Supplier,Expense",Arthur Akopyan,STANDARD WASTE SERVICES,TRUE,STANDARD WASTE SERVICES,21 Edgeboro Road,,East Brunswick,NJ,8816,United States
2306,"Customer,Supplier,Expense",Arthur Akopyan,SELECT PALLETS OF EDISON,TRUE,SELECT PALLETS OF EDISON,71 Executive Dr,,Edison,NJ,8817,United States
2293,Expense,,A&J ENTERPRISES,TRUE,A&J ENTERPRISES,P.O. Box 2261,,Flemington,NJ,8822,United States
2357,"Supplier,Expense",Arthur Buyanovskiy,GENERAL PALLET INDUSTRIES,TRUE,GENERAL PALLET INDUSTRIES,97 River Road,,Flemington,NJ,8822,United States
1195,Supplier,Arthur Akopyan,BAYSHORE RECYCLING CORP,TRUE,BAYSHORE RECYCLING CORP,75 Crows Mill Road,,Keasbey,NJ,8832,United States
1805,"Supplier,Expense",Arthur Akopyan,PETRO PALLET,TRUE,PETRO PALLET,575 Ridge Road,,Monmouth Junction,NJ,8852,United States
2299,Expense,,HAPAG - LLOYD,TRUE,HAPAG - LLOYD,399 HOES LANE,,PISCATAWAY,NJ,8854,United States
1205,"Supplier,Expense",Arthur Akopyan,COLGATE PAPER STOCK,TRUE,COLGATE PAPER STOCK,12 Industrial Drive,,New Brunswick,NJ,8901,United States
1474,"Customer,Expense",,VISH GROUP,TRUE,VISH GROUP,1605 JERSEY AVE,,NORTH BRUNSWICK,NJ,8902,United States
1220,Supplier,Arthur Akopyan,FREEHOLD CARTAGE INC,TRUE,FREEHOLD CARTAGE INC,PO Box 5010,,Freehold,NJ,07728-5010,United States
1733,"Supplier,Expense",Igor Beylin,TOWN RECYCLING,TRUE,TOWN RECYCLING,4220 Broadway SE,,Albuquerque,NM,87105,United States
1323,Supplier,Igor Beylin,MASTER FIBERS INC,TRUE,MASTER FIBERS INC,5109 Edith Blvd,,Albuquerque,NM,87107,United States
1874,"Supplier,Expense",Igor Beylin,HAMPTON FARMS,TRUE,HAMPTON FARMS,6A NM-467,,Portales,NM,88130,United States
1863,"Customer,Supplier,Expense",Arthur Akopyan,MCINTOSH BOX AND PALLET COMPANY,TRUE,MCINTOSH BOX AND PALLET COMPANY,5846 Heritage Landing Drive,,East Syracuse,NY,3057,United States
2335,"Customer,Expense",,CONTINENTAL INDUSTRIES GROUP INC,TRUE,CONTINENTAL INDUSTRIES GROUP INC,733 3rd Ave,21st Floor,New York,NY,10017,United States
2122,Expense,,TRANSFIX,TRUE,TRANSFIX,498 7th Avenue,19th Floor,New York,NY,10018,United States
2074,"Customer,Supplier,Expense",Arthur Akopyan,PERRIGO CO INC,TRUE,PERRIGO CO INC,1625 Bathgate Ave,,The Bronx,NY,10457,United States
2370,"Customer,Supplier,Expense",Ricardo Pereira,POORAN PALLETS,TRUE,POORAN PALLETS,PO Box 740007,,Bronx,NY,10474,United States
1992,Customer,Tiffany White,B SCHOENBERG & COMPANY,TRUE,B SCHOENBERG & COMPANY,345 Kear Street,,Yorktown,NY,10598,United States
1765,"Customer,Supplier,Expense",Arthur Akopyan,PLASTICYCLE,TRUE,PLASTICYCLE,245 Main St. Suite 430,,White Plains,NY,10601,United States
1888,"Supplier,Expense",Ricardo Pereira,CITY CARTING WESTCHESTER,TRUE,CITY CARTING WESTCHESTER,P.O. Box 339,,Yonkers,NY,10710,United States
1938,"Customer,Supplier,Expense",Arthur Akopyan,LOUIS MONTELEONE FIBRES LTD,TRUE,LOUIS MONTELEONE FIBRES LTD,159 E. Main St Suite 300,,New Rochelle,NY,10801,United States
1865,"Supplier,Expense",,MCNEILLY WOOD PRODUCTS,TRUE,MCNEILLY WOOD PRODUCTS,120 Neelytown Road,,Campbell Hall,NY,10916,United States
1672,"Customer,Expense",,BSD PLASTICS INC,TRUE,BSD PLASTICS INC,PO Box 376,,Highland Mills,NY,10930,United States
2144,"Customer,Expense",Arthur Akopyan,ALUF PLASTICS,TRUE,ALUF PLASTICS,2 Glenshaw St,,Orangeburg,NY,10962,United States
1451,"Customer,Expense",,CONTI GROUP,TRUE,CONTI GROUP,1661 46th Street,,Brooklyn,NY,11204,United States
2489,"Supplier,Expense",Arthur Akopyan,AUGUST THOMSEN CORP,TRUE,AUGUST THOMSEN CORP,36 Sea Cliff Ave,,Glen Cove,NY,11542,United States
2265,"Supplier,Expense",Arthur Akopyan,WINTERS BROS,TRUE,WINTERS BROS,120 NANCY ST,,W Babylon,NY,11704,United States
2218,Expense,,ETERNITY SOLUTIONS LLC,TRUE,ETERNITY SOLUTIONS LLC,PO Box 979,,Deer Park,NY,11729,United States
1799,"Supplier,Expense",Ricardo Pereira,ALLIED PAPER STOCK,TRUE,ALLIED PAPER STOCK,345 Eastern Parkway,,Farmingdale,NY,11735,United States
1194,Supplier,Arthur Akopyan,ATLANTIC NURSERIES INC,TRUE,ATLANTIC NURSERIES INC,691 DEER PARK AVE,,DIX HILLS,NY,11746,United States
2302,"Supplier,Expense",Ricardo Pereira,FOUR WAY PALLET,TRUE,FOUR WAY PALLET,191 E 2nd St,,Huntington Station,NY,11746,United States
1179,Expense,,TRANSNATIONAL LOGISTICS CORP,TRUE,TRANSNATIONAL LOGISTICS CORP,PO Box 221,,Jericho,NY,11753,United States
2378,"Supplier,Expense",Arthur Buyanovskiy,DOMINO PLASTICS COMPANY,TRUE,DOMINO PLASTICS COMPANY,200 E. Broadway,,Port Jefferson,NY,11777,United States
1228,"Customer,Supplier",Arthur Akopyan,INDIGO PLASTICS INC,TRUE,INDIGO PLASTICS INC,40 Commerce Place,Suite 105,Hicksville,NY,11801,United States
1214,Supplier,Arthur Akopyan,EAST COAST NURSERIES,TRUE,EAST COAST NURSERIES,301 Reeves Ave,,Riverhead,NY,11901,United States
1221,Supplier,Arthur Akopyan,GLOVER PERENNIALS,TRUE,GLOVER PERENNIALS,PO Box 759,,Cutchogue,NY,11935,United States
1758,"Supplier,Expense",Igor Beylin,PECONIC RECYCLING & TRANSFER,TRUE,PECONIC RECYCLING & TRANSFER,560 Commerce Road,,Cutchogue,NY,11935,United States
1196,Supplier,Arthur Akopyan,BEDS AND BORDERS,TRUE,BEDS AND BORDERS,600 Laurel Lane,,Laurel,NY,11948,United States
1226,Supplier,Arthur Akopyan,HALF HOLLOW NURSERY INC,TRUE,HALF HOLLOW NURSERY INC,2120 Main Rd,,Laurel,NY,11948,United States
1497,"Supplier,Expense",,JUNIPER HILL NURSERY INC,TRUE,JUNIPER HILL NURSERY INC,341 Kirkup Lane,,Mattituck,NY,11952,United States
1229,Supplier,Arthur Akopyan,LANDCRAFT ENVIRONMENTS LTD,TRUE,LANDCRAFT ENVIRONMENTS LTD,1160 East Mill Road,,Mattituck,NY,11952,United States
1256,Supplier,Arthur Akopyan,POWER PALLET INC,TRUE,POWER PALLET INC,4715 State Highway 30,,Amsterdam,NY,12010,United States
1357,"Customer,Supplier",Ricardo Pereira,NH KELMAN,TRUE,NH KELMAN,41 Euclid Street,,Cohoe,NY,12047,United States
1725,"Supplier,Expense",Ricardo Pereira,RESOURCE WASTE SERVICES LLC,TRUE,RESOURCE WASTE SERVICES LLC,159 Wolf Road,Suite 301,Albany,NY,12205,United States
2469,"Customer,Supplier,Expense",Igor Beylin,VALLEY PALLET RECYCLER INC,TRUE,VALLEY PALLET RECYCLER INC,2007 Route 9w,,Milton,NY,12547,United States
2181,"Customer,Supplier,Expense",Arthur Akopyan,INDEX PACKAGING,TRUE,INDEX PACKAGING,5846 Heritage Landing Drive,,East Syracuse,NY,13057,United States
2099,"Supplier,Expense",,SYRACUSE WASTE HAULERS,TRUE,SYRACUSE WASTE HAULERS,6223 Thompson Rd,,Syracuse,NY,13206,United States
1663,Expense,,WJW ASSOCIATES LTD,TRUE,WJW ASSOCIATES LTD,PO Box 156,,Syracuse,NY,13206,United States
1247,Supplier,Arthur Akopyan,ONEIDA HERKIMER COUNTY,TRUE,ONEIDA HERKIMER COUNTY,1600 Genesee St,,Utica,NY,13502,United States
1216,"Customer,Supplier",Arthur Akopyan,EMPIRE RECYCLING CORP,TRUE,EMPIRE RECYCLING CORP,P.O. BOX 353,,Utica,NY,13503,United States
1609,"Supplier,Expense",Arthur Akopyan,K&B PLASTIC INDUSTRIES,TRUE,K&B PLASTIC INDUSTRIES,PO Box 37,1 Blodgett Mills Rd,Blodgett Mills,NY,13738,United States
2389,"Supplier,Expense",Arthur Buyanovskiy,FEDEX GROUND BING 0137,TRUE,FEDEX GROUND BING 0137,265 Industrial Park Drive,,Binghamton,NY,13904,United States
2619,"Supplier,Expense",Lindsey Malyavko,GOYA FOODS GREAT LAKES,TRUE,GOYA FOODS GREAT LAKES,200 S. Main St,,Angola,NY,14006,United States
1782,"Customer,Supplier,Expense",Arthur Akopyan,PALLET SERVICES INC,TRUE,PALLET SERVICES INC,4055 Casilio Parkway,,Clarence,NY,14031,United States
1985,"Supplier,Expense",Arthur Akopyan,EASCO BROKERAGE,TRUE,EASCO BROKERAGE,2216 Angling Road,,Corfu,NY,14036,United States
1457,Customer,,SHUMAN PLASTICS,TRUE,SHUMAN PLASTICS,35 Neoga Street,,Depew,NY,14043,United States
2314,"Supplier,Expense",Ricardo Pereira,ADVANTAGE PALLETS,TRUE,ADVANTAGE PALLETS,1652 Hubbard Rd,,East Aurora,NY,14052,United States
1669,"Supplier,Expense",,SUPERIOR PALLETS INC,TRUE,SUPERIOR PALLETS INC,3981 Walden Avenue,,Lancaster,NY,14086,United States
2315,"Customer,Supplier,Expense",Ricardo Pereira,MCGARD INNOVATIVE SECURITY PRODUCTS,TRUE,MCGARD INNOVATIVE SECURITY PRODUCTS,3875 California Rd,,Orchard Park,NY,14127,United States
1222,Supplier,Arthur Akopyan,GREAT LAKES PAPER,TRUE,GREAT LAKES PAPER,1885 Harlem Road,,Buffalo,NY,14212,United States
2372,"Supplier,Expense",Ricardo Pereira,DIVERSIFIED RECYCLING SERVICES LLC,TRUE,DIVERSIFIED RECYCLING SERVICES LLC,1951 Hamburg Turnpike,Building 10a,Lackawanna,NY,14218,United States
2070,"Customer,Supplier,Expense",Arthur Akopyan,PALLET EXCHANGE INC,TRUE,PALLET EXCHANGE INC,534 Hopkins St,,Buffalo,NY,14220,United States
1181,Expense,,TRANSPORTATION RESOURCES,TRUE,TRANSPORTATION RESOURCES,27-31 Kelly Drive,,Buffalo,NY,14227,United States
2223,Expense,,GREAT LAKES TRANSPORT SOLUTIONS,TRUE,GREAT LAKES TRANSPORT SOLUTIONS,207 Commerce Drive,Suite 102,Amherst,NY,14228,United States
1770,"Supplier,Expense",Arthur Akopyan,SUNNKING INC,TRUE,SUNNKING INC,4 Owens Rd,,Brockport,NY,14420,United States
2492,"Supplier,Expense",Lindsey Malyavko,SOFRESH INC,TRUE,SOFRESH INC,7910 Lehigh Crossing Rd,Suite 3,Victor,NY,14564,United States
1685,"Customer,Supplier,Expense",Arthur Akopyan,THE PALLET EXPRESS,TRUE,THE PALLET EXPRESS,1069 Lyell Ave,,Rochester,NY,14606,United States
2260,"Customer,Supplier,Expense",Ricardo Pereira,TOMRA NORTH AMERICA INC,TRUE,TOMRA NORTH AMERICA INC,P.O. Box 22988,,New York,NY,10087-2988,United States
1190,"Supplier,Expense",Tiffany White,ACORN FARMS,TRUE,ACORN FARMS,7679 WORTHINGTON ROAD,,GALENA,OH,43021,United States
1994,"Customer,Expense",,DMS RECYCLING LLC,TRUE,DMS RECYCLING LLC,350 PITTSBURGH AVE,,MT VERNON,OH,43050,United States
2450,"Supplier,Expense",Igor Beylin,SYNOVA,TRUE,SYNOVA,525 Maxtown Rd.,,Westerville,OH,43082,United States
2534,"Supplier,Expense",Mack McMurray,G C PALLET AND STORAGE,TRUE,G C PALLET AND STORAGE,185 N Yale Ave,,Columbus,OH,43222,United States
2001,Customer,,ARCH POLYMERS INC,TRUE,ARCH POLYMERS INC,300 Progress Way,,Bellefontaine,OH,43311,United States
1901,"Supplier,Expense",Lindsey Malyavko,US COLUMBUS TRADE LLC,TRUE,US COLUMBUS TRADE LLC,800 South  Leighton Street,,Kenton,OH,43326,United States
1472,"Supplier,Expense",Arthur Akopyan,OVERBEY PLASTICS,TRUE,OVERBEY PLASTICS,10676 Township Road 80,,Lewistown,OH,43333,United States
2050,"Customer,Supplier",,HPJ INDUSTRIES,TRUE,HPJ INDUSTRIES,PO Box 860,,Bowling Green,OH,43402,United States
1486,Customer,,EVERGREEN PLASTICS,TRUE,EVERGREEN PLASTICS,202 Watertower Drive,,Clyde,OH,43410,United States
1104,"Customer,Supplier,Expense",,BRYAN PLASTICS PROCESSING LLC,TRUE,BRYAN PLASTICS PROCESSING LLC,721 East Edgerton Street,,Bryan,OH,43506,United States
1278,Supplier,Lindsey Malyavko,WERLOR WASTE,TRUE,WERLOR WASTE,1420 RALSTON AVE,,DEFIANCE,OH,43512,United States
2097,Expense,,FOUNTAIN VALLEY ENTERPRISE INC,TRUE,FOUNTAIN VALLEY ENTERPRISE INC,14986 County Road 20,,Fayette,OH,43521,United States
1984,Supplier,Tiffany White,ZACK'S RECYCLING,TRUE,ZACK'S RECYCLING,708 Fillmore St,,Napolean,OH,43545,United States
1122,Customer,,RIVER CITY POLYMERS LLC,TRUE,RIVER CITY POLYMERS LLC,425 Enterprise Ave,,Wauseon,OH,43567,United States
2080,"Customer,Expense",Arthur Buyanovskiy,TC PACKAGING LLC,TRUE,TC PACKAGING LLC,5855 Angola Road,,Toledo,OH,43615,United States
1632,"Customer,Supplier,Expense",Arthur Buyanovskiy,NEXT SPECIALTY RESINS INC,TRUE,NEXT SPECIALTY RESINS INC,3315 Centennial Road,Suite J,Sylvania,OH,43617,United States
2529,"Supplier,Expense",Arthur Buyanovskiy,SOLA POLYMERS,TRUE,SOLA POLYMERS,8704 Nebraska Ave,,Toledo,OH,43617,United States
1898,"Supplier,Expense",,ZANESVILLE PALLET,TRUE,ZANESVILLE PALLET,2235 Liking Rd,,Zanesville,OH,43701,United States
2088,"Supplier,Expense",Arthur Buyanovskiy,PLASTIC REGRINDERS INC,TRUE,PLASTIC REGRINDERS INC,3161 Cooperriders Rc NW,,Glenford,OH,43739,United States
1917,"Supplier,Expense",Lindsey Malyavko,J T CONTAINER INC,TRUE,J T CONTAINER INC,255 Woodford Ave,,Elyria,OH,44035,United States
1869,"Customer,Expense",,PLASTIC MATERIALS INC,TRUE,PLASTIC MATERIALS INC,775 E. Highland Rd,,Macedonia,OH,44056,United States
2347,"Supplier,Expense",,NORTHCOAST RECYCLING,TRUE,NORTHCOAST RECYCLING,1305 Lloyd Rd,,Wickliffe,OH,44092,United States
1853,"Customer,Expense",,BLUE OCEAN PLASTICS,TRUE,BLUE OCEAN PLASTICS,5500 Walworth Ave,,Cleveland,OH,44102,United States
2209,"Customer,Expense",Igor Beylin,ROTO POLYMERS,TRUE,ROTO POLYMERS,26210 Emery Rd.,Suite 202,Warrensville Hts.,OH,44128,United States
2127,"Customer,Supplier,Expense",Arthur Buyanovskiy,CONSTANT RECYCLING,TRUE,CONSTANT RECYCLING,6100 Oak Tree Blvd,Suite 200,Independence,OH,44131,United States
1248,Supplier,Arthur Akopyan,ORIGINAL MATRESS FACTORY,TRUE,ORIGINAL MATRESS FACTORY,4930 STATE ROAD,,CLEVELAND,OH,44134,United States
1144,Expense,,AMWARE EXPRESS LLC,TRUE,AMWARE EXPRESS LLC,19801 Holland Road,,Brook Park,OH,44142,United States
1477,"Customer,Supplier",Arthur Akopyan,RECYCLE-IT LLC,TRUE,RECYCLE-IT LLC,19100 Holland Road,,Brook Park,OH,44142,United States
1478,Expense,,RECYCLE-IT WAREHOUSE,TRUE,RECYCLE-IT WAREHOUSE,19100 Holland Road,,Brook Park,OH,44142,United States
1318,"Customer,Supplier",Ricardo Pereira,GDS CONOVER MRF,TRUE,GDS CONOVER MRF,PO BOX 932899,,Cleveland,OH,44193,United States
2253,"Supplier,Expense",Lindsey Malyavko,HAULIN AND SUCH,TRUE,HAULIN AND SUCH,2019 Wadsworth Rd,,Norton,OH,44203,United States
1509,Expense,,BROADWAY INTERMODAL LLC,TRUE,BROADWAY INTERMODAL LLC,PO BOX 847,,Mantua,OH,44255,United States
2553,"Customer,Expense",,MICHAEL DAY ENTERPRISES LLC,TRUE,MICHAEL DAY ENTERPRISES LLC,PO Box 151,9774 Trease Rd,Wadsworth,OH,44281,United States
2440,"Supplier,Expense",Mack McMurray,INTEGRITY FIBER,TRUE,INTEGRITY FIBER,P.O. BOX 1911,,Akron,OH,44309,United States
2246,Supplier,Igor Beylin,KENMORE CONSTRUCTION CO,TRUE,KENMORE CONSTRUCTION CO,700 Home Ave,,Akron,OH,44310,United States
2341,"Supplier,Expense",Arthur Buyanovskiy,FULL CIRCLE TECHNOLOGIES LLC,TRUE,FULL CIRCLE TECHNOLOGIES LLC,992 Handley Road,,Lyndhurst,OH,44312,United States
2555,"Supplier,Expense",Igor Beylin,FASTENAL CO,TRUE,FASTENAL CO,940 W Wilbeth Rd,,Akron,OH,44314,United States
1956,"Customer,Expense",,NEXT GENERATION PLASTICS,TRUE,NEXT GENERATION PLASTICS,3075 Smith Road,,Fairlawn,OH,44333,United States
1294,"Supplier,Expense",Arthur Buyanovskiy,GLOBAL PAK INC,TRUE,GLOBAL PAK INC,9636 Elkton Road,,Lisbon,OH,44432,United States
2143,"Supplier,Expense",Tiffany White,SARE PLASTICS,TRUE,SARE PLASTICS,14600 Commerce St. N.E.,,Alliance,OH,44601,United States
2016,"Supplier,Expense",,POLY PLUS SOLUTIONS LLC,TRUE,POLY PLUS SOLUTIONS LLC,10375 Wooster St NW,,Massillon,OH,44647,United States
1912,"Customer,Expense",,POLY-PLUS SOLUTIONS INC,TRUE,POLY-PLUS SOLUTIONS INC,10375 Wooster Street NW,,Massillon,OH,44647,United States
2004,"Supplier,Expense",Lindsey Malyavko,HOX RECYCLING INC,TRUE,HOX RECYCLING INC,4510 Township Road 307,,Millersburg,OH,44654,United States
2502,"Customer,Expense",,RETURN POLYMERS INC,TRUE,RETURN POLYMERS INC,400 Westlake Drive,,Ashland,OH,44805,United States
2108,Supplier,Tiffany White,MILLWOOD INC,TRUE,MILLWOOD INC,4438 Muhlhauser Rd,,Hamilton,OH,45011,United States
2290,"Supplier,Expense",,MYRON BOWLING AUCTIONEERS INC,TRUE,MYRON BOWLING AUCTIONEERS INC,3901 Kraus Lane,,Hamilton,OH,45014,United States
2158,"Supplier,Expense",,AZEK CO,TRUE,AZEK CO,2835 Old State Route 73,Bldg #4,Wilmington,OH,45177,United States
2642,"Supplier,Expense",Arthur Buyanovskiy,CLOSE THE LOOP PLASTIC RECYCLING,TRUE,CLOSE THE LOOP PLASTIC RECYCLING,2300 Montana Avenue,Suite 102,Cincinnati,OH,45211,United States
1298,"Customer,Supplier",Arthur Buyanovskiy,IN-PLAS RECYCLING,TRUE,IN-PLAS RECYCLING,2300 Montana Avenue,Suite 102,Cincinnati,OH,45211,United States
2350,"Supplier,Expense",Lindsey Malyavko,GM PALLETS LLC,TRUE,GM PALLETS LLC,PO Box 16116,,Cincinnati,OH,45217,United States
1501,Expense,,TAYLOR LOGISTICS INC,TRUE,TAYLOR LOGISTICS INC,2875 E. Sharon Road,,Cincinnati,OH,45241,United States
2195,Expense,,INTEGRITY EXPRESS LOGISTICS LLC,TRUE,INTEGRITY EXPRESS LOGISTICS LLC,4420 COOPER RD,STE 400,BLUE ASH,OH,45242,United States
2102,Supplier,Tiffany White,OCTAL,TRUE,OCTAL,5399 E. Provident Drive,,45246,OH,45246,United States
2090,Expense,,ALLY LOGISTICS,TRUE,ALLY LOGISTICS,PO Box 14027,,Cincinnati,OH,45250,United States
1588,"Customer,Supplier,Expense",,RUMPKE RECYCLING,TRUE,RUMPKE RECYCLING,PO Box 538710,,Cincinnati,OH,45253,United States
