ARBatchNo,PostType,COID,NumOfItems,UserID,PostingDt,RecordDate,CPID,CheckNo,Currency,HcApplyAmt,FxApplyAmt,ExportBatchNo,PostedInAccting,DoNotExport
2357,POSTCASH,0,2,RT,2020-08-14 00:00:00,2020-08-14 00:00:00,2086,CK 105081,USD,3037.62,3037.62,NULL,NULL,NULL
2358,POSTCASH,0,5,RT,2020-08-14 00:00:00,2020-08-14 00:00:00,1137,CK 689979,USD,7420.12,7420.12,NULL,NULL,NULL
2359,UACASH-APP,0,1,RT,2020-08-14 00:00:00,2020-08-14 00:00:00,1137,CK 689358,USD,58.24,58.24,NULL,NULL,NULL
2360,POSTCASH,0,3,RT,2020-08-14 00:00:00,2020-08-17 00:00:00,1299,WIR081420  ,USD,12103.67,12103.67,NULL,NULL,NULL
2361,POSTCASH,0,2,RT,2020-08-18 00:00:00,2020-08-18 00:00:00,1212,ACH081820,USD,8207.1,8207.1,NULL,NULL,NULL
2362,POSTCASH,0,1,RT,2020-08-19 00:00:00,2020-08-19 00:00:00,1124,CK 075426,USD,3174.3,3174.3,NULL,NULL,NULL
2363,POSTCASH,0,1,RT,2020-08-18 00:00:00,2020-08-19 00:00:00,1668,CK 005006,USD,357.06,357.06,NULL,NULL,NULL
2364,POSTCASH,0,1,RT,2020-08-19 00:00:00,2020-08-20 00:00:00,2083,CK025098,USD,3036.2,3036.2,NULL,NULL,NULL
2365,POSTCASH,0,2,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,1577,ACH082120,USD,2415.6,2415.6,NULL,NULL,NULL
2366,POSTCASH,0,3,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,1565,CK 5048,USD,18255.2,18255.2,NULL,NULL,NULL
2367,POSTCASH,0,1,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,1486,CK 237772,USD,4145.75,4145.75,NULL,NULL,NULL
2368,POSTCASH,0,3,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,1114,CK 103197,USD,10354.05,10354.05,NULL,NULL,NULL
2369,POSTCASH,0,1,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,2080,CK 13393,USD,2673.44,2673.44,NULL,NULL,NULL
2370,POSTCASH,0,1,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,2086,CK 105192,USD,1371.6,1371.6,NULL,NULL,NULL
2371,POSTCASH,0,1,RT,2020-08-21 00:00:00,2020-08-21 00:00:00,1137,CK 690593,USD,1804.98,1804.98,NULL,NULL,NULL
2372,POSTCASH,0,1,RT,2020-08-24 00:00:00,2020-08-25 00:00:00,2058,CK 81028,USD,10039.12,10039.12,NULL,NULL,NULL
2373,POSTCASH,0,1,RT,2020-08-24 00:00:00,2020-08-25 00:00:00,1561,CK 75553,USD,5539.94,5539.94,NULL,NULL,NULL
2374,POSTCASH,0,1,RT,2020-08-24 00:00:00,2020-08-25 00:00:00,2035,CK 5161,USD,5148,5148,NULL,NULL,NULL
2375,POSTCASH,0,1,RT,2020-08-28 00:00:00,2020-08-31 00:00:00,1486,CK 237989,USD,1663.65,1663.65,NULL,NULL,NULL
2376,POSTCASH,0,1,RT,2020-08-31 00:00:00,2020-08-31 00:00:00,1870,CK 361983,USD,2385.6,2385.6,NULL,NULL,NULL
2377,POSTCASH,0,1,RT,2020-08-31 00:00:00,2020-08-31 00:00:00,1565,CK 5113,USD,7533.9,7533.9,NULL,NULL,NULL
2378,POSTCASH,0,3,RT,2020-08-28 00:00:00,2020-08-31 00:00:00,2086,CK 105295,USD,4197.01,4197.01,NULL,NULL,NULL
2379,POSTCASH,0,1,RT,2020-08-28 00:00:00,2020-08-31 00:00:00,1678,CK 48566,USD,4742.9,4742.9,NULL,NULL,NULL
2380,POSTCASH,0,1,RT,2020-08-28 00:00:00,2020-08-31 00:00:00,1599,CK 13511667,USD,3669.6,3669.6,NULL,NULL,NULL
2381,UACASH-APP,0,1,RT,2020-09-01 00:00:00,2020-09-01 00:00:00,2044,ACH05-08-20,USD,3402.18,3402.18,NULL,NULL,NULL
2382,POSTCASH,0,1,RT,2020-09-01 00:00:00,2020-09-01 00:00:00,1137,691008,USD,20658.85,20658.85,NULL,NULL,NULL
2383,POSTCASH,0,2,RT,2020-09-01 00:00:00,2020-09-01 00:00:00,1128,CK 47925,USD,1434.81,1434.81,NULL,NULL,NULL
2384,POSTCASH,0,5,RT,2020-09-01 00:00:00,2020-09-01 00:00:00,2086,CK 105409,USD,11634.75,11634.75,NULL,NULL,NULL
2385,POSTCASH,0,1,RT,2020-09-01 00:00:00,2020-09-01 00:00:00,1697,CK 105819,USD,8487.84,8487.84,NULL,NULL,NULL
2386,POSTCASH,0,2,RT,2020-09-04 00:00:00,2020-09-08 00:00:00,1299,WIR0-0420,USD,9754.54,9754.54,NULL,NULL,NULL
2387,POSTCASH,0,1,RT,2020-09-03 00:00:00,2020-09-10 00:00:00,1992,CK 73359,USD,1400.42,1400.42,NULL,NULL,NULL
2388,POSTCASH,0,1,RT,2020-09-08 00:00:00,2020-09-11 00:00:00,1137,CK 691007,USD,855.28,855.28,NULL,NULL,NULL
2389,POSTCASH,0,1,RT,2020-09-10 00:00:00,2020-09-11 00:00:00,1775,ACH0+1020,USD,208.2,208.2,NULL,NULL,NULL
2390,POSTCASH,0,3,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,1128,CK 47959,USD,3514.02,3514.02,NULL,NULL,NULL
2391,POSTCASH,0,7,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,1124,CK 075491,USD,19911.31,19911.31,NULL,NULL,NULL
2392,UACASH,0,1,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,1466,CK 10183,USD,4748.23,4748.23,NULL,NULL,NULL
2393,UACASH-APP,0,3,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,1466,CK 10183,USD,4669.83,4669.83,NULL,NULL,NULL
2394,POSTCASH,0,1,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,1643,CK 2273,USD,900,900,NULL,NULL,NULL
2395,POSTCASH,0,1,RT,2020-09-11 00:00:00,2020-09-11 00:00:00,2086,CK 105524,USD,1447.3,1447.3,NULL,NULL,NULL
2396,UACASH,0,1,RT,2020-09-11 00:00:00,2020-09-16 00:00:00,2039,wir091120,USD,1902.5,1902.5,NULL,NULL,NULL
2397,POSTCASH,0,1,RT,2020-09-18 00:00:00,2020-09-22 00:00:00,2104,WIR091820,USD,3734,3734,NULL,NULL,NULL
2398,POSTCASH,0,3,RT,2020-09-21 00:00:00,2020-09-22 00:00:00,1565,CK 5323,USD,13647.05,13647.05,NULL,NULL,NULL
2399,POSTCASH,0,1,RT,2020-09-21 00:00:00,2020-09-22 00:00:00,2035,CK 5184,USD,4450.6,4450.6,NULL,NULL,NULL
2400,UACASH-APP,0,2,RT,2020-09-24 00:00:00,2020-09-24 00:00:00,2039,wir091120,USD,898.75,898.75,NULL,NULL,NULL
2401,UACASH-UNDO,0,1,RT,2020-09-24 00:00:00,2020-09-24 00:00:00,2039,wir091120,USD,1003.75,1003.75,NULL,NULL,NULL
2402,POSTCASH,0,1,RT,2020-09-24 00:00:00,2020-09-25 00:00:00,1128,CK 48038,USD,1197.26,1197.26,NULL,NULL,NULL
2403,POSTCASH,0,1,RT,2020-09-24 00:00:00,2020-09-25 00:00:00,1585,CK 127069,USD,3372,3372,NULL,NULL,NULL
2404,POSTCASH,0,7,RT,2020-09-24 00:00:00,2020-09-25 00:00:00,1114,CK 103608,USD,25153.12,25153.12,NULL,NULL,NULL
2405,POSTCASH,0,1,RT,2020-09-24 00:00:00,2020-09-25 00:00:00,1678,CK 48683,USD,4951.9,4951.9,NULL,NULL,NULL
2406,POSTCASH,0,1,RT,2020-09-25 00:00:00,2020-09-25 00:00:00,1548,CK 26754,USD,323.9,323.9,NULL,NULL,NULL
2407,POSTCASH,0,1,RT,2020-09-25 00:00:00,2020-09-25 00:00:00,1104,ACH092520,USD,878.14,878.14,NULL,NULL,NULL
2408,POSTCASH,0,1,RT,2020-09-21 00:00:00,2020-10-01 00:00:00,1128,CK 48000,USD,1812.14,1812.14,NULL,NULL,NULL
2409,POSTCASH,0,1,RT,2020-10-01 00:00:00,2020-10-02 00:00:00,1128,CK 48121,USD,889.83,889.83,NULL,NULL,NULL
2410,POSTCASH,0,3,RT,2020-10-01 00:00:00,2020-10-02 00:00:00,1137,CK 692617,USD,4039.54,4039.54,NULL,NULL,NULL
2411,POSTCASH,0,2,RT,2020-10-01 00:00:00,2020-10-02 00:00:00,1678,CK 48733,USD,10251.33,10251.33,NULL,NULL,NULL
2412,POSTCASH,0,1,RT,2020-10-01 00:00:00,2020-10-02 00:00:00,1960,CK 2571,USD,808.5,808.5,NULL,NULL,NULL
2413,POSTCASH,0,1,RT,2020-10-02 00:00:00,2020-10-02 00:00:00,1104,ACH100220,USD,1801.8,1801.8,NULL,NULL,NULL
2414,POSTCASH,0,1,RT,2020-10-02 00:00:00,2020-10-02 00:00:00,1578,ACH100220,USD,5277,5277,NULL,NULL,NULL
2415,UACASH,0,1,RT,2020-10-05 00:00:00,2020-10-05 00:00:00,2107,ach100520,USD,2710,2710,NULL,NULL,NULL
2416,UACASH-UNDO,0,1,RT,2020-10-05 00:00:00,2020-10-05 00:00:00,2107,ach100520,USD,2710,2710,NULL,NULL,NULL
2417,POSTCASH,0,1,RT,2020-10-05 00:00:00,2020-10-05 00:00:00,1585,CK 127214,USD,3652.8,3652.8,NULL,NULL,NULL
2418,POSTCASH,0,1,RT,2020-10-05 00:00:00,2020-10-05 00:00:00,1585,CK 127232,USD,3367.8,3367.8,NULL,NULL,NULL
2419,POSTCASH,0,1,RT,2020-08-21 00:00:00,2020-10-07 00:00:00,1137,CK 690593,USD,128.64,128.64,NULL,NULL,NULL
2420,POSTCASH,0,1,RT,2020-10-07 00:00:00,2020-10-07 00:00:00,2074,ACH100720,USD,171.3,171.3,NULL,NULL,NULL
2421,POSTCASH,0,1,RT,2020-10-08 00:00:00,2020-10-08 00:00:00,1951,ACH100720,USD,2413.52,2413.52,NULL,NULL,NULL
2422,POSTCASH,0,6,RT,2020-10-08 00:00:00,2020-10-08 00:00:00,2092,ACH10080,USD,3900,3900,NULL,NULL,NULL
2423,POSTCASH,0,2,RT,2020-10-08 00:00:00,2020-10-08 00:00:00,1630,52677,USD,0,0,NULL,NULL,NULL
2424,POSTCASH,0,2,RT,2020-10-08 00:00:00,2020-10-08 00:00:00,1428,53308,USD,0,0,NULL,NULL,NULL
2425,POSTCASH,0,4,RT,2020-10-09 00:00:00,2020-10-09 00:00:00,1104,ACH100920,USD,6497.09,6497.09,NULL,NULL,NULL
2426,POSTCASH,0,2,RT,2020-10-14 00:00:00,2020-10-14 00:00:00,1137,CK 692720,USD,2566.38,2566.38,NULL,NULL,NULL
2427,UACASH,0,1,RT,2020-10-14 00:00:00,2020-10-14 00:00:00,1951,ck 016136,USD,10930.68,10930.68,NULL,NULL,NULL
2428,POSTCASH,0,7,RT,2020-10-14 00:00:00,2020-10-14 00:00:00,1124,CK 075556,USD,17727.52,17727.52,NULL,NULL,NULL
2429,POSTCASH,0,1,RT,2020-10-14 00:00:00,2020-10-14 00:00:00,1565,CK 5531,USD,4469.2,4469.2,NULL,NULL,NULL
2430,POSTCASH,0,1,RT,2020-10-16 00:00:00,2020-10-19 00:00:00,1951,ACH101620,USD,920.62,920.62,NULL,NULL,NULL
2431,POSTCASH,0,1,RT,2020-10-15 00:00:00,2020-10-19 00:00:00,1643,CK 2305,USD,708.64,708.64,NULL,NULL,NULL
2432,POSTCASH,0,1,RT,2020-10-15 00:00:00,2020-10-19 00:00:00,1137,CK 693354,USD,1938.13,1938.13,NULL,NULL,NULL
2433,POSTCASH,0,1,RT,2020-10-15 00:00:00,2020-10-19 00:00:00,1500,CK 1016114,USD,4140.4,4140.4,NULL,NULL,NULL
2434,POSTCASH,0,2,RT,2020-10-15 00:00:00,2020-10-19 00:00:00,2086,CK 106086,USD,3915.24,3915.24,NULL,NULL,NULL
2435,POSTCASH,0,1,RT,2020-10-20 00:00:00,2020-10-21 00:00:00,1128,CK 48225,USD,898.72,898.72,NULL,NULL,NULL
2436,POSTCASH,0,1,RT,2020-10-20 00:00:00,2020-10-21 00:00:00,2035,CK 5212,USD,4892,4892,NULL,NULL,NULL
2437,POSTCASH,0,1,RT,2020-10-20 00:00:00,2020-10-21 00:00:00,1960,CK 2602,USD,768.74,768.74,NULL,NULL,NULL
2438,POSTCASH,0,1,RT,2020-10-20 00:00:00,2020-10-21 00:00:00,2086,CK 106202,USD,2927,2927,NULL,NULL,NULL
2439,POSTCASH,0,2,RT,2020-10-20 00:00:00,2020-10-21 00:00:00,1212,ACH102020,USD,7300.8,7300.8,NULL,NULL,NULL
2440,POSTCASH,0,2,RT,2020-10-21 00:00:00,2020-10-21 00:00:00,1114,53199,USD,0,0,NULL,NULL,NULL
2441,POSTCASH,0,2,RT,2020-10-21 00:00:00,2020-10-21 00:00:00,1114,53200,USD,0,0,NULL,NULL,NULL
2442,POSTCASH,0,1,RT,2020-10-03 00:00:00,2020-10-23 00:00:00,1565,CK 5557,USD,7616.7,7616.7,NULL,NULL,NULL
2443,POSTCASH,0,1,RT,2020-10-23 00:00:00,2020-10-23 00:00:00,1455,CK 0387676,USD,3707.12,3707.12,NULL,NULL,NULL
2444,POSTCASH,0,5,RT,2020-10-26 00:00:00,2020-10-23 00:00:00,1114,CK 104032,USD,30451,30451,NULL,NULL,NULL
2445,POSTCASH,0,1,RT,2020-10-23 00:00:00,2020-10-26 00:00:00,1923,ACH102320,USD,23323.7,23323.7,NULL,NULL,NULL
2446,POSTCASH,0,2,RT,2020-10-28 00:00:00,2020-10-28 00:00:00,1114,53163A,USD,0,0,NULL,NULL,NULL
2447,UACASH-APP,0,1,RT,2020-10-29 00:00:00,2020-10-29 00:00:00,2044,ACH05-08-20,USD,2972.8,2972.8,NULL,NULL,NULL
2448,POSTCASH,0,1,RT,2020-10-29 00:00:00,2020-10-30 00:00:00,1455,CK 0387747,USD,4820.8,4820.8,NULL,NULL,NULL
2449,POSTCASH,0,4,RT,2020-11-05 00:00:00,2020-11-06 00:00:00,1137,CK 694092,USD,7941.46,7941.46,NULL,NULL,NULL
2450,POSTCASH,0,1,RT,2020-11-05 00:00:00,2020-11-06 00:00:00,2105,CK 8205,USD,10718,10718,NULL,NULL,NULL
2451,POSTCASH,0,4,RT,2020-11-05 00:00:00,2020-11-06 00:00:00,1137,CK 694205,USD,5390.01,5390.01,NULL,NULL,NULL
2452,POSTCASH,0,1,RT,2020-11-06 00:00:00,2020-11-06 00:00:00,1104,ACH110620,USD,1470.75,1470.75,NULL,NULL,NULL
2453,POSTCASH,0,1,RT,2020-11-06 00:00:00,2020-11-06 00:00:00,1565,CK 5730,USD,4158.2,4158.2,NULL,NULL,NULL
2454,POSTCASH,0,1,RT,2020-11-06 00:00:00,2020-11-06 00:00:00,1678,CK 48862,USD,5607,5607,NULL,NULL,NULL
2455,POSTCASH,0,1,RT,2020-11-06 00:00:00,2020-11-06 00:00:00,1455,CK 0387820,USD,4665.8,4665.8,NULL,NULL,NULL
2456,POSTCASH,0,1,RT,2020-11-09 00:00:00,2020-11-09 00:00:00,1879,ACH110920,USD,1805.7,1805.7,NULL,NULL,NULL
2457,POSTCASH,0,1,RT,2020-11-10 00:00:00,2020-11-10 00:00:00,1212,ACH111020,USD,4184,4184,NULL,NULL,NULL
2458,POSTCASH,0,1,RT,2020-11-11 00:00:00,2020-11-11 00:00:00,2105,CK 8251,USD,10799.25,10799.25,NULL,NULL,NULL
2459,POSTCASH,0,1,RT,2020-11-11 00:00:00,2020-11-11 00:00:00,1466,CK 10475,USD,1733.76,1733.76,NULL,NULL,NULL
2460,POSTCASH,0,2,RT,2020-11-11 00:00:00,2020-11-11 00:00:00,1565,CK 5792,USD,6270.4,6270.4,NULL,NULL,NULL
2461,POSTCASH,0,1,RT,2020-11-13 00:00:00,2020-11-13 00:00:00,1455,ACH111320,USD,4940.6,4940.6,NULL,NULL,NULL
2462,POSTCASH,0,2,RT,2020-11-13 00:00:00,2020-11-13 00:00:00,1104,ACH111320,USD,3580.5,3580.5,NULL,NULL,NULL
2463,POSTCASH,0,4,RT,2020-11-16 00:00:00,2020-11-16 00:00:00,1137,CK 694616,USD,7191.65,7191.65,NULL,NULL,NULL
2464,POSTCASH,0,2,RT,2020-11-16 00:00:00,2020-11-16 00:00:00,1565,CK 5854,USD,7683.8,7683.8,NULL,NULL,NULL
2465,UACASH,0,1,RT,2020-10-21 00:00:00,2020-11-16 00:00:00,1951,CK016136,USD,10930.68,10930.68,NULL,NULL,NULL
2466,UACASH-UNDO,0,1,RT,2020-11-16 00:00:00,2020-11-16 00:00:00,1951,CK016136,USD,10930.68,10930.68,NULL,NULL,NULL
2467,UACASH-APP,0,1,RT,2020-11-16 00:00:00,2020-11-16 00:00:00,1951,ck 016136,USD,6788.61,6788.61,NULL,NULL,NULL
2468,POSTCASH,0,1,RT,2020-11-17 00:00:00,2020-11-17 00:00:00,1212,ACH111720,USD,4879.6,4879.6,NULL,NULL,NULL
2469,UACASH,0,1,RT,2020-11-20 00:00:00,2020-11-20 00:00:00,1455,ACH112020,USD,3257.67,3257.67,NULL,NULL,NULL
2470,UACASH-APP,0,1,RT,2020-11-20 00:00:00,2020-11-20 00:00:00,1455,ACH112020,USD,3174.37,3174.37,NULL,NULL,NULL
2471,POSTCASH,0,1,RT,2020-11-20 00:00:00,2020-11-20 00:00:00,1104,ACH112020,USD,1883.25,1883.25,NULL,NULL,NULL
2472,UACASH,0,1,RT,2020-11-20 00:00:00,2020-11-23 00:00:00,1299,WIR112020,USD,23910.11,23910.11,NULL,NULL,NULL
2473,POSTCASH,0,1,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,1643,CK 2338,USD,871.28,871.28,NULL,NULL,NULL
2474,POSTCASH,0,5,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,1114,CK 104368,USD,33429.8,33429.8,NULL,NULL,NULL
2475,UACASH-APP,0,6,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,1299,WIR112020,USD,23910.11,23910.11,NULL,NULL,NULL
2476,POSTCASH,0,1,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,1128,CK 48427,USD,875.68,875.68,NULL,NULL,NULL
2477,POSTCASH,0,1,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,2086,CK 106672,USD,599.36,599.36,NULL,NULL,NULL
2478,POSTCASH,0,1,RT,2020-11-23 00:00:00,2020-11-23 00:00:00,1137,CK 694902,USD,2794.8,2794.8,NULL,NULL,NULL
2479,UACASH,0,1,RT,2020-11-24 00:00:00,2020-11-25 00:00:00,1879,ACH112420,USD,11879,11879,NULL,NULL,NULL
2480,UACASH-APP,0,2,RT,2020-11-25 00:00:00,2020-11-25 00:00:00,1879,ACH112420,USD,10879,10879,NULL,NULL,NULL
2481,UACASH,0,1,RT,2020-11-27 00:00:00,2020-11-30 00:00:00,1104,ACH112720,USD,6486,6486,NULL,NULL,NULL
2482,UACASH-APP,0,3,RT,2020-11-30 00:00:00,2020-11-30 00:00:00,1104,ACH112720,USD,6485.68,6485.68,NULL,NULL,NULL
2483,POSTCASH,0,2,RT,2020-11-30 00:00:00,2020-11-30 00:00:00,1795,CK 673513,USD,2224.24,2224.24,NULL,NULL,NULL
2484,POSTCASH,0,3,RT,2020-11-30 00:00:00,2020-11-30 00:00:00,1137,CK 695593,USD,4216.44,4216.44,NULL,NULL,NULL
2485,POSTCASH,0,5,RT,2020-11-30 00:00:00,2020-11-30 00:00:00,1124,CK 075681,USD,15361.52,15361.52,NULL,NULL,NULL
2486,POSTCASH,0,2,RT,2020-12-01 00:00:00,2020-12-01 00:00:00,1212,ACH120120,USD,9433.6,9433.6,NULL,NULL,NULL
2487,UACASH,0,1,RT,2020-11-23 00:00:00,2020-12-01 00:00:00,1128,CK 48497,USD,600.08,600.08,NULL,NULL,NULL
2488,POSTCASH,0,1,RT,2020-12-01 00:00:00,2020-12-01 00:00:00,1678,CK 49037,USD,5775.84,5775.84,NULL,NULL,NULL
2489,POSTCASH,0,1,RT,2020-12-04 00:00:00,2020-12-04 00:00:00,1578,ACH120420,USD,5724,5724,NULL,NULL,NULL
2490,POSTCASH,0,4,RT,2020-12-04 00:00:00,2020-12-04 00:00:00,1104,ACH120420,USD,5032.37,5032.37,NULL,NULL,NULL
2491,POSTCASH,0,1,RT,2020-12-07 00:00:00,2020-12-07 00:00:00,1565,CK 6041,USD,3761.8,3761.8,NULL,NULL,NULL
2492,POSTCASH,0,1,RT,2020-10-27 00:00:00,2020-12-07 00:00:00,2086,CK 106317,USD,3353,3353,NULL,NULL,NULL
2493,POSTCASH,0,1,RT,2020-12-08 00:00:00,2020-12-08 00:00:00,1212,ACH120820,USD,4395.6,4395.6,NULL,NULL,NULL
2494,POSTCASH,0,3,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,2086,CK 107003,USD,9287.2,9287.2,NULL,NULL,NULL
2495,POSTCASH,0,4,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1137,CK 696366,USD,7092.64,7092.64,NULL,NULL,NULL
2496,POSTCASH,0,1,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1795,CK 673816,USD,2060.38,2060.38,NULL,NULL,NULL
2497,POSTCASH,0,1,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1137,CK 696367,USD,23630.05,23630.05,NULL,NULL,NULL
2498,POSTCASH,0,2,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1428,10194,USD,0,0,NULL,NULL,NULL
2499,POSTCASH,0,2,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1428,10194A,USD,0,0,NULL,NULL,NULL
2500,POSTCASH,0,2,RT,2020-12-10 00:00:00,2020-12-10 00:00:00,1428,10194A,USD,0,0,NULL,NULL,NULL
2501,POSTCASH,0,1,RT,2020-10-27 00:00:00,2020-12-11 00:00:00,1128,CK 48303,USD,807.54,807.54,NULL,NULL,NULL
2502,POSTCASH,0,1,RT,2020-12-11 00:00:00,2020-12-11 00:00:00,1455,ACH121120,USD,5192.14,5192.14,NULL,NULL,NULL
2503,POSTCASH,0,2,RT,2020-12-11 00:00:00,2020-12-11 00:00:00,1104,ACH121120,USD,3726,3726,NULL,NULL,NULL
2504,UACASH-APP,0,1,RT,2020-12-11 00:00:00,2020-12-11 00:00:00,1104,ACH112720,USD,0.32,0.32,NULL,NULL,NULL
2505,UACASH,0,1,RT,2020-11-24 00:00:00,2020-12-15 00:00:00,2117,WIR112420,USD,2450,2450,NULL,NULL,NULL
2506,POSTCASH,0,1,RT,2020-12-15 00:00:00,2020-12-15 00:00:00,1212,ACH121520,USD,3165.8,3165.8,NULL,NULL,NULL
2507,POSTCASH,0,1,RT,2020-12-15 00:00:00,2020-12-16 00:00:00,2035,CK 5281,USD,3419,3419,NULL,NULL,NULL
2508,POSTCASH,0,1,RT,2020-12-15 00:00:00,2020-12-16 00:00:00,1137,CK 696889,USD,1872,1872,NULL,NULL,NULL
2509,POSTCASH,0,1,RT,2020-12-15 00:00:00,2020-12-16 00:00:00,2115,CK 2099,USD,4168.38,4168.38,NULL,NULL,NULL
2510,POSTCASH,0,1,RT,2020-12-15 00:00:00,2020-12-16 00:00:00,1128,CK 48601,USD,849.68,849.68,NULL,NULL,NULL
2511,UACASH,0,1,RT,2020-12-15 00:00:00,2020-12-16 00:00:00,1751,WIR121520,USD,11000,11000,NULL,NULL,NULL
2512,UACASH-APP,0,2,RT,2020-12-16 00:00:00,2020-12-16 00:00:00,1751,WIR121520,USD,11000,11000,NULL,NULL,NULL
2513,POSTCASH,0,4,RT,2020-12-18 00:00:00,2020-12-18 00:00:00,1104,ACH121820,USD,5730.5,5730.5,NULL,NULL,NULL
2514,UACASH-APP,0,1,RT,2020-12-21 00:00:00,2020-12-21 00:00:00,1128,CK 48497,USD,600.08,600.08,NULL,NULL,NULL
2515,POSTCASH,0,1,RT,2020-12-24 00:00:00,2020-12-24 00:00:00,1879,ACH122420,USD,9085,9085,NULL,NULL,NULL
2516,POSTCASH,0,1,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1466,CK 10096,USD,3689.42,3689.42,NULL,NULL,NULL
2517,POSTCASH,0,1,RT,2020-12-24 00:00:00,2020-12-24 00:00:00,2115,CK 2118,USD,487.5,487.5,NULL,NULL,NULL
2518,POSTCASH,0,3,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1137,CK 696996,USD,6299.4,6299.4,NULL,NULL,NULL
2519,POSTCASH,0,1,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1565,CK 6250,USD,7642.08,7642.08,NULL,NULL,NULL
2520,POSTCASH,0,1,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1466,CK 10994,USD,1356,1356,NULL,NULL,NULL
2521,POSTCASH,0,1,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1565,CK 6165,USD,2786,2786,NULL,NULL,NULL
2522,POSTCASH,0,1,RT,2020-12-23 00:00:00,2020-12-24 00:00:00,1785,CK 5596,USD,72.86,72.86,NULL,NULL,NULL
2523,POSTCASH,0,5,RT,2020-12-30 00:00:00,2020-12-30 00:00:00,1114, CK 104821,USD,11579.28,11579.28,NULL,NULL,NULL
2524,POSTCASH,0,1,RT,2020-12-31 00:00:00,2020-12-31 00:00:00,1578,ACH123120,USD,5526,5526,NULL,NULL,NULL
2525,POSTCASH,0,4,RT,2021-01-04 00:00:00,2021-01-05 00:00:00,1137,CK #697752,USD,7482.98,7482.98,NULL,NULL,NULL
2526,POSTCASH,0,2,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,1114,CK 105003,USD,5680.2,5680.2,NULL,NULL,NULL
2527,POSTCASH,0,1,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,1137,CK 697804,USD,2826.85,2826.85,NULL,NULL,NULL
2528,POSTCASH,0,1,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,1565,CK 6305,USD,7642.08,7642.08,NULL,NULL,NULL
2529,POSTCASH,0,1,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,1565,CK 6305,USD,3854.8,3854.8,NULL,NULL,NULL
2530,POSTCASH,0,2,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,2118,CK 453159,USD,8103.2,8103.2,NULL,NULL,NULL
2531,POSTCASH,0,1,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,2105,CK 8456,USD,627.6,627.6,NULL,NULL,NULL
2532,POSTCASH,0,1,RT,2021-01-07 00:00:00,2021-01-07 00:00:00,1678,CK 49171,USD,6025.62,6025.62,NULL,NULL,NULL
2533,UACASH,0,1,RT,2021-01-08 00:00:00,2021-01-12 00:00:00,2074,ACH010821,USD,8919.48,8919.48,NULL,NULL,NULL
2534,UACASH,0,1,RT,2021-01-08 00:00:00,2021-01-12 00:00:00,1455,ACH010821,USD,8949.48,8949.48,NULL,NULL,NULL
2535,UACASH-APP,0,2,RT,2021-01-12 00:00:00,2021-01-12 00:00:00,1455,ACH010821,USD,8937.98,8937.98,NULL,NULL,NULL
2536,POSTCASH,0,1,RT,2021-01-13 00:00:00,2021-01-13 00:00:00,1357,CK 43180,USD,1757.6,1757.6,NULL,NULL,NULL
2537,POSTCASH,0,1,RT,2021-01-13 00:00:00,2021-01-13 00:00:00,1643,CK 2376,USD,884.32,884.32,NULL,NULL,NULL
2538,POSTCASH,0,1,RT,2021-01-13 00:00:00,2021-01-13 00:00:00,1466,CK 10103,USD,1467.36,1467.36,NULL,NULL,NULL
2539,POSTCASH,0,2,RT,2021-01-13 00:00:00,2021-01-13 00:00:00,1137,CK 698531,USD,4360.26,4360.26,NULL,NULL,NULL
