ARBatchNo,PostType,COID,NumOfItems,UserID,PostingDt,RecordDate,CPID,CheckNo,Currency,HcApplyAmt,FxApplyAmt,ExportBatchNo,PostedInAccting,DoNotExport
1739,POSTCASH,0,1,RT,2019-02-13 00:00:00,2019-02-14 00:00:00,1600,CK 79370,USD,17984.4,17984.4,NULL,NULL,NULL
1740,POSTCASH,0,1,RT,2019-02-27 00:00:00,2019-03-01 00:00:00,1126,CK 35081,USD,4250,4250,NULL,NULL,NULL
1741,UACASH,0,1,RT,2019-02-27 00:00:00,2019-03-01 00:00:00,1114,CK 95982,USD,10813.75,10813.75,NULL,NULL,NULL
1742,UACASH,0,3,RT,2019-03-01 00:00:00,2019-03-01 00:00:00,1114,CK 95982,USD,10813.75,10813.75,NULL,NULL,NULL
1743,POSTCASH,0,2,RT,2019-03-01 00:00:00,2019-03-01 00:00:00,1565,CK 72118,USD,6121.4,6121.4,NULL,NULL,NULL
1744,POSTCASH,0,1,RT,2019-03-01 00:00:00,2019-03-01 00:00:00,1578,CK 24966,USD,3668.4,3668.4,NULL,NULL,NULL
1745,POSTCASH,0,1,RT,2019-03-01 00:00:00,2019-03-01 00:00:00,1774,CK 6719 ,USD,492.25,492.25,NULL,NULL,NULL
1746,POSTCASH,0,1,RT,2019-03-06 00:00:00,2019-03-07 00:00:00,1137,CK 662225,USD,3244.1,3244.1,NULL,NULL,NULL
1747,POSTCASH,0,1,RT,2019-03-06 00:00:00,2019-03-07 00:00:00,1137,CK 662225,USD,1989.6,1989.6,NULL,NULL,NULL
1748,POSTCASH,0,1,RT,2019-03-06 00:00:00,2019-03-07 00:00:00,1600,CK 79685,USD,9948.82,9948.82,NULL,NULL,NULL
1749,POSTCASH,0,1,RT,2019-03-14 00:00:00,2019-03-14 00:00:00,1114,CK 96132,USD,4809.7,4809.7,NULL,NULL,NULL
1750,POSTCASH,0,1,RT,2019-03-14 00:00:00,2019-03-14 00:00:00,1578,CK 25009,USD,3643.2,3643.2,NULL,NULL,NULL
1751,POSTCASH,0,1,RT,2019-03-14 00:00:00,2019-03-14 00:00:00,1565,CK 72205,USD,3535,3535,NULL,NULL,NULL
1752,POSTCASH,0,3,RT,2019-03-14 00:00:00,2019-03-14 00:00:00,1137,CK 662532,USD,6808.93,6808.93,NULL,NULL,NULL
1753,UACASH,0,1,RT,2019-03-14 00:00:00,2019-03-15 00:00:00,1786,CK 14897,USD,291.6,291.6,NULL,NULL,NULL
1754,UACASH,0,1,RT,2019-03-15 00:00:00,2019-03-15 00:00:00,1786,CK 14897,USD,291.6,291.6,NULL,NULL,NULL
1755,POSTCASH,0,1,RT,2019-03-18 00:00:00,2019-03-15 00:00:00,1778,CK 7986,USD,3839.88,3839.88,NULL,NULL,NULL
1756,UACASH,0,1,RT,2019-03-18 00:00:00,2019-03-18 00:00:00,1600,CK 79886,USD,7017.6,7017.6,NULL,NULL,NULL
1757,POSTCASH,0,1,RT,2019-03-21 00:00:00,2019-03-22 00:00:00,1628,CK 20352,USD,10549.5,10549.5,NULL,NULL,NULL
1758,POSTCASH,0,1,RT,2019-03-21 00:00:00,2019-03-22 00:00:00,1137,CK 663090,USD,1580.7,1580.7,NULL,NULL,NULL
1759,POSTCASH,0,1,RT,2019-03-21 00:00:00,2019-03-22 00:00:00,1774,CK 6751,USD,365.56,365.56,NULL,NULL,NULL
1760,POSTCASH,0,1,RT,2019-03-21 00:00:00,2019-03-22 00:00:00,1610,CK 34750,USD,7839,7839,NULL,NULL,NULL
1761,POSTCASH,0,2,RT,2019-03-21 00:00:00,2019-03-22 00:00:00,1578,CK 25031,USD,11187.8,11187.8,NULL,NULL,NULL
1762,POSTCASH,0,1,RT,2019-03-28 00:00:00,2019-03-28 00:00:00,1641,CK 20372,USD,5331.9,5331.9,NULL,NULL,NULL
1763,POSTCASH,0,1,RT,2019-04-01 00:00:00,2019-04-01 00:00:00,1668,CK 2490 ,USD,2974.09,2974.09,NULL,NULL,NULL
1764,POSTCASH,0,1,RT,2019-04-01 00:00:00,2019-04-01 00:00:00,1464,CK 69987,USD,1345.75,1345.75,NULL,NULL,NULL
1765,POSTCASH,0,1,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1704,CK 61208469,USD,238.14,238.14,NULL,NULL,NULL
1766,POSTCASH,0,1,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1641,CK20404,USD,3811.64,3811.64,NULL,NULL,NULL
1767,POSTCASH,0,1,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1578,CK 25092,USD,3283.56,3283.56,NULL,NULL,NULL
1768,POSTCASH,0,1,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1565,CK 72437,USD,3422,3422,NULL,NULL,NULL
1769,POSTCASH,0,2,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1757,CK 5148,USD,10732.8,10732.8,NULL,NULL,NULL
1770,POSTCASH,0,1,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1628,CK 20358,USD,23526.75,23526.75,NULL,NULL,NULL
1771,POSTCASH,0,3,RT,2019-04-04 00:00:00,2019-04-05 00:00:00,1137,CK 655418,USD,7667.24,7667.24,NULL,NULL,NULL
1772,POSTCASH,0,1,RT,2019-04-05 00:00:00,2019-04-05 00:00:00,1800,CK 2863,USD,475,475,NULL,NULL,NULL
1773,POSTCASH,0,2,RT,2019-04-10 00:00:00,2019-04-11 00:00:00,1114,CK 96554,USD,6699,6699,NULL,NULL,NULL
1774,POSTCASH,0,4,RT,2019-04-10 00:00:00,2019-04-11 00:00:00,1137,CK 655873,USD,8504.83,8504.83,NULL,NULL,NULL
1775,POSTCASH,0,1,RT,2019-04-10 00:00:00,2019-04-11 00:00:00,1697,CK 102171,USD,6065.55,6065.55,NULL,NULL,NULL
1776,UACASH,0,1,RT,2019-04-11 00:00:00,2019-04-11 00:00:00,1600,CK 79886,USD,7017.6,7017.6,NULL,NULL,NULL
1777,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1790,CK 14112,USD,3704.4,3704.4,NULL,NULL,NULL
1778,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1775,CK 80076810,USD,168.72,168.72,NULL,NULL,NULL
1779,POSTCASH,0,5,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1137,CK 664066,USD,14862.51,14862.51,NULL,NULL,NULL
1780,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1126,CK 35185,USD,4125,4125,NULL,NULL,NULL
1781,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1668,CK 2565,USD,1414.24,1414.24,NULL,NULL,NULL
1782,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1610,CK 35206,USD,7844,7844,NULL,NULL,NULL
1783,UACASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1114,ck 96437,USD,14509.47,14509.47,NULL,NULL,NULL
1784,POSTCASH,0,1,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1700,CK 14805,USD,150,150,NULL,NULL,NULL
1785,POSTCASH,0,2,RT,2019-04-16 00:00:00,2019-04-16 00:00:00,1610,CK 35060,USD,14854.13,14854.13,NULL,NULL,NULL
1786,UACASH,0,6,RT,2019-04-17 00:00:00,2019-04-17 00:00:00,1114,ck 96437,USD,14509.47,14509.47,NULL,NULL,NULL
1787,POSTCASH,0,1,RT,2019-04-19 00:00:00,2019-04-19 00:00:00,1774,CK 36790,USD,537.45,537.45,NULL,NULL,NULL
1788,POSTCASH,0,1,RT,2019-04-19 00:00:00,2019-04-22 00:00:00,1693,ACH 4-19-19,USD,1658.4,1658.4,NULL,NULL,NULL
1789,POSTCASH,0,1,RT,2019-04-23 00:00:00,2019-04-24 00:00:00,1466,DEP4-23-19,USD,1020.6,1020.6,NULL,NULL,NULL
1790,POSTCASH,0,1,RT,2019-04-23 00:00:00,2019-04-24 00:00:00,1565,CK 72660,USD,3546,3546,NULL,NULL,NULL
1791,POSTCASH,0,1,RT,2019-04-23 00:00:00,2019-04-24 00:00:00,1668,CK 2603,USD,1976.06,1976.06,NULL,NULL,NULL
1792,POSTCASH,0,1,RT,2019-04-23 00:00:00,2019-04-24 00:00:00,1697,CK 102289,USD,3019.5,3019.5,NULL,NULL,NULL
1793,POSTCASH,0,8,RT,2019-04-23 00:00:00,2019-04-24 00:00:00,1114,CK 96760,USD,29723.82,29723.82,NULL,NULL,NULL
1794,POSTCASH,0,1,RT,2019-04-25 00:00:00,2019-04-26 00:00:00,1578,CK 25169,USD,7929.6,7929.6,NULL,NULL,NULL
1795,POSTCASH,0,1,RT,2019-04-25 00:00:00,2019-04-26 00:00:00,1137,CK 664399,USD,2427.14,2427.14,NULL,NULL,NULL
1796,POSTCASH,0,3,RT,2019-03-28 00:00:00,2019-04-29 00:00:00,1482,WIRE3-28-19,USD,6404,6404,NULL,NULL,NULL
1797,POSTCASH,0,1,RT,2019-04-29 00:00:00,2019-04-29 00:00:00,1775,CK 80080880,USD,268.5,268.5,NULL,NULL,NULL
1798,POSTCASH,0,1,RT,2019-05-03 00:00:00,2019-05-03 00:00:00,1775,CK 80083249,USD,214.98,214.98,NULL,NULL,NULL
1799,POSTCASH,0,1,RT,2019-05-03 00:00:00,2019-05-03 00:00:00,1610,CK 35546,USD,7930.95,7930.95,NULL,NULL,NULL
1800,POSTCASH,0,1,RT,2019-05-03 00:00:00,2019-05-03 00:00:00,1757,CK 005190,USD,3970.2,3970.2,NULL,NULL,NULL
1801,POSTCASH,0,1,RT,2019-04-26 00:00:00,2019-05-13 00:00:00,1299,WIRE4-26-19,USD,10848.28,10848.28,NULL,NULL,NULL
1802,POSTCASH,0,2,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1757,CK 5205,USD,10488.4,10488.4,NULL,NULL,NULL
1803,POSTCASH,0,1,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1811,CK 206546,USD,2106.25,2106.25,NULL,NULL,NULL
1804,POSTCASH,0,1,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1774,CK 36807,USD,520.5,520.5,NULL,NULL,NULL
1805,POSTCASH,0,2,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1641,CK 20553,USD,10301.76,10301.76,NULL,NULL,NULL
1806,POSTCASH,0,2,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1774,CK 36812,USD,1282.77,1282.77,NULL,NULL,NULL
1807,POSTCASH,0,7,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1137,CK 665432,USD,16102.35,16102.35,NULL,NULL,NULL
1808,POSTCASH,0,1,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1775,CK 80084517,USD,200.82,200.82,NULL,NULL,NULL
1809,POSTCASH,0,1,RT,2019-05-13 00:00:00,2019-05-13 00:00:00,1486,CK 222836,USD,2890.86,2890.86,NULL,NULL,NULL
1810,POSTCASH,0,1,RT,2019-05-17 00:00:00,2019-05-17 00:00:00,1775,CK 80085587,USD,195.18,195.18,NULL,NULL,NULL
1811,POSTCASH,0,3,RT,2019-05-17 00:00:00,2019-05-17 00:00:00,1137,CK 665772,USD,6964.93,6964.93,NULL,NULL,NULL
1812,POSTCASH,0,1,RT,2019-05-21 00:00:00,2019-05-21 00:00:00,1578,CK 25286,USD,2291.2,2291.2,NULL,NULL,NULL
1813,POSTCASH,0,4,RT,2019-05-21 00:00:00,2019-05-21 00:00:00,1137,CK 666347,USD,7216.2,7216.2,NULL,NULL,NULL
1814,POSTCASH,0,1,RT,2019-05-21 00:00:00,2019-05-21 00:00:00,1628,CK 20377,USD,22368.5,22368.5,NULL,NULL,NULL
1815,POSTCASH,0,1,RT,2019-05-21 00:00:00,2019-05-21 00:00:00,1628,CK 20366,USD,10906.48,10906.48,NULL,NULL,NULL
1816,POSTCASH,0,1,RT,2019-05-24 00:00:00,2019-05-24 00:00:00,1697,CK 102534,USD,3566.25,3566.25,NULL,NULL,NULL
1817,POSTCASH,0,4,RT,2019-05-24 00:00:00,2019-05-24 00:00:00,1114,CK 97102,USD,12523.04,12523.04,NULL,NULL,NULL
1818,POSTCASH,0,1,RT,2019-05-29 00:00:00,2019-05-29 00:00:00,1565,CK 73044,USD,3320.8,3320.8,NULL,NULL,NULL
1819,POSTCASH,0,1,RT,2019-05-30 00:00:00,2019-05-30 00:00:00,1757,CK 5240,USD,3740,3740,NULL,NULL,NULL
1820,POSTCASH,0,2,RT,2019-05-30 00:00:00,2019-05-30 00:00:00,1137,CK 666882,USD,3395.94,3395.94,NULL,NULL,NULL
1821,POSTCASH,0,1,RT,2019-05-30 00:00:00,2019-05-30 00:00:00,1697,CK 102590,USD,5993.69,5993.69,NULL,NULL,NULL
1822,POSTCASH,0,1,RT,2019-05-31 00:00:00,2019-06-03 00:00:00,1299,WIR 5-31-19,USD,11972.66,11972.66,NULL,NULL,NULL
1823,POSTCASH,0,1,RT,2019-06-03 00:00:00,2019-06-03 00:00:00,1126,CK 35282,USD,4125,4125,NULL,NULL,NULL
1824,POSTCASH,0,1,RT,2019-06-03 00:00:00,2019-06-03 00:00:00,1565,CK 73119,USD,3468,3468,NULL,NULL,NULL
1825,POSTCASH,0,1,RT,2019-06-03 00:00:00,2019-06-03 00:00:00,1628,CK 20382,USD,18772.88,18772.88,NULL,NULL,NULL
1826,POSTCASH,0,2,RT,2019-06-03 00:00:00,2019-06-03 00:00:00,1668,CK 4104,USD,2006.4,2006.4,NULL,NULL,NULL
1827,POSTCASH,0,1,RT,2019-06-06 00:00:00,2019-06-06 00:00:00,1114,CK 97290,USD,5385.6,5385.6,NULL,NULL,NULL
1828,POSTCASH,0,1,RT,2019-06-06 00:00:00,2019-06-06 00:00:00,1641,CK 20666,USD,3901.8,3901.8,NULL,NULL,NULL
1829,UACASH,0,1,RT,2019-06-06 00:00:00,2019-06-06 00:00:00,1137,CK 667225,USD,8009.7,8009.7,NULL,NULL,NULL
1830,UACASH,0,4,RT,2019-06-06 00:00:00,2019-06-06 00:00:00,1137,CK 667225,USD,7983.3,7983.3,NULL,NULL,NULL
1831,POSTCASH,0,3,RT,2019-06-07 00:00:00,2019-06-10 00:00:00,1482,WITRE 6-7-1,USD,8580,8580,NULL,NULL,NULL
1832,POSTCASH,0,1,RT,2019-06-10 00:00:00,2019-06-10 00:00:00,1700,CK 15176,USD,2692.9,2692.9,NULL,NULL,NULL
1833,POSTCASH,0,2,RT,2019-06-10 00:00:00,2019-06-10 00:00:00,1565,CK 73187,USD,6641.6,6641.6,NULL,NULL,NULL
1834,UACASH,0,1,RT,2019-06-11 00:00:00,2019-06-11 00:00:00,1137,CK 667225,USD,26.4,26.4,NULL,NULL,NULL
1835,POSTCASH,0,1,RT,2019-06-14 00:00:00,2019-06-14 00:00:00,1104,25946,USD,6226.4,6226.4,NULL,NULL,NULL
1836,POSTCASH,0,2,RT,2019-06-14 00:00:00,2019-06-14 00:00:00,1137,CK G667746,USD,4018.47,4018.47,NULL,NULL,NULL
1837,POSTCASH,0,1,RT,2019-06-14 00:00:00,2019-06-14 00:00:00,1818,CK 31978,USD,5004,5004,NULL,NULL,NULL
1838,POSTCASH,0,1,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1819,CK 1884,USD,1047.8,1047.8,NULL,NULL,NULL
1839,POSTCASH,0,6,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1114,CK 97531,USD,18771.45,18771.45,NULL,NULL,NULL
1840,POSTCASH,0,4,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1137,CK 668191,USD,8498.25,8498.25,NULL,NULL,NULL
1841,POSTCASH,0,1,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1668,CK 4165,USD,791.07,791.07,NULL,NULL,NULL
1842,POSTCASH,0,1,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1126,CK 35320,USD,4125,4125,NULL,NULL,NULL
1843,UACASH,0,1,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1790,ck 14337,USD,576,576,NULL,NULL,NULL
1844,UACASH,0,1,RT,2019-06-20 00:00:00,2019-06-20 00:00:00,1790,ck 14337,USD,518.4,518.4,NULL,NULL,NULL
1845,POSTCASH,0,1,RT,2019-06-25 00:00:00,2019-06-25 00:00:00,1636,ACH 6-25-19,USD,6342,6342,NULL,NULL,NULL
1846,POSTCASH,0,2,RT,2019-06-25 00:00:00,2019-06-25 00:00:00,1636,51735,USD,0,0,NULL,NULL,NULL
1847,POSTCASH,0,1,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1565,CK 73349,USD,2621,2621,NULL,NULL,NULL
1848,POSTCASH,0,2,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1824,CK 220011,USD,15781.5,15781.5,NULL,NULL,NULL
1849,POSTCASH,0,2,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1549,CK 20013288,USD,7904.95,7904.95,NULL,NULL,NULL
1850,POSTCASH,0,2,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1578,CK 25383,USD,5872,5872,NULL,NULL,NULL
1851,POSTCASH,0,1,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1778,CK 8205,USD,14098.8,14098.8,NULL,NULL,NULL
1852,POSTCASH,0,3,RT,2019-06-25 00:00:00,2019-06-26 00:00:00,1137,CK 668567,USD,6485.14,6485.14,NULL,NULL,NULL
1853,POSTCASH,0,1,RT,2019-07-03 00:00:00,2019-07-03 00:00:00,1641,CK 20775,USD,5652.08,5652.08,NULL,NULL,NULL
1854,POSTCASH,0,1,RT,2019-07-03 00:00:00,2019-07-03 00:00:00,1757,CK 5282,USD,5374.2,5374.2,NULL,NULL,NULL
1855,POSTCASH,0,1,RT,2019-07-03 00:00:00,2019-07-03 00:00:00,1610,CK 36500,USD,7344.5,7344.5,NULL,NULL,NULL
1856,POSTCASH,0,3,RT,2019-07-03 00:00:00,2019-07-03 00:00:00,1137,CJ 669019,USD,6402.66,6402.66,NULL,NULL,NULL
1857,POSTCASH,0,1,RT,2019-07-08 00:00:00,2019-07-08 00:00:00,1565,73466,USD,3842.4,3842.4,NULL,NULL,NULL
1858,POSTCASH,0,3,RT,2019-07-08 00:00:00,2019-07-08 00:00:00,1137,669487,USD,7158.88,7158.88,NULL,NULL,NULL
1859,POSTCASH,0,1,RT,2019-07-08 00:00:00,2019-07-08 00:00:00,1607,CK 2089,USD,1000.8,1000.8,NULL,NULL,NULL
1860,POSTCASH,0,5,RT,2019-07-08 00:00:00,2019-07-08 00:00:00,1114,CK 97724,USD,19327.08,19327.08,NULL,NULL,NULL
1861,UACASH,0,1,RT,2019-07-10 00:00:00,2019-07-11 00:00:00,1662,DEP 7-10-19,USD,1800,1800,NULL,NULL,NULL
1862,POSTCASH,0,1,RT,2019-07-10 00:00:00,2019-07-11 00:00:00,1482,WIRE7-10-19,USD,2216.4,2216.4,NULL,NULL,NULL
1863,POSTCASH,0,1,RT,2019-07-12 00:00:00,2019-07-12 00:00:00,1808,CK 6718,USD,1352,1352,NULL,NULL,NULL
1864,POSTCASH,0,1,RT,2019-07-12 00:00:00,2019-07-12 00:00:00,1565,CK 1105,USD,2723.2,2723.2,NULL,NULL,NULL
1865,POSTCASH,0,1,RT,2019-07-12 00:00:00,2019-07-12 00:00:00,1757,CK 5298,USD,5545.8,5545.8,NULL,NULL,NULL
1866,POSTCASH,0,2,RT,2019-07-12 00:00:00,2019-07-12 00:00:00,1486,CK 224862,USD,8949.45,8949.45,NULL,NULL,NULL
1867,POSTCASH,0,2,RT,2019-07-16 00:00:00,2019-07-16 00:00:00,1757,CK 5308,USD,7884.5,7884.5,NULL,NULL,NULL
1868,UACASH,0,1,RT,2019-07-16 00:00:00,2019-07-16 00:00:00,1137,CK 669992,USD,8591.3,8591.3,NULL,NULL,NULL
1869,UACASH,0,3,RT,2019-07-16 00:00:00,2019-07-16 00:00:00,1137,CK 669992,USD,7639.65,7639.65,NULL,NULL,NULL
1870,UACASH,0,1,RT,2019-07-16 00:00:00,2019-07-16 00:00:00,1137,CK 669992,USD,951.65,951.65,NULL,NULL,NULL
1871,POSTCASH,0,1,RT,2019-07-16 00:00:00,2019-07-17 00:00:00,1466,DEP 7-16-19,USD,1255.2,1255.2,NULL,NULL,NULL
1872,POSTCASH,0,1,RT,2019-07-19 00:00:00,2019-07-19 00:00:00,1578,CK 25474,USD,8198.56,8198.56,NULL,NULL,NULL
1873,POSTCASH,0,1,RT,2019-07-22 00:00:00,2019-07-22 00:00:00,1565,CK 1173,USD,4850.4,4850.4,NULL,NULL,NULL
1874,POSTCASH,0,1,RT,2019-07-23 00:00:00,2019-07-23 00:00:00,1879,ACH 7-23-19,USD,1702,1702,NULL,NULL,NULL
1875,POSTCASH,0,1,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1704,CK 62807133,USD,5088.44,5088.44,NULL,NULL,NULL
1876,POSTCASH,0,1,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1464,CK 70466,USD,1580.18,1580.18,NULL,NULL,NULL
1877,POSTCASH,0,1,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1104,CK 26415,USD,6486.4,6486.4,NULL,NULL,NULL
1878,POSTCASH,0,2,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1610,CK 36719,USD,14503.08,14503.08,NULL,NULL,NULL
1879,POSTCASH,0,1,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1712,CK 19820,USD,708.38,708.38,NULL,NULL,NULL
1880,POSTCASH,0,2,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1137,CK 670374,USD,2795.65,2795.65,NULL,NULL,NULL
1881,UACASH,0,1,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1114,CK 97958,USD,17810.73,17810.73,NULL,NULL,NULL
1882,UACASH,0,5,RT,2019-07-26 00:00:00,2019-07-26 00:00:00,1114,CK 97958,USD,16165.13,16165.13,NULL,NULL,NULL
1883,POSTCASH,0,1,RT,2019-07-31 00:00:00,2019-08-01 00:00:00,1108,CK 168946,USD,827.56,827.56,NULL,NULL,NULL
1884,POSTCASH,0,1,RT,2019-07-31 00:00:00,2019-08-01 00:00:00,1610,CK 36944,USD,3394.75,3394.75,NULL,NULL,NULL
1885,POSTCASH,0,2,RT,2019-07-31 00:00:00,2019-08-01 00:00:00,1137,CK 670864,USD,5786.67,5786.67,NULL,NULL,NULL
1886,POSTCASH,0,1,RT,2019-08-02 00:00:00,2019-08-06 00:00:00,1848,WIRE 8-2-19,USD,2829.4,2829.4,NULL,NULL,NULL
1887,POSTCASH,0,6,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1114,CK98077,USD,22812.12,22812.12,NULL,NULL,NULL
1888,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1126,CK 35418,USD,4125,4125,NULL,NULL,NULL
1889,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1900,CK 9085,USD,1710,1710,NULL,NULL,NULL
1890,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1757,CK 5349,USD,5668,5668,NULL,NULL,NULL
1891,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1549,CK 20013546,USD,6989.2,6989.2,NULL,NULL,NULL
1892,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1549,CK 20013586,USD,9973.96,9973.96,NULL,NULL,NULL
1893,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1128,CK 45255,USD,5462.24,5462.24,NULL,NULL,NULL
1894,POSTCASH,0,1,RT,2019-08-07 00:00:00,2019-08-07 00:00:00,1137,CK 671333,USD,6829.5,6829.5,NULL,NULL,NULL
1895,POSTCASH,0,1,RT,2019-08-09 00:00:00,2019-08-12 00:00:00,1104,CK 26543,USD,6654.6,6654.6,NULL,NULL,NULL
1896,POSTCASH,0,2,RT,2019-08-09 00:00:00,2019-08-12 00:00:00,1565,CK 1398,USD,6062.4,6062.4,NULL,NULL,NULL
1897,POSTCASH,0,2,RT,2019-08-09 00:00:00,2019-08-12 00:00:00,1299,WIRE8-9-19,USD,7811.94,7811.94,NULL,NULL,NULL
1898,POSTCASH,0,1,RT,2019-08-12 00:00:00,2019-08-12 00:00:00,1879,ACH 8-12-19,USD,1578,1578,NULL,NULL,NULL
1899,POSTCASH,0,1,RT,2019-08-09 00:00:00,2019-08-12 00:00:00,1662,DEP 8-9-19,USD,1894.3,1894.3,NULL,NULL,NULL
1900,UNDO-POSTCASH,0,1,SA,2019-08-09 00:00:00,2019-08-12 00:00:00,1662,DEP 8-9-19,USD,1894.3,1894.3,NULL,NULL,NULL
1901,UACASH,0,1,RT,2019-08-12 00:00:00,2019-08-12 00:00:00,1662,DEP 7-10-19,USD,1800,1800,NULL,NULL,NULL
1902,POSTCASH,0,1,RT,2019-08-09 00:00:00,2019-08-12 00:00:00,1662,DEP 8-9-19,USD,1894.3,1894.3,NULL,NULL,NULL
1903,POSTCASH,0,2,RT,2019-08-14 00:00:00,2019-08-14 00:00:00,1757,CK 5367,USD,11159.2,11159.2,NULL,NULL,NULL
1904,POSTCASH,0,1,RT,2019-08-14 00:00:00,2019-08-14 00:00:00,1778,CK 8311,USD,10800.4,10800.4,NULL,NULL,NULL
1905,POSTCASH,0,1,RT,2019-08-14 00:00:00,2019-08-16 00:00:00,1482,WIRE8-14-19,USD,4056,4056,NULL,NULL,NULL
1906,POSTCASH,0,1,RT,2019-08-16 00:00:00,2019-08-19 00:00:00,1128,CK 45337,USD,1561.41,1561.41,NULL,NULL,NULL
1907,POSTCASH,0,1,RT,2019-08-16 00:00:00,2019-08-19 00:00:00,1712,CK 19980,USD,4040.4,4040.4,NULL,NULL,NULL
1908,POSTCASH,0,1,RT,2019-08-19 00:00:00,2019-08-20 00:00:00,1882,ACH 8-19-19,USD,6423.2,6423.2,NULL,NULL,NULL
1909,POSTCASH,0,1,RT,2019-08-20 00:00:00,2019-08-21 00:00:00,1299,WIRE8-20-19,USD,2826.9,2826.9,NULL,NULL,NULL
1910,POSTCASH,0,2,RT,2019-08-23 00:00:00,2019-08-23 00:00:00,1104,CK 26633,USD,13941.6,13941.6,NULL,NULL,NULL
1911,POSTCASH,0,1,RT,2019-08-23 00:00:00,2019-08-23 00:00:00,1757,CK 5371,USD,5083,5083,NULL,NULL,NULL
1912,POSTCASH,0,1,RT,2019-08-23 00:00:00,2019-08-23 00:00:00,1578,CK 25603,USD,3710.4,3710.4,NULL,NULL,NULL
1913,POSTCASH,0,2,RT,2019-08-23 00:00:00,2019-08-23 00:00:00,1137,CK 672059,USD,3103.58,3103.58,NULL,NULL,NULL
1914,UACASH,0,1,RT,2019-07-10 00:00:00,2019-08-23 00:00:00,1696,ACH 7-10-19,USD,7036,7036,NULL,NULL,NULL
1915,UACASH,0,1,RT,2019-08-23 00:00:00,2019-08-23 00:00:00,1696,ACH 7-10-19,USD,7036,7036,NULL,NULL,NULL
1916,UACASH,0,1,RT,2019-08-23 00:00:00,2019-08-26 00:00:00,1630,WIRE8-23-19,USD,19966,19966,NULL,NULL,NULL
1917,POSTCASH,0,2,RT,2019-08-23 00:00:00,2019-08-26 00:00:00,1866,ACH 8-23-19,USD,5343.84,5343.84,NULL,NULL,NULL
1918,UACASH,0,3,RT,2019-08-26 00:00:00,2019-08-26 00:00:00,1630,WIRE8-23-19,USD,19966,19966,NULL,NULL,NULL
1919,POSTCASH,0,1,RT,2019-08-26 00:00:00,2019-08-26 00:00:00,1128,CK 45435,USD,1481.43,1481.43,NULL,NULL,NULL
1920,POSTCASH,0,1,RT,2019-08-29 00:00:00,2019-09-03 00:00:00,1549,CK 20013762,USD,4334.4,4334.4,NULL,NULL,NULL
