ReceiptID,BuySellNo,Amount,FxAmount,CurrencyCd,CheckNo,PaymentDt,EntryDt,DiscountAmt,LedgerID,PostingType,Reference,DepositDate,ARBatchNo
11649,53654,994.51,994.51,USD,CK 706387,2021-05-27 00:00:00,2021-05-27 00:00:00,0,NULL,CRE,,NULL,2722
11650,53801,1435.2,1435.2,USD,CK 706387,2021-05-27 00:00:00,2021-05-27 00:00:00,0,NULL,CRE,,NULL,2722
11651,53653,1689.8,1689.8,USD,CK 706387,2021-05-27 00:00:00,2021-05-27 00:00:00,0,NULL,CRE,,NULL,2722
11652,53792,1861.2,1861.2,USD,CK 706387,2021-05-27 00:00:00,2021-05-27 00:00:00,0,NULL,CRE,,NULL,2722
11653,53799,3460,3460,USD,ACH052821,2021-05-28 00:00:00,2021-05-28 00:00:00,0,NULL,CRE,,NULL,2723
11654,53686,3924.24,3924.24,USD,ACH052821,2021-05-28 00:00:00,2021-05-28 00:00:00,0,NULL,CRE,,NULL,2724
11655,53800,1354,1354,USD,ACH060121,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2725
11656,53825,1566.48,1566.48,USD,ACH060121,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2725
11657,53843,1556,1556,USD,ACH060121,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2725
11658,53859,3759,3759,USD,ACH060121,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2725
11659,53932R,-207.78,-207.78,USD,53932RR,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2726
11660,I1459707,207.78,207.78,USD,53932RR,2021-06-01 00:00:00,2021-06-01 00:00:00,0,NULL,CRE,,NULL,2726
11661,53705,9460.8,9460.8,USD,CK 2250,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2727
11662,53826,3448.5,3448.5,USD,CK 7625,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2728
11663,53798,2004.84,2004.84,USD,CK 706805,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2729
11664,53788,2280.96,2280.96,USD,CK 706805,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2729
11665,53809,2644.51,2644.51,USD,CK 706805,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2729
11666,53805,1755.12,1755.12,USD,CK 706805,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2729
11667,53789,2237.77,2237.77,USD,CK 706805,2021-06-03 00:00:00,2021-06-03 00:00:00,0,NULL,CRE,,NULL,2729
11668,53829,5658,5658,USD,ACH060721,2021-06-07 00:00:00,2021-06-07 00:00:00,0,NULL,CRE,,NULL,2730
11669,53852,360,360,USD,ACH060421,2021-06-04 00:00:00,2021-06-04 00:00:00,0,NULL,CRE,,NULL,2731
11670,53850,1013,1013,USD,ACH060421,2021-06-04 00:00:00,2021-06-04 00:00:00,0,NULL,CRE,,NULL,2731
11671,53851,9893.94,9893.94,USD,CK 77329,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2732
11672,53765,3340.48,3340.48,USD,CK 7686,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2733
11673,53847,25110.09,25110.09,USD,CK 57643,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2734
11674,53849,15902.62,15902.62,USD,CK 2255,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2735
11675,53697,5675.8,5675.8,USD,CK 977013,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2736
11676,53803,2018.4,2018.4,USD,CK 44512,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2737
11677,53823,1986,1986,USD,CK 707232,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2738
11678,53822,2030.4,2030.4,USD,CK 707232,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2738
11679,53827,1132.8,1132.8,USD,CK 707232,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2738
11680,53711,4141.48,4141.48,USD,CK 076359,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2739
11681,53737,7355.04,7355.04,USD,CK 076359,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2739
11682,53830,10776.3,10776.3,USD,CK 8099,2021-06-09 00:00:00,2021-06-09 00:00:00,0,NULL,CRE,,NULL,2740
11683,53913,1500,1500,USD,WIR061021,2021-06-10 00:00:00,2021-06-10 00:00:00,0,NULL,CRE,,NULL,2741
11684,53844,3562.35,3562.35,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2742
11685,53852,1729.8,1729.8,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2742
11686,53848,1906,1906,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2742
11687,53831,7529.96,7529.96,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2743
11688,53846,1826,1826,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2744
11689,53816,2209.35,2209.35,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2744
11690,53819,1765.92,1765.92,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2744
11691,53839,985.6,985.6,USD,ACH061121,2021-06-11 00:00:00,2021-06-11 00:00:00,0,NULL,CRE,,NULL,2744
11692,53813,8132.4,8132.4,USD,CK 113943,2021-06-14 00:00:00,2021-06-14 00:00:00,0,NULL,CRE,,NULL,2745
11693,53861,1806.75,1806.75,USD,CK 7743,2021-06-14 00:00:00,2021-06-14 00:00:00,0,NULL,CRE,,NULL,2746
11694,53862,8901.6,8901.6,USD,CK60142/313,2021-06-15 00:00:00,2021-06-15 00:00:00,0,NULL,CRE,,NULL,2747
11695,53836,8608,8608,USD,ACH061521,2021-06-15 00:00:00,2021-06-15 00:00:00,0,NULL,CRE,,NULL,2748
11696,53838,2614.5,2614.5,USD,ACH061521,2021-06-15 00:00:00,2021-06-15 00:00:00,0,NULL,CRE,,NULL,2749
11697,53739,4010.4,4010.4,USD,CK 076393,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2750
11698,53753,6052.8,6052.8,USD,CK 076393,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2750
11699,53651,435.1,435.1,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2751
11700,53873,6465.57,6465.57,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2752
11701,53726,1013.37,1013.37,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2753
11702,53734,2593.3,2593.3,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2753
11703,53700,833.42,833.42,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2753
11704,53811,8074,8074,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2754
11705,53881,4338.06,4338.06,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2754
11706,53834,6936,6936,USD,ACH061821,2021-06-18 00:00:00,2021-06-18 00:00:00,0,NULL,CRE,,NULL,2754
11707,53857,3989.04,3989.04,USD,CK 7822,2021-06-22 00:00:00,2021-06-22 00:00:00,0,NULL,CRE,,NULL,2755
11708,53776,9214.43,9214.43,USD,CK 2268,2021-06-22 00:00:00,2021-06-22 00:00:00,0,NULL,CRE,,NULL,2756
11709,53884,17384.9,17384.9,USD,CK 060878,2021-06-22 00:00:00,2021-06-22 00:00:00,0,NULL,CRE,,NULL,2757
11710,53837,13772.5,13772.5,USD,CK 107485,2021-06-22 00:00:00,2021-06-22 00:00:00,0,NULL,CRE,,NULL,2758
11711,53866,6735.6,6735.6,USD,ACH062221,2021-06-22 00:00:00,2021-06-22 00:00:00,0,NULL,CRE,,NULL,2759
11712,53815,12964.8,12964.8,USD,CK 107370,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2760
11713,53821,14679.5,14679.5,USD,CK 107370,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2760
11714,53910,15388.8,15388.8,USD,QCH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2761
11715,53715,5288.85,5288.85,USD,ACH062421,2021-06-24 00:00:00,2021-06-24 00:00:00,0,NULL,CRE,,NULL,2762
11716,53840,4408.8,4408.8,USD,ACH062421,2021-06-24 00:00:00,2021-06-24 00:00:00,0,NULL,CRE,,NULL,2762
11717,53863,1454,1454,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2763
11718,53882,1051.2,1051.2,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2763
11719,53872,2487.94,2487.94,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2763
11720,53887,1423.2,1423.2,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2763
11721,53880,1676.5,1676.5,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2763
11722,53886,8656,8656,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2764
11723,53881,578.34,578.34,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2765
11724,53902,981.6,981.6,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2765
11725,53869,2242,2242,USD,ACH062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2765
11726,53812,12373.85,12373.85,USD,WIR062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2766
11727,53738,2297.46,2297.46,USD,WIR062521,2021-06-25 00:00:00,2021-06-25 00:00:00,0,NULL,CRE,,NULL,2766
11728,53885,903.68,903.68,USD,ACH062821,2021-06-28 00:00:00,2021-06-28 00:00:00,0,NULL,CRE,,NULL,2767
11729,53903,718.4,718.4,USD,CK 1116,2021-06-30 00:00:00,2021-06-30 00:00:00,0,NULL,CRE,,NULL,2768
11730,53911,4329,4329,USD,CK 7941,2021-07-06 00:00:00,2021-07-06 00:00:00,0,NULL,CRE,,NULL,2769
11731,53793,2838.78,2838.78,USD,CK 076446,2021-07-06 00:00:00,2021-07-06 00:00:00,0,NULL,CRE,,NULL,2770
11732,53807,4850.1,4850.1,USD,CK 076446,2021-07-06 00:00:00,2021-07-06 00:00:00,0,NULL,CRE,,NULL,2770
11733,53832,4896,4896,USD,CK 076446,2021-07-06 00:00:00,2021-07-06 00:00:00,0,NULL,CRE,,NULL,2770
11734,53791,15405.12,15405.12,USD,CK 1046205,2021-07-08 00:00:00,2021-07-08 00:00:00,0,NULL,CRE,,NULL,2771
11735,53876,5145.79,5145.79,USD,ACH071221,2021-07-12 00:00:00,2021-07-12 00:00:00,0,NULL,CRE,,NULL,2772
11736,53870,5763.6,5763.6,USD,ACH071221,2021-07-12 00:00:00,2021-07-12 00:00:00,0,NULL,CRE,,NULL,2773
11737,53939,2222,2222,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2774
11738,53732,4060.65,4060.65,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2775
11739,53867,6452.69,6452.69,USD,ACH070821,2021-07-08 00:00:00,2021-07-08 00:00:00,0,NULL,CRE,,NULL,2776
11740,53796,7339.53,7339.53,USD,ACH070821,2021-07-08 00:00:00,2021-07-08 00:00:00,0,NULL,CRE,,NULL,2776
11741,53833,8156,8156,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2777
11742,53924,5100,5100,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2778
11743,53896,5348.2,5348.2,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2778
11744,53934,1812,1812,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2778
11745,53914,1072,1072,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2778
11746,53868,1160.96,1160.96,USD,ACH070221,2021-07-02 00:00:00,2021-07-02 00:00:00,0,NULL,CRE,,NULL,2778
11747,53940,2556,2556,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2779
11748,53941,786.6,786.6,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2779
11749,53936,288.15,288.15,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2779
11750,53980,-2084.72,-2084.72,USD,ACH070921,2021-07-09 00:00:00,2021-07-09 00:00:00,0,NULL,CRE,,NULL,2779
11751,53906,2146.62,2146.62,USD,ACH071321,2021-07-13 00:00:00,2021-07-13 00:00:00,0,NULL,CRE,,NULL,2780
11752,53891,244.8,244.8,USD,CK 8185,2021-07-08 00:00:00,2021-07-08 00:00:00,0,NULL,CRE,,NULL,2781
11753,53890,15537.6,15537.6,USD,CK 107824,2021-07-15 00:00:00,2021-07-15 00:00:00,0,NULL,CRE,,NULL,2782
11754,53904,3899.06,3899.06,USD,CK 7999,2021-07-15 00:00:00,2021-07-15 00:00:00,0,NULL,CRE,,NULL,2783
11755,53877,5472.48,5472.48,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2784
11756,53856,2544,2544,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2785
11757,53935,3151.5,3151.5,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2785
11758,53951,1228.8,1228.8,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2785
11759,53943,1635.9,1635.9,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2785
11760,53956,8824,8824,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2786
11761,53855,1816.81,1816.81,USD,WIR071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2787
11762,53853,11718.9,11718.9,USD,WIR071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2787
11763,53947,5289.6,5289.6,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2788
11764,53944,1766.16,1766.16,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2788
11765,53950,10922.85,10922.85,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2788
11766,53979,351.36,351.36,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2788
11767,53883,2504,2504,USD,ACH071621,2021-07-16 00:00:00,2021-07-16 00:00:00,0,NULL,CRE,,NULL,2789
11768,53968,8520,8520,USD,CK 8225,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2790
11769,53985,9600,9600,USD,CK 8225,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2790
11770,53842,3459,3459,USD,CK 14778,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2791
11771,I1459707,100.22,100.22,USD,CK 8697070,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2792
11772,53820,17593.8,17593.8,USD,CK 1046994,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2793
11773,53865,10024.4,10024.4,USD,CK 1046994,2021-07-19 00:00:00,2021-07-19 00:00:00,0,NULL,CRE,,NULL,2793
11774,53894,7466.8,7466.8,USD,CK 41330040,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2794
11775,53864,12981.2,12981.2,USD,CK 1047990,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2795
11776,53895,18554.8,18554.8,USD,CK 1047990,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2795
11777,53933,12342.4,12342.4,USD,CK 1047990,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2795
11778,53905,3822.5,3822.5,USD,CK 8134,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2796
11779,53981,6025.45,6025.45,USD,CK 8134,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2796
11780,53960,16424.1,16424.1,USD,CK 2296,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2797
11781,53527,-1000,-1000,USD,CK 45820,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2798
11782,53983,5260.2,5260.2,USD,CK 45820,2021-07-21 00:00:00,2021-07-21 00:00:00,0,NULL,CRE,,NULL,2798
11783,53919,1930.12,1930.12,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2799
11784,53962,2329.5,2329.5,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2799
11785,53817,2427.66,2427.66,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2799
11786,53949,11057.7,11057.7,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2800
11787,53938,480,480,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2800
11788,53942,7464,7464,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2800
11789,53920,8363.57,8363.57,USD,ACH072621,2021-07-26 00:00:00,2021-07-26 00:00:00,0,NULL,CRE,,NULL,2801
11790,53946,4961.71,4961.71,USD,ACH072621,2021-07-26 00:00:00,2021-07-26 00:00:00,0,NULL,CRE,,NULL,2801
11791,53952,3646.2,3646.2,USD,ACH072321,2021-07-23 00:00:00,2021-07-23 00:00:00,0,NULL,CRE,,NULL,2802
11792,53927,17679.2,17679.2,USD,CK 108029,2021-07-26 00:00:00,2021-07-26 00:00:00,0,NULL,CRE,,NULL,2803
11793,53925,26877.01,26877.01,USD,CK 108029,2021-07-26 00:00:00,2021-07-26 00:00:00,0,NULL,CRE,,NULL,2803
11794,53986,13155.35,13155.35,USD,CH072721,2021-07-27 00:00:00,2021-07-27 00:00:00,0,NULL,CRE,,NULL,2804
11795,54022,11047.6,11047.6,USD,CH072721,2021-07-27 00:00:00,2021-07-27 00:00:00,0,NULL,CRE,,NULL,2804
11796,53982,5231.4,5231.4,USD,CK 8189,2021-07-27 00:00:00,2021-07-27 00:00:00,0,NULL,CRE,,NULL,2805
11797,53954,18150,18150,USD,CK L048819,2021-07-28 00:00:00,2021-07-28 00:00:00,0,NULL,CRE,,NULL,2806
11798,53945,11660.7,11660.7,USD,WIR070721,2021-07-07 00:00:00,2021-07-07 00:00:00,0,NULL,CRE,,NULL,2807
11799,53961,1632.4,1632.4,USD,ACH073021,2021-07-30 00:00:00,2021-07-30 00:00:00,0,NULL,CRE,,NULL,2808
11800,53970,2724,2724,USD,ACH073021,2021-07-30 00:00:00,2021-07-30 00:00:00,0,NULL,CRE,,NULL,2808
11801,53972,1045.2,1045.2,USD,ACH073021,2021-07-30 00:00:00,2021-07-30 00:00:00,0,NULL,CRE,,NULL,2808
11802,53974,667,667,USD,ACH073021,2021-07-30 00:00:00,2021-07-30 00:00:00,0,NULL,CRE,,NULL,2808
11803,53773,6591.6,6591.6,USD,CK 108075,2021-07-29 00:00:00,2021-07-29 00:00:00,0,NULL,CRE,,NULL,2809
11804,53957,7880,7880,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11805,53959,7620,7620,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11806,53969,1459.5,1459.5,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11807,54000,2710.4,2710.4,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11808,54003,2040,2040,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11809,53997,1665.73,1665.73,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2810
11810,53973,2644.8,2644.8,USD,QCH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2811
11811,53977,545,545,USD,QCH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2811
11812,54011,5255.77,5255.77,USD,QCH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2811
11813,54005,559.8,559.8,USD,QCH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2811
11814,53808,5036.1,5036.1,USD,CK 076562,2021-08-04 00:00:00,2021-08-04 00:00:00,0,NULL,CRE,,NULL,2812
11815,53898,5119.2,5119.2,USD,CK 076562,2021-08-04 00:00:00,2021-08-04 00:00:00,0,NULL,CRE,,NULL,2812
11816,53897,5249.6,5249.6,USD,CK 076562,2021-08-04 00:00:00,2021-08-04 00:00:00,0,NULL,CRE,,NULL,2812
11817,53893,5352,5352,USD,CK 076562,2021-08-04 00:00:00,2021-08-04 00:00:00,0,NULL,CRE,,NULL,2812
11818,53874,1300,1300,USD,CK 5562,2021-08-04 00:00:00,2021-08-04 00:00:00,0,NULL,CRE,,NULL,2813
11819,53909,10507.2,10507.2,USD,CK 41330041,2021-08-05 00:00:00,2021-08-05 00:00:00,0,NULL,CRE,,NULL,2814
11820,53921,6124.8,6124.8,USD,CK 41330041,2021-08-05 00:00:00,2021-08-05 00:00:00,0,NULL,CRE,,NULL,2814
11821,53987,1016.4,1016.4,USD,CK 2008,2021-08-05 00:00:00,2021-08-05 00:00:00,0,NULL,CRE,,NULL,2815
11822,53993,9316.22,9316.22,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2816
11823,53994,9352.5,9352.5,USD,ACH080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2816
11824,53994,14.3,14.3,USD,ACH112020,2021-08-06 00:00:00,2021-08-06 00:00:00,0,1094,UAC,,NULL,2817
11825,53766,262.5,262.5,USD,WIR080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2818
11826,53964,266.75,266.75,USD,WIR080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2818
11827,53722,290,290,USD,WIR080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2818
11828,53900,317.75,317.75,USD,WIR080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2818
11829,53687,358,358,USD,WIR080621,2021-08-06 00:00:00,2021-08-06 00:00:00,0,NULL,CRE,,NULL,2818
11830,53963,14480.67,14480.67,USD, CK L050197,2021-08-11 00:00:00,2021-08-11 00:00:00,0,NULL,CRE,,NULL,2819
11831,53901,4667.63,4667.63,USD,CK 076625,2021-08-12 00:00:00,2021-08-12 00:00:00,0,NULL,CRE,,NULL,2820
11832,53918,4905.75,4905.75,USD,CK 076625,2021-08-12 00:00:00,2021-08-12 00:00:00,0,NULL,CRE,,NULL,2820
11833,54031,7146,7146,USD,ACH081621,2021-08-16 00:00:00,2021-08-16 00:00:00,0,NULL,CRE,,NULL,2821
11834,52736,1645.62,1645.62,USD,ACJ081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2822
11835,52674,854.38,854.38,USD,ACJ081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2822
11836,53975,7753.6,7753.6,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2823
11837,53978,1252,1252,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11838,54004,1845.91,1845.91,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11839,54008,4347,4347,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11840,54009,4396,4396,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11841,54010,3871,3871,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11842,54012,1034.4,1034.4,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11843,54048,1170,1170,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11844,54055,1573,1573,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11845,54057,1960,1960,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11846,54066,2527.2,2527.2,USD,ACH081321,2021-08-13 00:00:00,2021-08-13 00:00:00,0,NULL,CRE,,NULL,2824
11847,54062,12164.4,12164.4,USD,ACH082021,2021-08-20 00:00:00,2021-08-20 00:00:00,0,NULL,CRE,,NULL,2825
11848,54054,1007.98,1007.98,USD,ACH082021,2021-08-20 00:00:00,2021-08-20 00:00:00,0,NULL,CRE,,NULL,2825
11849,54007,9646,9646,USD,ACH082021,2021-08-20 00:00:00,2021-08-20 00:00:00,0,NULL,CRE,,NULL,2826
11850,54019,10389.6,10389.6,USD,ACH082021,2021-08-20 00:00:00,2021-08-20 00:00:00,0,NULL,CRE,,NULL,2826
11851,54020,12230.43,12230.43,USD,ACH082021,2021-08-20 00:00:00,2021-08-20 00:00:00,0,NULL,CRE,,NULL,2826
11852,53955,15179,15179,USD,CK 061173,2021-08-19 00:00:00,2021-08-19 00:00:00,0,NULL,CRE,,NULL,2827
11853,54039,16995.2,16995.2,USD,CK 061173,2021-08-19 00:00:00,2021-08-19 00:00:00,0,NULL,CRE,,NULL,2827
