ReceiptID,BuySellNo,Amount,FxAmount,CurrencyCd,CheckNo,PaymentDt,EntryDt,DiscountAmt,LedgerID,PostingType,Reference,DepositDate,ARBatchNo
13294,55688,3773.5,3773.5,USD,AR092622,2022-09-26 00:00:00,2022-09-26 00:00:00,0,NULL,CRE,,NULL,3706
13295,55475,14430.24,14430.24,USD,CK 00003702,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3707
13296,55574,11575.4,11575.4,USD,CK 00003702,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3707
13297,55285,2691.71,2691.71,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13298,55415,13155.77,13155.77,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13299,55555,3357.79,3357.79,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13300,55561INV,625,625,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13301,55399,1488.52,1488.52,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13302,55601,13336.38,13336.38,USD,CK 001039,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3708
13303,55640,3256,3256,USD,CK 1963,2022-09-29 00:00:00,2022-09-29 00:00:00,0,NULL,CRE,,NULL,3709
13304,55549,5608.2,5608.2,USD,ACH092822,2022-09-28 00:00:00,2022-09-28 00:00:00,0,NULL,CRE,,NULL,3710
13305,55690,8912.4,8912.4,USD,ACH092922,2022-09-29 00:00:00,2022-09-29 00:00:00,0,NULL,CRE,,NULL,3711
13306,55661,3433.32,3433.32,USD,ACJ093022,2022-09-30 00:00:00,2022-09-30 00:00:00,0,NULL,CRE,,NULL,3712
13307,55695,15003,15003,USD,ACJ093022,2022-09-30 00:00:00,2022-09-30 00:00:00,0,NULL,CRE,,NULL,3712
13308,55727,1200,1200,USD,DEP091522,2022-10-03 00:00:00,2022-10-03 00:00:00,0,1145,UAC,,NULL,3713
13309,55508,5172.05,5172.05,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3714
13310,55667,496.8,496.8,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3715
13311,55700,2616,2616,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3715
13312,55611,5742.8,5742.8,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3716
13313,55676,9350,9350,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3717
13314,55502,7049,7049,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3718
13315,55500,4769,4769,USD,ACH100322,2022-10-03 00:00:00,2022-10-03 00:00:00,0,NULL,CRE,,NULL,3719
13316,55534,66,66,USD,OFFSET,2022-10-03 00:00:00,2022-10-03 16:52:47,0,0,OFF,,NULL,NULL
13317,55411,150,150,USD,OFFSET,2022-10-03 00:00:00,2022-10-03 16:53:05,0,0,OFF,,NULL,NULL
13318,55533,150,150,USD,OFFSET,2022-10-03 00:00:00,2022-10-03 16:53:22,0,0,OFF,,NULL,NULL
13319,55710,4200,4200,USD,ACH091922,2022-10-06 00:00:00,2022-10-06 00:00:00,0,1146,UAC,,NULL,3720
13320,55262,5450.4,5450.4,USD,ACH100622,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3721
13321,55575INV,500,500,USD,ACH100622,2022-10-06 00:00:00,2022-10-06 00:00:00,0,NULL,CRE,,NULL,3722
13322,55678,9644.1,9644.1,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3723
13323,55693,11289.2,11289.2,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3724
13324,55691,11570,11570,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3724
13325,55699,10727.6,10727.6,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3724
13326,55619,1280.8,1280.8,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3725
13327,55675,8991.62,8991.62,USD,CK 80624,2022-10-06 00:00:00,2022-10-06 00:00:00,0,NULL,CRE,,NULL,3726
13328,55478,5168.16,5168.16,USD,CK 078008,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3727
13329,55487,5638.14,5638.14,USD,CK 078008,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3727
13330,55242,25000,25000,USD,ACH100722,2022-10-07 00:00:00,2022-10-07 00:00:00,0,NULL,CRE,,NULL,3729
13331,55613,5213.6,5213.6,USD,ACH101122,2022-10-11 00:00:00,2022-10-11 00:00:00,0,NULL,CRE,,NULL,3730
13332,55612,5423.6,5423.6,USD,ACH101122,2022-10-11 00:00:00,2022-10-11 00:00:00,0,NULL,CRE,,NULL,3731
13333,55617,2846.2,2846.2,USD,ACH101222,2022-10-12 00:00:00,2022-10-12 00:00:00,0,NULL,CRE,,NULL,3732
13334,55542,3631.04,3631.04,USD,CK 078045,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3733
13335,55606,1169.75,1169.75,USD,CK 2670,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3734
13336,55623,11528.4,11528.4,USD,CK 114772,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3735
13337,55610,8364,8364,USD,CK 114772,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3735
13338,55665,4194,4194,USD,CK 114772,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3735
13339,55519,7306.2,7306.2,USD,CK 211972,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3736
13340,55522,13041.6,13041.6,USD,CK 211972,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3736
13341,55705,11452.5,11452.5,USD,ACH101422,2022-10-14 00:00:00,2022-10-14 00:00:00,0,NULL,CRE,,NULL,3737
13342,55729,2444,2444,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3738
13343,55757,2692,2692,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3738
13344,55735,3164,3164,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3738
13345,55762,2660,2660,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3738
13346,55241,1000,1000,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13347,55242,18.25,18.25,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13348,55217,8482.1,8482.1,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13349,55257,8492.88,8492.88,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13350,55216,9378.38,9378.38,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13351,55243,24345.5,24345.5,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3739
13352,55426,672.14,672.14,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3740
13353,55485,1682.41,1682.41,USD,ACH101722,2022-10-17 00:00:00,2022-10-17 00:00:00,0,NULL,CRE,,NULL,3740
13354,55631INV,200,200,USD,ACH101822,2022-10-18 00:00:00,2022-10-18 00:00:00,0,NULL,CRE,,NULL,3741
13355,55715INV,200,200,USD,ACH101822,2022-10-18 00:00:00,2022-10-18 00:00:00,0,NULL,CRE,,NULL,3741
13356,55709,2167.2,2167.2,USD,ACH101822,2022-10-18 00:00:00,2022-10-18 00:00:00,0,NULL,CRE,,NULL,3742
13357,55686,10329.2,10329.2,USD,ACH101822,2022-10-18 00:00:00,2022-10-18 00:00:00,0,NULL,CRE,,NULL,3742
13358,55804,5600,5600,USD,WIR100722,2022-10-19 00:00:00,2022-10-19 00:00:00,0,1153,UAC,,NULL,3743
13359,55807,4400,4400,USD,WIR100722,2022-10-19 00:00:00,2022-10-19 00:00:00,0,1153,UAC,,NULL,3744
13360,55805,4200,4200,USD,WIR100722,2022-10-19 00:00:00,2022-10-19 00:00:00,0,1153,UAC,,NULL,3745
13361,55725,4070.4,4070.4,USD,ACH101922,2022-10-19 00:00:00,2022-10-19 00:00:00,0,NULL,CRE,,NULL,3746
13362,55774,7344,7344,USD,ACH101922,2022-10-19 00:00:00,2022-10-19 00:00:00,0,NULL,CRE,,NULL,3747
13363,55646,6473.28,6473.28,USD,ACH101322,2022-10-13 00:00:00,2022-10-13 00:00:00,0,NULL,CRE,,NULL,3748
13364,55701,9381.2,9381.2,USD,ACH102122,2022-10-21 00:00:00,2022-10-21 00:00:00,0,NULL,CRE,,NULL,3749
13365,55742,927.16,927.16,USD,ACH102122,2022-10-21 00:00:00,2022-10-21 00:00:00,0,NULL,CRE,,NULL,3749
13366,55733,14200.09,14200.09,USD,ACH102122,2022-10-21 00:00:00,2022-10-21 00:00:00,0,NULL,CRE,,NULL,3749
13367,55736,1498.5,1498.5,USD,ACH102122,2022-10-21 00:00:00,2022-10-21 00:00:00,0,NULL,CRE,,NULL,3750
13368,55618,17856.72,17856.72,USD,CK 00005371,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3751
13369,55597,12846.4,12846.4,USD,CK 00005371,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3751
13370,55598,12958,12958,USD,CK 00005371,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3751
13371,55732,3772,3772,USD,CK 115003,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3752
13372,55712,2647.4,2647.4,USD,CK 115003,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3752
13373,55647,4337.92,4337.92,USD,CK 078078,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3753
13374,55652,800.8,800.8,USD,CK 4804,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3754
13375,55663,732,732,USD,CK 4804,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3754
13376,55825,1800,1800,USD,CK 6120,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3755
13377,55739,3591.25,3591.25,USD,ACH102422,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3756
13378,55728,9857.75,9857.75,USD,ACH102422,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3757
13379,55730,11469.9,11469.9,USD,ACH102422,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3757
13380,55653,14344.41,14344.41,USD,ACH102422,2022-10-24 00:00:00,2022-10-24 00:00:00,0,NULL,CRE,,NULL,3758
13381,55750,1050,1050,USD,CK 3670,2022-10-25 00:00:00,2022-10-25 00:00:00,0,NULL,CRE,,NULL,3759
13382,55666INV,100,100,USD,CK 08507,2022-10-25 00:00:00,2022-10-25 00:00:00,0,NULL,CRE,,NULL,3760
13383,55830,1200,1200,USD,CK 6130,2022-10-25 00:00:00,2022-10-25 00:00:00,0,NULL,CRE,,NULL,3761
13384,55584,1000,1000,USD,CM 55619,2022-10-25 00:00:00,2022-10-25 00:00:00,0,NULL,CRE,,NULL,3762
13385,55619,-1000,-1000,USD,CM 55619,2022-10-25 00:00:00,2022-10-25 00:00:00,0,NULL,CRE,,NULL,3762
13386,55584,-1000,-1000,USD,CM 55619,2022-10-26 00:00:00,2022-10-26 11:27:25,0,NULL,CRE,UNDO 13384,NULL,3763
13387,55619,1000,1000,USD,CM 55619,2022-10-26 00:00:00,2022-10-26 11:30:33,0,NULL,CRE,UNDO 13385,NULL,3764
13388,55584,950,950,USD,CM 55584,2022-10-26 00:00:00,2022-10-26 00:00:00,0,NULL,CRE,,NULL,3765
13389,55619,-950,-950,USD,CM 55584,2022-10-26 00:00:00,2022-10-26 00:00:00,0,NULL,CRE,,NULL,3765
13390,55720,2633.4,2633.4,USD,ACH102022,2022-10-20 00:00:00,2022-10-20 00:00:00,0,NULL,CRE,,NULL,3766
13391,55702,3313.8,3313.8,USD,ACH102022,2022-10-20 00:00:00,2022-10-20 00:00:00,0,NULL,CRE,,NULL,3766
13392,55723,2808,2808,USD,ACH102722,2022-10-27 00:00:00,2022-10-27 00:00:00,0,NULL,CRE,,NULL,3767
13393,55662,1574.89,1574.89,USD,ACH102622,2022-10-26 00:00:00,2022-10-26 00:00:00,0,NULL,CRE,,NULL,3768
13394,55656A,10251.5,10251.5,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3769
13395,55599A,10494.4,10494.4,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3769
13396,55734,3048,3048,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3770
13397,55731,5336,5336,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3770
13398,55721,5445.6,5445.6,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3770
13399,55752,7239.6,7239.6,USD,AR102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3771
13400,55782,6315,6315,USD,ACH102822,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3772
13401,55671,2464,2464,USD,CK 9607,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3773
13402,55672,3008,3008,USD,CK 9607,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3773
13403,55660,1914,1914,USD,CK 9515,2022-10-28 00:00:00,2022-10-28 00:00:00,0,NULL,CRE,,NULL,3774
13404,55494,7736.8,7736.8,USD,ACH103122,2022-10-31 00:00:00,2022-10-31 00:00:00,0,NULL,CRE,,NULL,3775
13405,55771INV,200,200,USD,ACH110122,2022-11-01 00:00:00,2022-11-01 00:00:00,0,NULL,CRE,,NULL,3776
13406,55740,1700.8,1700.8,USD,ACH110122,2022-11-01 00:00:00,2022-11-01 00:00:00,0,NULL,CRE,,NULL,3777
13407,55716,1724.52,1724.52,USD,ACH110122,2022-11-01 00:00:00,2022-11-01 00:00:00,0,NULL,CRE,,NULL,3777
13408,55787,8860.8,8860.8,USD,CK 115226,2022-11-04 00:00:00,2022-11-04 00:00:00,0,NULL,CRE,,NULL,3778
13409,55654,14560.73,14560.73,USD,ACH110222,2022-11-02 00:00:00,2022-11-02 00:00:00,0,NULL,CRE,,NULL,3779
13410,55769,5202,5202,USD,CK 1086,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3780
13411,55716INV,287.12,287.12,USD,CK 70569,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3781
13412,55523,9629.4,9629.4,USD,CK  212085,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3782
13413,55658,11345.4,11345.4,USD,CK 00006966,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3783
13414,55780,10435,10435,USD,ACH110722,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3784
13415,55754,1372,1372,USD,ACH110722,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3785
13416,55753,2244,2244,USD,ACH110722,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3785
13417,55770,1976,1976,USD,ACH110722,2022-11-07 00:00:00,2022-11-07 00:00:00,0,NULL,CRE,,NULL,3785
13418,55776,9765,9765,USD,ACH110822,2022-11-08 00:00:00,2022-11-08 00:00:00,0,NULL,CRE,,NULL,3786
13419,55827,9133.5,9133.5,USD,ACH110822,2022-11-08 00:00:00,2022-11-08 00:00:00,0,NULL,CRE,,NULL,3786
13420,55756,1058.16,1058.16,USD,ACH110922,2022-11-09 00:00:00,2022-11-09 00:00:00,0,NULL,CRE,,NULL,3788
13421,55828,817.81,817.81,USD,ACH110922,2022-11-09 00:00:00,2022-11-09 00:00:00,0,NULL,CRE,,NULL,3788
13422,55717,14942.88,14942.88,USD,CK 00007414,2022-11-11 00:00:00,2022-11-11 00:00:00,0,NULL,CRE,,NULL,3789
13423,55722,9890,9890,USD,CK 00007414,2022-11-11 00:00:00,2022-11-11 00:00:00,0,NULL,CRE,,NULL,3789
13424,55753INV,200,200,USD,CK 19305,2022-11-11 00:00:00,2022-11-11 00:00:00,0,NULL,CRE,,NULL,3790
13425,55754INV,1100,1100,USD,CK 19305,2022-11-11 00:00:00,2022-11-11 00:00:00,0,NULL,CRE,,NULL,3790
13426,55809,9393.72,9393.72,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3791
13427,55824,9002.91,9002.91,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3791
13428,54933,100,100,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3792
13429,55741,8792.49,8792.49,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3792
13430,55714,486.6,486.6,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3792
13431,55777,2392,2392,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3793
13432,55786,2426.4,2426.4,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3793
13433,55785,2862,2862,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3793
13434,55793,1626.4,1626.4,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3793
13435,55743,2064,2064,USD,ACH111422,2022-11-14 00:00:00,2022-11-14 00:00:00,0,NULL,CRE,,NULL,3793
13436,55783,3920,3920,USD,CK 1149,2022-11-15 00:00:00,2022-11-15 00:00:00,0,NULL,CRE,,NULL,3794
13437,55577,6279,6279,USD,CK 316883,2022-11-15 00:00:00,2022-11-15 00:00:00,0,NULL,CRE,,NULL,3795
13438,55868INV,200,200,USD,CK 3415,2022-11-15 00:00:00,2022-11-15 00:00:00,0,NULL,CRE,,NULL,3796
13439,55898INV,1200,1200,USD,ACH111522,2022-11-15 00:00:00,2022-11-15 00:00:00,0,NULL,CRE,,NULL,3797
13440,55609,19653.82,19653.82,USD,WIR111622,2022-11-16 00:00:00,2022-11-16 00:00:00,0,NULL,CRE,,NULL,3798
13441,55620,4636.42,4636.42,USD,WIR111622,2022-11-16 00:00:00,2022-11-16 00:00:00,0,NULL,CRE,,NULL,3798
13442,55507,3504.78,3504.78,USD,WIR111622,2022-11-16 00:00:00,2022-11-16 00:00:00,0,NULL,CRE,,NULL,3798
13443,55831,1384.14,1384.14,USD,ACH111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3799
13444,55801,2064,2064,USD,ACH111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3800
13445,55891,2424,2424,USD,AR111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3801
13446,55873,2804,2804,USD,AR111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3801
13447,55862,2688,2688,USD,AR111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3801
13448,55803,2696,2696,USD,AR111822,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3801
13449,55704,-3300,-3300,USD,CM 55704,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3802
13450,55782,3300,3300,USD,CM 55704,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3802
13451,55704,-575,-575,USD,CM 55704,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3803
13452,55831,575,575,USD,CM 55704,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3803
13453,55819,864.05,864.05,USD,CK 119948,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3804
13454,55798,910.54,910.54,USD,CK 119948,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3804
13455,55832,1137,1137,USD,CK 119948,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3804
13456,55760,8770.5,8770.5,USD,CK 7570,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3805
13457,55759,9490.5,9490.5,USD,CK 7570,2022-11-18 00:00:00,2022-11-18 00:00:00,0,NULL,CRE,,NULL,3805
13458,55659,11178,11178,USD,CK 00007920,2022-11-21 00:00:00,2022-11-21 00:00:00,0,NULL,CRE,,NULL,3806
13459,55814,1418.58,1418.58,USD,ACH112122,2022-11-21 00:00:00,2022-11-21 00:00:00,0,NULL,CRE,,NULL,3807
13460,55802,1846.4,1846.4,USD,ACH112122,2022-11-21 00:00:00,2022-11-21 00:00:00,0,NULL,CRE,,NULL,3807
13461,55800,1904,1904,USD,ACH112122,2022-11-21 00:00:00,2022-11-21 00:00:00,0,NULL,CRE,,NULL,3807
13462,55826,1942.4,1942.4,USD,ACH112122,2022-11-21 00:00:00,2022-11-21 00:00:00,0,NULL,CRE,,NULL,3807
13463,55799,1369.05,1369.05,USD,CK 2698,2022-11-22 00:00:00,2022-11-22 00:00:00,0,NULL,CRE,,NULL,3808
13464,55908,1943,1943,USD,CK 115507,2022-11-22 00:00:00,2022-11-22 00:00:00,0,NULL,CRE,,NULL,3809
13465,55905,6009,6009,USD,CK 115507,2022-11-22 00:00:00,2022-11-22 00:00:00,0,NULL,CRE,,NULL,3809
13466,55703,13826.12,13826.12,USD,ACH112322,2022-11-23 00:00:00,2022-11-23 00:00:00,0,NULL,CRE,,NULL,3810
13467,55878,2916,2916,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13468,55892,3832,3832,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13469,55916,4284,4284,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13470,55885,3464,3464,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13471,55889,2719,2719,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13472,55903,2796,2796,USD,ACH112522,2022-11-25 00:00:00,2022-11-25 00:00:00,0,NULL,CRE,,NULL,3811
13473,55863,1362.4,1362.4,USD,ACH112822,2022-11-28 00:00:00,2022-11-28 00:00:00,0,NULL,CRE,,NULL,3812
13474,55751,8637.2,8637.2,USD,ACH112822,2022-11-28 00:00:00,2022-11-28 00:00:00,0,NULL,CRE,,NULL,3813
13475,55857,2179.74,2179.74,USD,ACH112822,2022-11-28 00:00:00,2022-11-28 00:00:00,0,NULL,CRE,,NULL,3814
13476,55861,13922.3,13922.3,USD,ACH120122,2022-12-01 00:00:00,2022-12-01 00:00:00,0,NULL,CRE,,NULL,3815
13477,55775,5356.8,5356.8,USD,CK 1287,2022-12-01 00:00:00,2022-12-01 00:00:00,0,NULL,CRE,,NULL,3816
13478,55779,2611.8,2611.8,USD,CK 9860,2022-12-01 00:00:00,2022-12-01 00:00:00,0,NULL,CRE,,NULL,3817
13479,55793INV,845,845,USD,CK 19402,2022-12-02 00:00:00,2022-12-02 00:00:00,0,NULL,CRE,,NULL,3818
13480,55887,10996.2,10996.2,USD,ACH120222,2022-12-02 00:00:00,2022-12-02 00:00:00,0,NULL,CRE,,NULL,3819
13481,55829,9128.7,9128.7,USD,ACH110322,2022-11-03 00:00:00,2022-11-03 00:00:00,0,NULL,CRE,,NULL,3820
13482,55913,7135.2,7135.2,USD,ACH120522,2022-12-05 00:00:00,2022-12-05 00:00:00,0,NULL,CRE,,NULL,3821
13483,55864,9658,9658,USD,ACH120522,2022-12-05 00:00:00,2022-12-05 00:00:00,0,NULL,CRE,,NULL,3822
13484,55874,7481.27,7481.27,USD,ACH120522,2022-12-05 00:00:00,2022-12-05 00:00:00,0,NULL,CRE,,NULL,3822
13485,55879,9036.4,9036.4,USD,ACH120522,2022-12-05 00:00:00,2022-12-05 00:00:00,0,NULL,CRE,,NULL,3822
13486,55631,148.05,148.05,USD,OFFSET,2022-12-05 00:00:00,2022-12-05 15:50:12,0,0,OFF,,NULL,NULL
13487,55715,67.08,67.08,USD,OFFSET,2022-12-05 00:00:00,2022-12-05 15:50:23,0,0,OFF,,NULL,NULL
13488,55771,33.27,33.27,USD,OFFSET,2022-12-05 00:00:00,2022-12-05 15:50:33,0,0,OFF,,NULL,NULL
13489,55856,107.7,107.7,USD,OFFSET,2022-12-05 00:00:00,2022-12-05 15:50:44,0,0,OFF,,NULL,NULL
13490,55815,2570.4,2570.4,USD,ACH120622,2022-12-06 00:00:00,2022-12-06 00:00:00,0,NULL,CRE,,NULL,3823
13491,55859,5011.2,5011.2,USD,ACH120622,2022-12-06 00:00:00,2022-12-06 00:00:00,0,NULL,CRE,,NULL,3823
13492,55868,2003.2,2003.2,USD,ACH120622,2022-12-06 00:00:00,2022-12-06 00:00:00,0,NULL,CRE,,NULL,3823
13493,55883,3528,3528,USD,ACH120222,2022-12-08 00:00:00,2022-12-08 00:00:00,0,1159,UAC,,NULL,3825
13494,55914,5660,5660,USD,ACH120222,2022-12-08 00:00:00,2022-12-08 00:00:00,0,1159,UAC,,NULL,3825
13495,55926,3432,3432,USD,ACH120222,2022-12-08 00:00:00,2022-12-08 00:00:00,0,1159,UAC,,NULL,3825
13496,55918,3152,3152,USD,ACH120222,2022-12-08 00:00:00,2022-12-08 00:00:00,0,1159,UAC,,NULL,3825
13497,55917,8937.64,8937.64,USD,ACH121222,2022-12-12 00:00:00,2022-12-12 00:00:00,0,NULL,CRE,,NULL,3826
13498,55904,1812.6,1812.6,USD,ACH120922,2022-12-09 00:00:00,2022-12-09 00:00:00,0,NULL,CRE,,NULL,3827
13499,55920,2060,2060,USD,ACH120922,2022-12-09 00:00:00,2022-12-09 00:00:00,0,NULL,CRE,,NULL,3827
13500,55925,2832,2832,USD,ACH120922,2022-12-09 00:00:00,2022-12-09 00:00:00,0,NULL,CRE,,NULL,3827
