CRA_ID,CT_ID,RoleNm
2630,70150001,Billing
2631,70200001,Pricing
2632,70250001,Pricing
2633,70300001,Billing
2634,70350001,Collections
2635,70400001,Primary
2637,70500001,Collections
2638,70550001,Billing
2639,70600001,Pricing
2640,70650001,Primary
2641,70700001,Primary
2642,70750001,Primary
2643,70800001,Primary
2644,70850001,Collections
2645,70900001,Pricing
2646,70950001,Billing
2647,71000001,Billing
2648,71050001,Pricing
2649,71100001,Collections
2650,71150001,Primary
2651,71200001,Primary
2652,71250001,Collections
2653,71300001,Pricing
2654,71350001,Billing
2655,71400001,Billing
2656,71450001,Collections
2657,71500001,Primary
2658,71550001,Primary
2659,71600001,Primary
2660,71650001,Collections
2661,71700001,Billing
2662,71750001,Pricing
2663,71800001,Primary
2664,71850001,Primary
2667,72000001,Primary
2668,72050001,Collections
2671,72200001,Billing
2672,72250001,Pricing
2673,72300001,Collections
2674,72350001,Primary
2675,72400001,Primary
2676,72450001,Primary
2677,72500001,Collections
2678,72550001,Pricing
2679,72600001,Billing
2682,72750001,Primary
2683,72800001,Collections
2684,72850001,Billing
2685,72900001,Pricing
2688,73050001,Collections
2690,73150001,Primary
2691,73200001,Collections
2694,73350001,Pricing
2695,73400001,Billing
2696,73450001,Collections
2697,73500001,Primary
2698,73550001,Primary
2699,73600001,Collections
2700,73650001,Billing
2701,73700001,Pricing
2702,73750001,Primary
2704,73850001,Collections
2707,74050001,Collections
2709,74150001,Primary
2710,74200001,Collections
2711,74250001,AR/AP
2712,74300001,Primary
2713,74350001,Collections
2714,74400001,Primary
2715,74450001,Collections
2716,74500001,Primary
2717,74550001,Primary
2729,74900001,Primary
2730,74950001,Primary
2732,75050001,Primary
2734,75150001,Primary
2735,75300001,Primary
2736,75350001,Collections
2737,75400001,Primary
2738,75450001,Collections
2740,75500001,Operations Mgr
2741,75550001,Primary
2742,75600001,Collections
2743,75650001,Primary
2744,75700001,Primary
2745,75750001,Collections
2747,75850001,AR/AP
2749,75950001,Primary
2750,76000001,Primary
2753,41950001,Collections
2754,29800001,Billing
2755,29800001,Primary
2756,76300001,Primary
2757,76350001,Collections
2758,76400001,Primary
2759,76450001,Collections
2760,76500001,Primary
2761,76550001,Primary
2762,76700001,Owner
2764,76800001,Primary
2765,76850001,Primary
2766,76900001,Collections
2767,76950001,Sales
2773,77250001,Sales
2775,77400001,Primary
2776,33350001,Primary
2780,77550001,Primary
2781,77600001,Primary
2782,77650001,Primary
2783,77700001,Admin:Pics/Docs
2784,51300001,Operations Mgr
2785,77750001,Freight
2786,77800001,Primary
2787,77850001,Collections
2788,77950001,Ship / Del Appt
2789,78000001,Primary
2793,78400001,Primary
2794,78450001,Collections
2799,78650001,Collections
2800,78700001,Primary
2805,67900001,Primary
2806,64550001,Primary
2807,69250001,Primary
2808,65100001,Primary
2810,67150001,Primary
2813,67650001,Primary
2814,78750001,Collections
2818,69000001,Primary
2819,78950001,Collections
2821,79000001,Collections
2841,79150001,Collections
2842,79200001,Primary
2844,33450001,Collections
2845,33450001,Primary
2847,43300001,Collections
2849,79250001,AR/AP
2850,79300001,Primary
2851,79350001,Collections
2862,79400001,Primary
2863,79450001,Collections
2864,79500001,Primary
2865,79550001,Collections
2869,17300001,DM
2870,17300001,Primary
2876,16700001,Primary
2887,79800001,Primary
2890,74600001,Collections
2891,79950001,Primary
2900,80100001,Collections
2902,80050001,Primary
2903,80150001,Primary
2904,80300001,Ship / Del Appt
2905,80350001,Collections
2906,80200001,Sales
2914,80500001,DM
2917,80650001,Primary
2918,80700001,Collections
2919,80750001,Primary
2920,80800001,Collections
2922,80900001,Collections
2924,81000001,Collections
2925,43350001,Collections
2926,12250001,DM
2927,80600001,Collections
2928,80550001,Primary
2930,81150001,Primary
2931,81300001,Primary
2932,81350001,Primary
2933,81400001,Collections
2935,81550001,Collections
2938,61600001,Collections
2939,40250001,Collections
2946,250001,DM
2947,250001,Pricing
2948,250001,RR
2949,81950001,Primary
2950,82100001,Ship / Del Appt
2957,66900001,Collections
2961,52050001,Collections
2962,82400001,Primary
2966,50900001,DM
2967,50900001,Primary
2974,78100001,Primary
2975,82200001,Collections
2981,79750001,Ship / Del Appt
2984,17100001,Primary
2988,82700001,Primary
2991,51950001,AR/AP
2996,82900001,Ship / Del Appt
3002,82950001,Admin:Pics/Docs
3003,82950001,Ship / Del Appt
3004,82250001,Primary
3014,83050001,Primary
3015,83250001,Admin:Pics/Docs
3016,83250001,Ship / Del Appt
3017,83300001,Collections
3018,83100001,DM
3019,75900001,Collections
3020,83350001,Sales
3028,83550001,Primary
3029,28900001,Primary
3034,41300001,Collections
3035,64300001,Collections
3036,39600001,Primary
3041,83500001,AR/AP
3042,83500001,Collections
3044,83650001,AR/AP
3045,83650001,Collections
3047,16550001,Primary
3048,51200001,Primary
3053,83750001,Collections
3055,83800001,Collections
3056,83850001,Collections
3057,83900001,Collections
3058,83950001,Collections
3059,84000001,Collections
3060,84050001,Collections
3061,73100001,Admin:Pics/Docs
3062,73100001,Operations Mgr
3063,73100001,Primary
3064,73100001,Sales
3065,84100001,Collections
3066,84150001,Collections
3067,84200001,Collections
3068,84250001,Primary
3077,83400001,Admin:Pics/Docs
3086,51750001,Operations Mgr
3099,84300001,Collections
3100,84300001,AR/AP
3101,60300001,Primary
3105,85150001,Collections
3106,85000001,Primary
3107,85200001,Collections
3113,37150001,Collections
3114,37150001,Primary
3117,34700001,Collections
3118,34700001,Primary
3119,39150001,Primary
3120,31600001,Collections
3121,31600001,Primary
3122,33300001,Collections
3123,33300001,Primary
3132,13550001,Collections
3133,35550001,Primary
3134,82450001,Primary
3135,85250001,Collections
3136,36550001,Primary
3137,85300001,Collections
3138,85350001,Collections
3145,34000001,Primary
3146,85400001,Collections
3147,85450001,Collections
3148,85500001,Collections
3149,79050001,Primary
3150,85550001,Collections
3151,85600001,Collections
3152,85650001,Collections
3153,31950001,Primary
3154,85700001,Collections
3155,36600001,Primary
3156,85750001,Collections
3157,74100001,AR/AP
3158,74100001,Collections
3159,85800001,Collections
3160,85850001,Collections
3161,85900001,Collections
3167,12850001,Pricing
3168,34750001,Collections
3169,34750001,Primary
3172,37300001,Primary
3173,30550001,Primary
3174,64350001,Primary
3175,85950001,Collections
3178,75100001,Primary
3179,86000001,Collections
3180,86050001,Collections
3181,32750001,Primary
3182,12000001,Collections
3183,86100001,Collections
3184,86150001,Collections
3185,36400001,Primary
3187,52800001,Collections
3189,12300001,Collections
3190,33750001,Primary
3191,63900001,Primary
3192,86200001,Collections
3194,32350001,Primary
3195,86250001,Collections
3197,12550001,Collections
3198,34200001,Primary
3203,86450001,Primary
3204,86500001,Collections
3209,86350001,Primary
3210,86700001,Ship / Del Appt
3212,86750001,Collections
3213,61800001,Primary
3215,31750001,Primary
3217,42600001,Collections
3218,32200001,Primary
3219,86800001,Collections
3220,73800001,Primary
3222,86850001,Collections
3225,24550001,Primary
3228,35700001,Primary
3229,86900001,Collections
3230,36100001,Primary
3235,87050001,Ship / Del Appt
3236,87150001,Ship / Del Appt
3237,87200001,Primary
3238,87250001,Collections
3239,87300001,Primary
3240,87550001,Primary
3241,87600001,Ship / Del Appt
3242,87650001,Ship / Del Appt
3243,87700001,Primary
3244,87750001,Collections
3245,87800001,Primary
3246,87850001,Collections
3247,87900001,Primary
3248,87950001,Collections
3250,88050001,Ship / Del Appt
3253,80450001,Collections
3254,80450001,RR
3260,88300001,Collections
3261,88350001,Collections
3262,88150001,Ship / Del Appt
3263,88450001,Primary
3264,88500001,Primary
3265,88550001,Collections
3266,88600001,Primary
3269,78900001,Collections
3272,89000001,Primary
3273,89050001,Collections
3275,89600001,DM
3276,89650001,Primary
3279,89800001,Collections
3284,90200001,Primary
3286,89750001,Primary
3287,89750001,Sales
3290,50350001,Freight
3291,50350001,Sales
3292,71950001,Primary
3293,90350001,Ship / Del Appt
3294,90450001,Primary
3295,90500001,Collections
3296,90550001,Collections
3308,90700001,Primary
3309,90750001,Collections
3310,90800001,Primary
3311,90850001,Collections
3316,90900001,Ship / Del Appt
3324,91150001,Sales
3331,91300001,Admin:Pics/Docs
3332,91350001,Primary
3333,91400001,Collections
3334,91450001,Primary
3335,91500001,Collections
3336,91550001,Primary
3337,91650001,Primary
3338,91700001,Collections
3339,91750001,Primary
3340,91800001,Collections
3343,90950001,Primary
3344,91850001,Collections
3345,91900001,Admin:Pics/Docs
3347,91950001,Ship / Del Appt
3358,92450001,Ship / Del Appt
3359,77000001,Collections
3360,56000001,Primary
3367,35500001,Collections
3369,92600001,Primary
3371,90300001,Ship / Del Appt
3372,92650001,Primary
3375,87000001,Operations Mgr
3376,87000001,Ship / Del Appt
3378,40550001,Admin:Pics/Docs
3389,49950001,Collections
3392,88950001,Pricing
3395,74800001,Admin:Pics/Docs
3400,36650001,Primary
3413,93250001,Primary
3414,93300001,Collections
3415,93350001,Collections
3418,93450001,Primary
3419,93500001,Collections
3420,15800001,Collections
3423,77200001,Sales
3424,79850001,Collections
3429,89700001,AR/AP
3432,93700001,Ship / Del Appt
3433,93950001,Primary
3434,94000001,Primary
3435,94050001,Collections
3438,94150001,Collections
3439,94200001,Collections
3440,94250001,Collections
3442,41400001,Collections
3443,25000001,Primary
3444,25000001,Collections
3450,62650001,Collections
3451,94350001,Primary
3452,52750001,Collections
3453,31150001,Primary
3459,94400001,Primary
3461,49050001,Admin:Pics/Docs
3462,49050001,Ship / Del Appt
3463,94650001,Primary
3464,94700001,Collections
3466,94950001,DM Assistant
3467,95100001,Primary
3468,95150001,Collections
3474,95200001,Collections
3475,89900001,Collections
3476,95250001,Operations Mgr
3477,95300001,Admin:Pics/Docs
3478,95300001,RR
3480,95350001,DM
3484,76150001,Operations Mgr
3494,95750001,Primary
3495,95800001,Collections
3496,95950001,Primary
3498,95850001,Sales
3499,95900001,Collections
3507,96000001,Collections
3508,96200001,Operations Mgr
3509,93400001,Collections
3510,96350001,Primary
3511,96400001,Collections
3512,96600001,Primary
3517,96750001,Collections
3524,74700001,Primary
3525,97000001,Primary
3526,97150001,Collections
3527,97400001,Collections
3535,97500001,DM
3538,77100001,Primary
3539,97600001,Collections
3541,97650001,Primary
3543,97750001,Primary
3544,97800001,Collections
3548,57000001,Primary
3550,35950001,Primary
3552,44950001,Collections
3553,25350001,Primary
3556,95650001,Primary
3557,15450001,Collections
3558,91000001,Collections
3559,82800001,Primary
3564,98250001,Primary
3565,98300001,Primary
3567,98400001,Collections
3568,98450001,Collections
3574,98600001,Primary
3578,47250001,Collections
3579,98800001,Primary
3580,98850001,Collections
3581,98900001,DM Assistant
3584,98500001,Collections
3585,99000001,Primary
3589,56350001,Primary
3590,97450001,Collections
3594,84700001,Operations Mgr
3595,84750001,Admin:Pics/Docs
3596,99050001,Ship / Del Appt
3605,84400001,Primary
3608,99300001,Primary
3612,66750001,Primary
3614,66800001,Collections
3615,77050001,Ship / Del Appt
3617,88100001,Sales
3618,99450001,AR/AP
3621,29700001,Billing
3622,29700001,Primary
3623,99500001,Collections
3625,99250001,Billing
3627,99750001,Collections
3630,99950001,Primary
3631,100000001,Collections
3632,62700001,Primary
3633,62700001,Collections
3634,100050001,Primary
3635,100100001,Collections
3638,100300001,Primary
3639,100350001,Collections
3643,32050001,Primary
3644,100400001,Collections
3646,100450001,Primary
3647,100500001,Collections
3649,100800001,Ship / Del Appt
3650,60200001,Primary
3651,80000001,Admin:Pics/Docs
3652,100850001,Primary
3653,100900001,Collections
3654,100950001,Primary
3655,101000001,Collections
3656,101650001,Collections
3657,101700001,Collections
3658,101850001,Collections
3659,101900001,Collections
3660,101950001,Collections
3661,102000001,Collections
3662,102050001,Collections
3663,102100001,Collections
3664,102150001,Primary
3667,102300001,Primary
3668,102350001,Primary
3669,102400001,Collections
3671,58850001,Collections
3673,103150001,Collections
3677,103500001,DM
3678,103650001,Collections
3679,45900001,Collections
3680,37200001,Primary
3682,103750001,Primary
3683,103800001,Collections
3684,97550001,AR/AP
3685,95500001,Collections
3688,20950001,Primary
3691,103900001,Ship / Del Appt
3692,103700001,Collections
3698,104050001,Collections
3699,99400001,Primary
3700,104100001,Collections
3701,98650001,Collections
3704,102500001,Collections
3705,104200001,Collections
3707,100700001,Collections
3708,96950001,Primary
3709,104250001,Collections
3710,96650001,Primary
3711,104300001,Collections
3712,104350001,Collections
3713,104400001,Collections
3714,104450001,Collections
3715,104500001,Collections
3716,104550001,Collections
3717,104600001,Collections
3718,104650001,Collections
3719,104700001,Collections
3720,104750001,Collections
3721,104800001,Collections
3722,104850001,Collections
3723,104900001,Collections
3724,104950001,Collections
3725,105000001,Collections
3726,105050001,Collections
3727,105100001,Collections
3734,105300001,Collections
3736,105350001,Primary
3737,105350001,Collections
3738,81450001,Collections
3740,105750001,Primary
3741,105800001,Primary
3742,105850001,Collections
3744,33250001,Collections
3745,105900001,Primary
3746,105950001,Ship / Del Appt
3748,106000001,Primary
3749,106000001,Collections
3750,103200001,Admin:Pics/Docs
3751,106050001,Primary
3753,92900001,Admin:Pics/Docs
3754,53200001,Collections
3755,106100001,Primary
3756,106150001,Collections
3757,106200001,Billing
3760,106350001,Ship / Del Appt
3761,91100001,Admin:Pics/Docs
3762,91100001,Ship / Del Appt
3765,106600001,Ship / Del Appt
3784,106900001,Collections
3785,76250001,Primary
3786,106800001,Collections
3787,106850001,Collections
3789,107000001,Primary
3790,107050001,Collections
3794,106300001,Collections
3795,81050001,Primary
3796,80950001,Primary
3797,107200001,Ship / Del Appt
3800,107300001,Collections
3803,107400001,Primary
3805,107450001,Primary
3806,107450001,Collections
3807,106450001,Collections
3808,107500001,Collections
3809,103350001,Ship / Del Appt
3813,105550001,Primary
3814,105550001,Collections
3815,107650001,Primary
3817,51900001,Admin:Pics/Docs
3818,107750001,Primary
3819,107800001,Collections
3820,107850001,Primary
3821,107900001,Collections
3827,108050001,Collections
3829,108100001,Collections
3831,32600001,Primary
3832,42900001,Collections
3833,106950001,Primary
3834,108200001,Primary
3835,108350001,Primary
3840,40400001,Collections
3841,108450001,Primary
3842,108500001,Collections
3843,108550001,AR/AP
3844,108600001,Primary
3845,108650001,Collections
3847,109000001,Ship / Del Appt
3850,109050001,Collections
3860,109150001,Primary
3861,109250001,Primary
3862,109300001,Collections
3864,109350001,Primary
3865,109400001,Collections
3866,109450001,Billing
3867,109500001,Primary
3868,109550001,Collections
3869,109600001,Ship / Del Appt
3871,109700001,Primary
3872,109750001,Collections
3873,110000001,Collections
3877,53850001,Primary
3879,110250001,Collections
3882,110400001,Billing
3883,99350001,Collections
3884,80850001,Primary
3888,110500001,Primary
3889,110550001,Collections
3895,110850001,Primary
3896,110900001,Collections
3897,110800001,Collections
3900,98700001,Ship / Del Appt
3901,111000001,Primary
3902,111100001,Ship / Del Appt
3903,111150001,Collections
3904,111200001,Ship / Del Appt
3906,111300001,Primary
3908,111350001,Billing
3909,111350001,Collections
3911,32150001,Primary
3912,78500001,Collections
3913,78300001,Primary
3914,111400001,Ship / Del Appt
3915,111600001,Primary
3916,111650001,Collections
3918,111750001,Collections
3920,111850001,Primary
3921,111900001,Collections
3922,111950001,Primary
3923,112000001,Collections
3927,112050001,DM
3928,112050001,Primary
3929,112100001,Primary
3930,112150001,Collections
3933,112350001,Primary
3934,80400001,Ship / Del Appt
3937,112450001,Primary
3938,112500001,Primary
3939,112550001,Collections
3940,112600001,Primary
3941,112650001,Collections
3944,112700001,Operations Mgr
3945,112700001,Ship / Del Appt
3946,112800001,AR/AP
3947,112850001,Billing
3948,112900001,Primary
3964,113150001,Primary
3965,113150001,Collections
3972,113200001,Sales
3973,112200001,Primary
3975,113250001,AR/AP
3976,113300001,Sales
3977,113350001,Billing
3978,113500001,Primary
3981,113550001,Primary
3985,113800001,Primary
3990,113850001,Billing
3991,71900001,Primary
3993,113900001,Collections
3994,59650001,Primary
3995,113000001,Collections
3996,113050001,Ship / Del Appt
3997,113100001,Operations Mgr
3998,114000001,Primary
3999,114150001,Primary
4001,58000001,Collections
4002,114300001,Primary
4003,114350001,Primary
4007,105150001,Ship / Del Appt
4014,103400001,Admin:Pics/Docs
4015,114450001,Primary
4016,92150001,Primary
4018,114650001,Sales
4019,114700001,Primary
4020,114750001,Primary
4021,114800001,Primary
4022,114850001,Primary
4023,114900001,Primary
4027,114950001,Collections
4028,115050001,Primary
4029,81700001,Collections
4030,115100001,Primary
4032,115200001,Ship / Del Appt
4033,115250001,Primary
4034,115350001,Collections
4036,115500001,Primary
4038,115550001,Collections
4039,115700001,Primary
4040,115750001,Collections
4041,110700001,Collections
4042,110700001,Owner
4043,103000001,AR/AP
4044,115850001,Primary
4045,115900001,Primary
4046,115950001,Primary
4047,116000001,Primary
4048,16200001,Primary
4049,40100001,Collections
4050,47900001,DM
4051,47900001,Owner
4053,82650001,Primary
4054,24300001,Primary
4055,92350001,Primary
4056,92400001,Collections
4057,30150001,Billing
4058,30150001,Primary
4059,114500001,Primary
4060,116150001,Primary
4061,116200001,Collections
4062,113650001,Collections
4064,116400001,Primary
4065,116450001,Collections
4066,116500001,Primary
4067,116550001,Collections
4068,116700001,Primary
4069,116750001,Collections
4070,116800001,Primary
4071,116850001,Primary
4072,116950001,Primary
4073,117000001,Primary
4074,79600001,Collections
4075,117450001,Primary
4076,117500001,Collections
4077,117650001,Primary
4078,109100001,Collections
4082,117950001,Collections
4083,89850001,Primary
4084,107250001,Ship / Del Appt
4085,118250001,Primary
4086,118300001,Collections
4088,118600001,Primary
4089,118650001,Primary
4090,118700001,Primary
4092,118950001,Primary
4093,118950001,Collections
4094,119100001,Ship / Del Appt
4095,119300001,Sales
4096,16450001,Primary
4098,119350001,Collections
4101,119400001,Primary
4106,119450001,Sales
4107,119500001,Freight
4108,119550001,Primary
4109,119600001,Billing
4112,119650001,Collections
4113,36200001,Collections
4114,36200001,Primary
4115,45350001,Collections
4116,116100001,Collections
4117,116100001,Primary
4118,36500001,Collections
4119,119850001,Primary
4120,119900001,Primary
4123,120050001,Primary
4124,120200001,Primary
4125,120250001,Primary
4126,120300001,Collections
4127,120450001,Collections
4128,120550001,Primary
4129,120600001,Owner
4130,120700001,Primary
4131,120800001,Primary
4132,120900001,Pricing
4133,120900001,DM
4134,121000001,Primary
4138,121450001,Primary
4139,121450001,Collections
4140,121600001,Primary
4142,121750001,Primary
4143,121750001,Collections
4144,121800001,Primary
4146,121950001,Primary
4147,121950001,Collections
4148,122050001,Primary
4149,53400001,Primary
4155,121300001,Collections
4156,122450001,Ship / Del Appt
4157,122650001,Collections
4162,49450001,Operations Mgr
4165,123000001,Primary
4166,123050001,Primary
4167,50200001,DM
4168,62150001,Primary
4169,48350001,Billing
4170,110750001,Owner
4171,110750001,Ship / Del Appt
4173,17450001,Primary
4174,17450001,Collections
4179,123600001,Primary
4181,123650001,Primary
4182,123650001,Collections
4183,123750001,Pricing
4185,38950001,Primary
4187,124450001,Collections
4188,124500001,Primary
4189,124650001,Primary
4193,124800001,Operations Mgr
4194,124950001,Ship / Del Appt
4196,125250001,Primary
4203,123150001,Primary
4204,123150001,Collections
4205,125450001,Primary
4206,125500001,Billing
4208,125550001,Primary
4209,125550001,Collections
4210,125600001,Primary
4212,125900001,Collections
4213,126000001,Primary
4214,126050001,Collections
4217,126250001,Collections
4218,102200001,Ship / Del Appt
4220,126400001,Primary
4221,72700001,Primary
4222,126500001,Operations Mgr
4223,126100001,Collections
4224,126650001,Primary
4225,126750001,Primary
4226,82600001,DM
4227,126950001,Primary
4228,127000001,Admin:Pics/Docs
4229,126850001,DM
4231,127200001,Operations Mgr
4234,127550001,Primary
4235,127550001,Collections
4236,127600001,Collections
4238,127700001,Ship / Del Appt
4240,127650001,Primary
4241,127650001,Collections
4243,127800001,Primary
4244,127800001,Collections
4246,127900001,Primary
4247,127900001,Collections
4249,128000001,Primary
4250,128000001,Collections
4252,123700001,Operations Mgr
4253,128150001,Primary
4254,128350001,DM
4255,128400001,Primary
4256,128500001,Primary
4257,128600001,Primary
4258,128650001,Collections
4259,128750001,Sales
4260,128800001,AR/AP
4261,128950001,DM Assistant
4264,129100001,Sales
4265,129150001,AR/AP
4266,129200001,Primary
4267,129350001,DM Assistant
4268,129400001,Primary
4269,129450001,Collections
4272,129650001,Ship / Del Appt
4273,129700001,Primary
4274,129750001,Collections
4276,129850001,Collections
4277,129900001,Primary
4278,130050001,Ship / Del Appt
4279,130100001,Collections
4281,130200001,Primary
4282,130300001,Ship / Del Appt
4283,130350001,Primary
4284,70450001,Primary
4286,112400001,Ship / Del Appt
4287,130400001,Collections
4290,130500001,Primary
4291,130500001,Collections
4292,130550001,Operations Mgr
4293,130600001,Primary
4294,34050001,Primary
4295,118800001,Freight
4296,118800001,Ship / Del Appt
4297,130650001,Admin:Pics/Docs
4298,130650001,Ship / Del Appt
4308,130900001,Collections
4309,130850001,Primary
4310,131000001,Collections
4311,131100001,Ship / Del Appt
4316,131450001,Primary
4317,131450001,Collections
4318,131500001,Primary
4319,131550001,Collections
4320,130450001,Sales
4322,132050001,Operations Mgr
4323,131950001,Ship / Del Appt
4324,132100001,Billing
4326,132150001,Primary
4327,132150001,Collections
4328,132200001,Primary
4335,132800001,Primary
4336,132800001,Collections
4338,132300001,Collections
4339,118550001,Primary
4343,133050001,Operations Mgr
4348,133150001,Primary
4349,133150001,Collections
4351,133200001,Primary
4352,133200001,Collections
4354,133250001,Primary
4355,133250001,Collections
4356,133300001,Primary
4357,129000001,Collections
4358,133450001,Primary
4363,83000001,DM
4364,50300001,Freight
4365,50300001,Sales
4367,48650001,AR/AP
4368,48650001,Collections
4369,133800001,Collections
4376,37500001,Primary
4377,133950001,Collections
4379,134050001,Admin:Pics/Docs
4380,133600001,DM
4381,133550001,DM
4382,99600001,Collections
4388,134400001,Primary
4391,65500001,Primary
4392,134750001,Primary
4394,134800001,Primary
4395,134800001,Operations Mgr
4396,134800001,Collections
4399,131250001,Collections
4408,135150001,Ship / Del Appt
4410,50000001,DM Assistant
4411,135400001,Primary
4412,135450001,Collections
4413,135550001,Primary
4414,135600001,Collections
4416,99150001,Collections
4417,135800001,Collections
4418,135900001,Primary
4419,136000001,Collections
4423,136250001,AR/AP
4427,136350001,Primary
4428,136350001,Collections
4429,136450001,Primary
4430,136500001,AR/AP
4431,136550001,Primary
4432,135200001,AR/AP
4434,136900001,Primary
4435,92700001,Ship / Del Appt
4438,137050001,Collections
4439,137050001,Billing
4440,137100001,Collections
4446,36050001,Collections
4447,126300001,Pricing
4448,126300001,Primary
4451,137700001,Primary
4452,137850001,Collections
4453,122250001,Owner
4462,17700001,Primary
4463,17700001,Sales
4465,137950001,Freight
4466,138050001,Primary
4467,138100001,Primary
4468,138200001,Primary
4469,138250001,Collections
4470,125350001,Sales
4471,138500001,Collections
4472,138700001,Primary
4473,138750001,Collections
4474,29200001,Billing
4475,29200001,Primary
4477,138900001,Primary
4478,138900001,Collections
4480,138950001,Primary
4481,138950001,Collections
4482,139000001,Primary
4483,139050001,Primary
4484,139600001,Primary
4485,139650001,Collections
4486,111800001,Admin:Pics/Docs
4487,111800001,Pricing
4488,139750001,Primary
4489,139800001,Collections
4492,139950001,Primary
4493,140150001,Primary
4494,134850001,Primary
4495,140250001,Collections
4496,37250001,Collections
4497,140300001,Primary
4499,140450001,Collections
4501,137550001,Collections
4502,140500001,Primary
4503,140550001,Primary
4504,140600001,Primary
4505,140850001,Primary
4506,140900001,Primary
4508,140950001,Ship / Del Appt
4512,21350001,Primary
4513,141050001,Ship / Del Appt
4514,141100001,Primary
4515,141250001,Primary
4517,141350001,Primary
4518,141400001,Collections
4524,141650001,Primary
4526,141700001,Primary
4527,141700001,Collections
4528,142050001,Primary
4529,142100001,Primary
4530,142150001,Collections
4531,142350001,Primary
4533,142400001,Primary
4534,142400001,Collections
4536,142450001,Primary
4537,142450001,Collections
4538,142700001,Primary
4539,142850001,Primary
4540,142900001,Collections
4541,143200001,Collections
4542,143250001,Primary
4544,143350001,RR
4546,143450001,Primary
4548,92200001,Collections
4552,143550001,Primary
4555,41550001,Collections
4556,41550001,RR
4557,143800001,DM
4558,143850001,Primary
4559,144150001,Primary
4561,144200001,Primary
4562,144250001,DM
4563,144300001,Owner
4564,144350001,Primary
4565,144400001,Collections
4568,140400001,DM
4569,144550001,Primary
4572,124750001,Ship / Del Appt
4573,124700001,Admin:Pics/Docs
4574,124700001,Ship / Del Appt
4576,95450001,Primary
4577,127350001,Primary
4578,137500001,Primary
4579,144650001,Sales
4580,49850001,Admin:Pics/Docs
4582,144700001,Primary
4586,144850001,Primary
4587,144900001,Primary
4589,145150001,Primary
4591,145500001,Primary
4592,145500001,Collections
4593,145600001,Ship / Del Appt
4594,13350001,Primary
4596,145700001,Collections
4597,145750001,Primary
4599,145800001,Collections
4600,145800001,AR/AP
4601,145850001,Primary
4602,145900001,Primary
4603,66600001,Collections
4604,146100001,Primary
4605,146200001,Primary
4606,146350001,Primary
4607,107150001,Ship / Del Appt
4608,146500001,Collections
4609,116350001,Collections
4610,116350001,AR/AP
4611,146700001,Primary
4612,146800001,Primary
4613,146850001,Collections
4615,124400001,Primary
4619,141000001,Collections
4620,141000001,Primary
4621,147250001,Primary
4622,147350001,Collections
4624,147400001,Primary
4625,147450001,Primary
4627,147650001,Collections
4628,147700001,Primary
4631,147950001,Billing
4632,148000001,Billing
4633,148150001,Primary
4634,148200001,Collections
4635,148250001,Primary
4636,73250001,Billing
4637,73300001,Pricing
4639,138600001,Operations Mgr
4640,148300001,Primary
4641,148450001,Primary
4645,148600001,Collections
4646,148650001,Primary
4648,148700001,Collections
4649,148850001,Primary
4650,148900001,Collections
4652,148950001,Freight
4653,149100001,Primary
4654,149200001,Primary
4655,149250001,Collections
4658,149400001,Primary
4659,105250001,Primary
4661,149550001,Primary
4662,149600001,Collections
4663,149650001,Primary
4665,149900001,Admin:Pics/Docs
4666,149950001,Admin:Pics/Docs
4667,150000001,Ship / Del Appt
4668,150050001,Primary
4670,126550001,Operations Mgr
4673,17800001,Primary
4674,44250001,Collections
4675,150450001,Primary
4679,148550001,AR/AP
4684,150700001,Collections
4685,150700001,Primary
4686,150850001,Primary
4687,151250001,Collections
4688,139850001,DM
4690,105200001,Collections
4691,147500001,Sales
4692,147500001,Primary
4693,151400001,Collections
4694,151450001,Admin:Pics/Docs
4695,151500001,Primary
4696,151550001,Collections
4699,151900001,Primary
4702,152050001,Collections
4703,152050001,AR/AP
4704,152000001,Primary
4706,152100001,Primary
4707,152100001,Collections
4709,147100001,DM
4711,152250001,Admin:Pics/Docs
4712,141300001,Collections
4713,141300001,Admin:Pics/Docs
4714,141300001,Freight
4715,152300001,Primary
4716,152600001,Primary
4717,152650001,Billing
4719,152850001,Primary
4720,152850001,Collections
4721,152900001,AR/AP
4722,153100001,Primary
4723,153300001,Primary
4724,153350001,Collections
4725,153400001,Primary
4726,153450001,Collections
4727,153600001,Primary
4728,153850001,Primary
4732,154100001,Operations Mgr
4734,154350001,Primary
4740,153900001,Collections
4741,153900001,Primary
4742,154450001,Primary
4743,154500001,Primary
4744,154600001,Primary
4745,154650001,Primary
4746,154700001,Primary
4747,154850001,Billing
4748,155050001,Primary
4749,155100001,Primary
4751,154400001,AR/AP
4752,155200001,Primary
4753,155250001,Collections
4754,155300001,Billing
4755,155350001,Primary
4756,155400001,Collections
4757,155450001,Billing
4758,155550001,Primary
4759,155600001,Primary
4761,155700001,Collections
4762,155850001,AR/AP
4763,155900001,Billing
4765,155950001,Primary
4766,155950001,Collections
4767,156100001,Primary
4771,156350001,Primary
4772,156400001,Collections
4773,156450001,Primary
4774,156500001,Collections
4775,156550001,Primary
4776,156600001,Collections
4777,156650001,Primary
4778,156700001,Collections
4779,156800001,Billing
4780,156850001,Billing
4781,156900001,Primary
4784,157100001,DM
4785,157100001,Ship / Del Appt
4786,157150001,Primary
4787,157200001,Primary
