CRA_ID,CT_ID,RoleNm
4788,157200001,Collections
4789,157350001,Primary
4791,157400001,Primary
4792,157400001,Collections
4793,157450001,Primary
4796,157600001,Primary
4797,157600001,Collections
4798,157750001,Primary
4799,157800001,Collections
4800,157850001,Primary
4801,158000001,Primary
4802,158050001,Collections
4803,158150001,Collections
4804,158500001,Primary
4806,158600001,Primary
4807,158600001,Collections
4808,69450001,Collections
4809,158950001,Primary
4810,159000001,Admin:Pics/Docs
4811,159050001,Primary
4818,154200001,Admin:Pics/Docs
4819,159250001,Primary
4820,159300001,Billing
4821,76750001,Primary
4823,40200001,Collections
4824,93200001,Operations Mgr
4825,159750001,Primary
4826,159800001,Primary
4834,160050001,Primary
4835,160050001,Collections
4840,160100001,Primary
4841,160100001,Collections
4842,160250001,Billing
4843,160300001,Billing
4844,160400001,Primary
4845,160400001,Collections
4846,160450001,Operations Mgr
4847,122750001,Collections
4848,122750001,Primary
4849,160600001,Billing
4850,160700001,Collections
4851,160750001,Primary
4852,160950001,Collections
4853,160350001,Ship / Del Appt
4854,161200001,AR/AP
4856,161900001,Primary
4857,161950001,Collections
4860,162000001,Ship / Del Appt
4861,160800001,Admin:Pics/Docs
4862,162100001,Primary
4863,162150001,Primary
4864,162300001,Ship / Del Appt
4865,162350001,Primary
4866,162400001,Primary
4867,162450001,Billing
4868,131350001,Primary
4869,131400001,Collections
4870,162500001,Primary
4871,162550001,Collections
4873,162750001,Admin:Pics/Docs
4875,163000001,Primary
4876,163000001,Collections
4877,163050001,Primary
4878,163250001,Primary
4880,115400001,Primary
4882,163700001,Primary
4883,163700001,Collections
4884,163850001,Billing
4886,163900001,Primary
4892,164250001,Primary
4893,164350001,Primary
4894,164400001,Collections
4896,164600001,Billing
4897,164750001,Primary
4898,164850001,Primary
4899,164950001,Primary
4900,165000001,Primary
4901,165100001,Primary
4902,165250001,Collections
4903,165300001,Ship / Del Appt
4904,165350001,Ship / Del Appt
4906,165500001,Primary
4907,165500001,Collections
4908,165550001,Collections
4909,165600001,Collections
4910,165650001,Collections
4912,165700001,Primary
4913,165700001,Collections
4914,165750001,Primary
4915,165800001,Collections
4916,165850001,Operations Mgr
4917,166000001,Primary
4918,166050001,Collections
4926,34950001,Primary
4927,166150001,Collections
4928,44300001,Admin:Pics/Docs
4929,156950001,Primary
4931,166250001,Primary
4933,166400001,Primary
4939,166500001,Collections
4940,166600001,Billing
4941,166650001,Primary
4942,166700001,Primary
4943,166900001,Primary
4944,166950001,Collections
4945,167100001,Primary
4946,167150001,Collections
4947,167200001,Primary
4948,167250001,Primary
4949,167300001,Collections
4950,167450001,Billing
4951,167500001,Primary
4952,159150001,Collections
4953,159150001,Primary
4954,167800001,Primary
4955,167850001,Collections
4956,167950001,Primary
4957,168000001,Collections
4958,168050001,Primary
4959,168100001,Primary
4960,168150001,Primary
4962,145550001,Operations Mgr
4966,90000001,Primary
4967,90000001,Collections
4969,168400001,Billing
4970,168500001,Primary
4971,168600001,Collections
4972,166300001,Collections
4973,168750001,Primary
4974,168800001,Collections
4975,169000001,Collections
4977,83450001,Ship / Del Appt
4978,163300001,DM
4980,163350001,Freight
4981,161600001,DM
4982,159200001,DM Assistant
4983,169250001,DM
4988,169350001,Ship / Del Appt
4989,169400001,Primary
4990,169450001,Primary
4991,169500001,Billing
4992,169550001,Ship / Del Appt
4993,86650001,Ship / Del Appt
4995,75000001,Collections
4996,169900001,Billing
4997,169950001,Primary
4999,170450001,Primary
5000,170450001,Collections
5002,163950001,AR/AP
5003,170600001,Collections
5004,170650001,Primary
5005,170700001,Billing
5007,170800001,Billing
5008,125850001,Primary
5009,111700001,Primary
5011,170950001,Admin:Pics/Docs
5012,171000001,Admin:Pics/Docs
5013,171000001,Collections
5014,171100001,Primary
5016,171150001,Primary
5017,171150001,Collections
5019,171200001,Primary
5020,171200001,Collections
5021,171250001,Primary
5022,171300001,Collections
5023,171350001,Billing
5024,171400001,Billing
5025,171450001,Billing
5026,171500001,Billing
5027,171650001,Primary
5028,171700001,Primary
5029,171750001,Primary
5032,40600001,Collections
5033,171900001,Primary
5034,171950001,Primary
5035,172050001,Primary
5036,172100001,Primary
5037,172200001,Primary
5038,172250001,Primary
5039,172700001,Primary
5040,172750001,Primary
5041,173050001,Primary
5042,60350001,Primary
5043,150200001,Primary
5044,168350001,RR
5045,173150001,Primary
5046,173200001,Primary
5047,173250001,Primary
5048,173300001,Primary
5049,173400001,Freight
5050,173450001,Primary
5051,173650001,Billing
5052,173850001,Primary
5053,174000001,Primary
5054,174050001,Primary
5055,174100001,Collections
5057,174300001,Primary
5058,174350001,Primary
5059,174400001,Primary
5060,174600001,Primary
5061,174900001,Primary
5062,136650001,Primary
5063,174950001,Primary
5064,175000001,Primary
5065,175100001,Primary
5069,175250001,Collections
5070,175200001,Ship / Del Appt
5073,175550001,Primary
5074,175600001,Collections
5075,52150001,Collections
5076,175700001,Primary
5077,175750001,Primary
5080,175850001,Freight
5081,175900001,Primary
5082,176050001,Primary
5084,21100001,Primary
5085,176100001,Primary
5086,176150001,Primary
5087,176200001,Primary
5088,176250001,Primary
5089,176350001,Primary
5091,176500001,Primary
5092,176650001,Collections
5093,176950001,Primary
5094,177100001,Primary
5095,177150001,Primary
5098,177400001,Primary
5099,177450001,Collections
5100,177600001,Primary
5101,177700001,Primary
5102,177800001,DM Assistant
5103,178000001,Primary
5104,178050001,Primary
5105,178100001,Collections
5106,43050001,Collections
5107,43050001,Ship / Del Appt
5108,178200001,Collections
5109,178300001,Primary
5110,178350001,Primary
5111,178400001,Primary
5112,178500001,Primary
5113,178550001,Primary
5116,166200001,Billing
5117,178600001,Primary
5118,178650001,Primary
5119,178900001,Primary
5120,179050001,Billing
5121,179100001,Primary
5122,179250001,Primary
5123,179450001,Collections
5124,179500001,Collections
5125,179550001,AR/AP
5128,179850001,Collections
5129,179950001,Ship / Del Appt
5131,180000001,Admin:Pics/Docs
5136,175150001,Operations Mgr
5137,180450001,Billing
5138,180500001,Primary
5139,180550001,Primary
5141,31200001,Primary
5143,181000001,Primary
5144,181050001,Primary
5145,181100001,Primary
5146,181200001,Collections
5147,181250001,Primary
5148,181400001,Collections
5149,181500001,Primary
5151,181700001,Primary
5152,181800001,Ship / Del Appt
5153,182050001,Primary
5154,180950001,Primary
5155,24750001,Primary
5156,182250001,Collections
5157,180050001,Collections
5158,182550001,Primary
5161,182600001,DM Assistant
5162,182750001,AR/AP
5163,182800001,Primary
5164,182950001,Primary
5165,183050001,Primary
5166,183100001,Primary
5167,183150001,Primary
5168,183200001,Primary
5169,183350001,Billing
5170,183400001,Collections
5171,69400001,Primary
5172,183600001,Collections
5173,181550001,Collections
5174,27800001,Primary
5175,183650001,Primary
5176,183700001,Primary
5177,183750001,Primary
5181,183850001,Operations Mgr
5182,183950001,Primary
5183,184200001,Primary
5184,166450001,Billing
5185,68600001,Collections
5186,184700001,Ship / Del Appt
5187,184750001,Collections
5189,184800001,Operations Mgr
5190,184800001,Primary
5191,184850001,Primary
5192,184900001,Primary
5193,184950001,Primary
5194,162650001,Collections
5195,185200001,Primary
5196,185550001,Collections
5197,185600001,AR/AP
5198,185750001,Operations Mgr
5199,185800001,Collections
5200,185850001,Collections
5201,185900001,Primary
5202,186100001,Primary
5203,186450001,Collections
5204,186700001,Collections
5205,186750001,Billing
5206,186850001,Primary
5207,187150001,Primary
5208,187200001,Admin:Pics/Docs
5210,187350001,Ship / Del Appt
5211,187400001,Ship / Del Appt
5212,187450001,Primary
5214,187650001,Primary
5215,187650001,Collections
5217,187700001,Primary
5218,187700001,Collections
5220,183800001,Ship / Del Appt
5221,183800001,Admin:Pics/Docs
5222,187800001,Primary
5224,187950001,Ship / Del Appt
5225,188000001,Primary
5226,188050001,Primary
5228,188100001,Primary
5229,188100001,Collections
5234,188250001,Collections
5235,188300001,Primary
5236,188350001,Collections
5237,188500001,Primary
5238,188700001,Primary
5239,188900001,Operations Mgr
5264,188950001,Primary
5265,188950001,Collections
5266,189000001,Primary
5267,189050001,Collections
5269,189300001,Primary
5270,189300001,Collections
5271,189350001,Primary
5276,189500001,Primary
5277,189500001,Collections
5278,189650001,Primary
5279,189850001,Primary
5280,189950001,Primary
5284,190100001,Operations Mgr
5285,190050001,DM
5286,190150001,Freight
5287,190250001,Primary
5288,190400001,Collections
5289,190450001,Primary
5290,190700001,Billing
5292,190850001,Billing
5293,190900001,Primary
5294,191000001,Primary
5295,191100001,Primary
5296,191150001,Primary
5297,191200001,Collections
5298,191350001,Primary
5299,191400001,Ship / Del Appt
5301,192050001,Primary
5302,192100001,Collections
5303,192150001,Primary
5304,192200001,Ship / Del Appt
5305,192250001,Primary
5306,192350001,Primary
5307,192400001,Primary
5308,192500001,Primary
5309,192550001,Primary
5310,192600001,Primary
5311,192650001,Primary
5312,192700001,Collections
5313,192750001,Primary
5314,192850001,Sales
5315,192900001,Primary
5316,192950001,Collections
5317,193000001,Collections
5318,193050001,Billing
5319,193100001,Admin:Pics/Docs
5320,193100001,DM Assistant
5321,193100001,RR
5322,193100001,Billing
5323,193150001,Billing
5324,193400001,Primary
5325,193450001,Primary
5326,193600001,Primary
5327,193750001,Collections
5329,193900001,Admin:Pics/Docs
5334,189400001,Collections
5335,189400001,Primary
5338,193950001,Primary
5340,194000001,Primary
5341,194000001,Collections
5342,86300001,Primary
5343,194100001,Collections
5344,194150001,Primary
5345,194200001,Billing
5346,194250001,Primary
5347,194300001,Freight
5348,194300001,Ship / Del Appt
5349,48150001,Freight
5350,194350001,AR/AP
5351,194500001,Primary
5353,194550001,Collections
5354,194650001,Collections
5355,194700001,Primary
5356,194750001,AR/AP
5357,194750001,Collections
5358,194750001,Ship / Del Appt
5359,194800001,Primary
5360,195300001,Primary
5364,195450001,Collections
5365,195650001,Primary
5366,195700001,Primary
5367,195750001,Primary
5369,195950001,Primary
5370,195950001,Collections
5371,196000001,Collections
5372,196050001,Primary
5373,196100001,Primary
5374,196150001,Primary
5375,196200001,Collections
5376,196250001,Primary
5377,196300001,Primary
5378,196350001,Collections
5379,196750001,Collections
5380,196800001,Primary
5381,196950001,Primary
5382,151650001,AR/AP
5383,170750001,Billing
5384,197500001,Primary
5385,197700001,Collections
5386,197750001,Primary
5387,65550001,Billing
5388,65550001,Collections
5389,198000001,Primary
5390,198100001,Primary
5391,198200001,Collections
5392,198250001,Primary
5393,179700001,Primary
5394,179750001,Collections
5395,198400001,Primary
5396,198700001,Primary
5399,198900001,Primary
5401,199000001,Ship / Del Appt
5402,199050001,Primary
5403,199100001,Collections
5404,199150001,Primary
5405,199250001,Primary
5406,199450001,Primary
5407,199500001,Primary
5408,199600001,Primary
5411,95700001,Collections
5412,199650001,Primary
5413,198800001,AR/AP
5414,199800001,Primary
5415,200000001,Primary
5416,200050001,Collections
5418,200100001,Collections
5419,200200001,Collections
5420,200250001,Collections
5421,200300001,Primary
5422,200350001,Primary
5423,200400001,Collections
5424,200550001,Primary
5425,200600001,Collections
5427,200750001,Primary
5428,200750001,Collections
5429,200800001,Collections
5430,190750001,Primary
5431,200850001,Primary
5433,201050001,Primary
5434,201100001,Collections
5435,201300001,Primary
5436,201400001,Primary
5437,201900001,AR/AP
5438,201950001,Primary
5440,202250001,Primary
5441,202250001,Collections
5442,202300001,Primary
5443,110150001,Primary
5444,202450001,Primary
5445,202500001,Primary
5446,202650001,Primary
5447,202700001,Primary
5448,202750001,Collections
5449,202800001,Primary
5451,202850001,Primary
5452,202850001,Collections
5454,202900001,Primary
5455,202900001,Collections
5456,202950001,Primary
5458,203000001,Primary
5459,203000001,Collections
5460,203050001,Primary
5463,203250001,Primary
5464,203350001,Primary
5465,203500001,Primary
5466,203550001,Primary
5467,203700001,Primary
5469,203800001,Collections
5470,203900001,Primary
5471,203950001,Primary
5473,204000001,Primary
5474,204000001,Collections
5475,204150001,Primary
5476,204450001,Primary
5477,204500001,Primary
5478,204600001,Collections
5479,204650001,Primary
5480,93150001,Collections
5481,204750001,Primary
5482,205050001,Primary
5483,205200001,Primary
5484,205250001,Primary
5485,205650001,Collections
5486,205700001,Primary
5487,205750001,Primary
5488,205900001,Primary
5489,206000001,Primary
5490,206050001,Collections
5491,206300001,Primary
5492,206600001,Collections
5493,206650001,Primary
5494,206700001,Primary
5495,206750001,Primary
5496,206800001,RR
5497,175800001,Ship / Del Appt
5498,175800001,RR
5499,201450001,Ship / Del Appt
5500,203100001,Ship / Del Appt
5501,206850001,Collections
5502,206900001,Primary
5503,206950001,Primary
5504,207200001,Primary
5505,207250001,Collections
5506,207300001,Billing
5508,207350001,Primary
5509,207350001,Collections
5510,207400001,Primary
5511,207550001,Primary
5512,207600001,Billing
5513,207800001,Primary
5514,207950001,Primary
5515,208100001,Primary
5516,208300001,Primary
5517,208350001,Primary
5518,208400001,Primary
5519,208500001,Primary
5521,208700001,Primary
5522,208700001,Collections
5523,125400001,AR/AP
5524,208800001,Primary
5525,208900001,Primary
5526,209150001,Primary
5527,209200001,Primary
5528,209250001,Collections
5529,209350001,Primary
5530,209400001,Primary
5531,209450001,Primary
5532,209500001,Collections
5533,209650001,Collections
5534,209750001,Collections
5535,209800001,Primary
5536,209850001,Collections
5537,210050001,Primary
5538,210100001,Collections
5539,210150001,Primary
5540,210200001,Primary
5542,210400001,Collections
5544,210500001,Collections
5545,210550001,Primary
5546,210600001,Primary
5547,210650001,Primary
5548,210700001,Primary
5549,210750001,Primary
5553,210850001,Admin:Pics/Docs
5554,210850001,Billing
5555,210850001,Collections
5556,210950001,Primary
5557,211050001,Primary
5558,211100001,Primary
5559,211150001,Primary
5560,211300001,Primary
5561,211350001,Primary
5562,211550001,Primary
5563,210450001,Primary
5564,211650001,Primary
5565,211800001,Primary
5566,211900001,Primary
5567,211950001,Primary
5568,212050001,Primary
5569,212350001,Primary
5572,34800001,Primary
5573,83600001,AR/AP
5574,83600001,Collections
5575,212900001,Primary
5576,213000001,Primary
5577,213050001,Primary
5578,213100001,Primary
5579,213150001,Primary
5580,213300001,Primary
5581,213450001,Primary
5582,213500001,Primary
5583,213550001,Collections
5584,213650001,Primary
5585,213700001,Primary
5586,213750001,Primary
5587,213800001,Primary
5588,213850001,Primary
5589,213900001,Primary
5590,214050001,Primary
5591,214150001,Billing
5592,214200001,Primary
5593,214350001,Primary
5594,214400001,Primary
5595,214450001,Primary
5596,214500001,Primary
5597,214550001,Primary
5598,214650001,Primary
5599,214700001,Primary
5600,214800001,Primary
5601,214950001,Collections
5602,215000001,Primary
5603,215200001,Primary
5604,215250001,Primary
5605,215300001,Primary
5606,215350001,Collections
5607,215400001,Collections
5608,215650001,Primary
5609,215700001,Primary
5610,215750001,Primary
5611,215850001,Primary
5612,215900001,Primary
5613,215950001,Collections
5614,216050001,Primary
